,id,model,participant,prompt,target,predicted,src,total_tokens,proportion
0,dod20_bottle-f188,gpt3-ada,dod2081,bottle,4.2,4.0,dod20,16,1
0,motesf_bottle-426a,gpt3-ada,motesf0504,bottle,3.3,3.3,motesf,18,1
0,hmsl_paperclip-3dda,gpt3-ada,hmsl57D9S225,paperclip,2.0,2.7,hmsl,16,1
0,motesf_bottle-7359,gpt3-ada,motesfef0d,bottle,2.7,4.3,motesf,48,1
0,motesf_bottle-11a3,gpt3-ada,motesfc5ff,bottle,3.6,4.0,motesf,33,1
0,motesf_spoon-fe49,gpt3-ada,motesf7f6f,spoon,2.4,2.7,motesf,18,1
0,motesf_bottle-b6d4,gpt3-ada,motesf2a38,bottle,1.9,2.7,motesf,29,1
0,hmsl_paperclip-d03a,gpt3-ada,hmslB2edM796,paperclip,3.5,3.6,hmsl,16,1
0,motesf_bottle-48b0,gpt3-ada,motesf0266,bottle,2.1,3.0,motesf,23,1
0,hmsl_paperclip-ca3b,gpt3-ada,hmsly86m7fS0,paperclip,2.3,2.1,hmsl,15,1
0,dod20_shovel-70a5,gpt3-ada,dod2041,shovel,3.0,2.7,dod20,19,1
0,motesf_spoon-3cf0,gpt3-ada,motesf44f6,spoon,2.4,2.3,motesf,22,1
0,hmsl_paperclip-9f70,gpt3-ada,hmslVbp87P2F,paperclip,1.3,2.7,hmsl,18,1
0,hmsl_paperclip-52cf,gpt3-ada,hmsl989BoJRx,paperclip,3.7,3.0,hmsl,22,1
0,hmsl_paperclip-ec42,gpt3-ada,hmsl88ft50be,paperclip,2.5,1.9,hmsl,20,1
0,motesf_spoon-6f85,gpt3-ada,motesf4000,spoon,3.3,2.7,motesf,15,1
0,dod20_bottle-74a2,gpt3-ada,dod2058,bottle,2.7,3.0,dod20,19,1
0,hmsl_paperclip-4e9a,gpt3-ada,hmsl5vOtwDx3,paperclip,2.3,3.0,hmsl,17,1
0,motesf_spoon-ceaa,gpt3-ada,motesf182b,spoon,2.4,3.0,motesf,21,1
0,hmsl_paperclip-1354,gpt3-ada,hmsl26AI7yNO,paperclip,1.7000000000000002,2.7,hmsl,19,1
0,motesf_spoon-ee76,gpt3-ada,motesf46ba,spoon,3.6,4.3,motesf,33,1
0,hmsl_paperclip-5902,gpt3-ada,hmsl1BHxIRq1,paperclip,1.0,2.1,hmsl,16,1
0,motesf_bottle-c447,gpt3-ada,motesf82aa,bottle,3.0,4.0,motesf,19,1
0,motesf_bottle-8446,gpt3-ada,motesf854d,bottle,2.7,3.3,motesf,17,1
0,hmsl_paperclip-4813,gpt3-ada,hmslW5e69l4C,paperclip,1.7000000000000002,1.6,hmsl,20,1
0,hmsl_paperclip-1f28,gpt3-ada,hmslX5hX4YgF,paperclip,2.3,2.1,hmsl,14,1
0,dod20_pants-66e9,gpt3-ada,dod2048,pants,3.3,2.7,dod20,15,1
0,hmsl_paperclip-21ce,gpt3-ada,hmslOpGVLc2i,paperclip,2.3,2.7,hmsl,17,1
0,dod20_shovel-3dbb,gpt3-ada,dod2075,shovel,3.7,2.7,dod20,16,1
0,dod20_pants-d6c0,gpt3-ada,dod2028,pants,3.0,3.9,dod20,26,1
0,motesf_bottle-4532,gpt3-ada,motesfd2dd,bottle,3.0,3.3,motesf,20,1
0,motesf_bottle-ae82,gpt3-ada,motesfb83a,bottle,3.0,3.3,motesf,19,1
0,hmsl_paperclip-d48a,gpt3-ada,hmslC9hwW590,paperclip,2.0,3.3,hmsl,16,1
0,dod20_bottle-1b51,gpt3-ada,dod2087,bottle,3.7,3.0,dod20,28,1
0,motesf_spoon-8957,gpt3-ada,motesf0c74,spoon,3.9,4.0,motesf,32,1
0,hmsl_paperclip-260d,gpt3-ada,hmslLUdy216o,paperclip,1.0,1.6,hmsl,18,1
0,hmsl_paperclip-74d6,gpt3-ada,hmslzV3626L0,paperclip,1.0,2.1,hmsl,16,1
0,motesf_bottle-8f2e,gpt3-ada,motesf9bf3,bottle,2.4,2.7,motesf,15,1
0,dod20_pants-f2db,gpt3-ada,dod2036,pants,3.3,3.0,dod20,13,1
0,hmsl_paperclip-e7d9,gpt3-ada,hmslJxuQ6c1f,paperclip,1.7000000000000002,3.0,hmsl,25,1
0,dod20_pants-736c,gpt3-ada,dod2027,pants,3.7,3.0,dod20,23,1
0,dod20_bottle-c0f5,gpt3-ada,dod2068,bottle,1.0,1.3,dod20,14,1
0,dod20_pants-7da3,gpt3-ada,dod2069,pants,3.5,3.0,dod20,16,1
0,dod20_bottle-421c,gpt3-ada,dod2062,bottle,2.5,2.3,dod20,18,1
0,dod20_shovel-e8ea,gpt3-ada,dod2047,shovel,3.0,2.7,dod20,17,1
0,hmsl_paperclip-c4ae,gpt3-ada,hmsl1xS08G27,paperclip,2.0,2.7,hmsl,16,1
0,hmsl_paperclip-c82a,gpt3-ada,hmsl9ZsvZCS0,paperclip,1.5,2.7,hmsl,18,1
0,hmsl_paperclip-64e2,gpt3-ada,hmslWzURBE7G,paperclip,2.0,3.0,hmsl,17,1
0,motesf_spoon-c18b,gpt3-ada,motesf6a9a,spoon,3.3,1.7,motesf,17,1
0,motesf_spoon-739d,gpt3-ada,motesf37a7,spoon,2.4,2.7,motesf,17,1
0,motesf_bottle-2195,gpt3-ada,motesf735b,bottle,2.4,2.3,motesf,19,1
0,dod20_pants-e132,gpt3-ada,dod2033,pants,2.7,2.7,dod20,16,1
0,motesf_bottle-f895,gpt3-ada,motesf92cc,bottle,3.0,2.7,motesf,25,1
0,hmsl_paperclip-56b4,gpt3-ada,hmslUBn73eP3,paperclip,2.0,2.4,hmsl,17,1
0,dod20_pants-e7bb,gpt3-ada,dod2032,pants,2.7,3.0,dod20,19,1
0,hmsl_paperclip-d5ed,gpt3-ada,hmslvLu5G9ae,paperclip,2.7,3.0,hmsl,18,1
0,hmsl_paperclip-4e1f,gpt3-ada,hmslY14N0CIL,paperclip,2.5,2.4,hmsl,22,1
0,dod20_bottle-27e8,gpt3-ada,dod2073,bottle,3.5,2.7,dod20,15,1
0,hmsl_paperclip-0a20,gpt3-ada,hmslhj8bSQrN,paperclip,3.7,2.7,hmsl,18,1
0,hmsl_paperclip-5b95,gpt3-ada,hmslww8QYGoO,paperclip,1.8,2.7,hmsl,19,1
0,motesf_spoon-b07a,gpt3-ada,motesf371b,spoon,2.7,4.0,motesf,20,1
0,motesf_spoon-790b,gpt3-ada,motesf94f6,spoon,3.6,2.7,motesf,17,1
0,motesf_spoon-5135,gpt3-ada,motesf72b3,spoon,3.6,3.5,motesf,18,1
0,hmsl_paperclip-d947,gpt3-ada,hmsl7hi72B6r,paperclip,2.0,3.0,hmsl,17,1
0,dod20_shovel-8576,gpt3-ada,dod2054,shovel,1.0,2.7,dod20,16,1
0,hmsl_paperclip-0a79,gpt3-ada,hmslmctpMb8Q,paperclip,2.0,3.0,hmsl,16,1
0,motesf_spoon-fcc2,gpt3-ada,motesf0a09,spoon,2.4,2.7,motesf,15,1
0,hmsl_paperclip-9aeb,gpt3-ada,hmslpD79KXDl,paperclip,2.0,2.4,hmsl,16,1
0,dod20_bottle-0ba4,gpt3-ada,dod2085,bottle,3.7,2.0,dod20,15,1
0,hmsl_paperclip-e951,gpt3-ada,hmsl2U79djJ6,paperclip,2.3,3.0,hmsl,23,1
0,motesf_bottle-77b4,gpt3-ada,motesf432a,bottle,2.7,3.0,motesf,24,1
0,motesf_spoon-0bbb,gpt3-ada,motesf149e,spoon,1.9,1.3,motesf,22,1
0,hmsl_paperclip-aafb,gpt3-ada,hmslY25HD9n2,paperclip,1.7000000000000002,2.7,hmsl,18,1
0,motesf_bottle-ccfd,gpt3-ada,motesf63dc,bottle,3.0,2.7,motesf,16,1
0,hmsl_paperclip-1b82,gpt3-ada,hmslww8QYGoO,paperclip,2.2,2.1,hmsl,15,1
0,motesf_bottle-ec9d,gpt3-ada,motesf9f61,bottle,4.4,4.1,motesf,56,1
0,hmsl_paperclip-d762,gpt3-ada,hmslM826NWy8,paperclip,2.0,2.1,hmsl,17,1
0,dod20_shovel-9e0c,gpt3-ada,dod2046,shovel,1.5,2.7,dod20,17,1
0,dod20_shovel-ec24,gpt3-ada,dod2013,shovel,2.8,2.3,dod20,16,1
0,motesf_spoon-c961,gpt3-ada,motesf2f2b,spoon,3.0,2.7,motesf,28,1
0,hmsl_paperclip-0581,gpt3-ada,hmslkF9615f2,paperclip,2.1,2.7,hmsl,16,1
0,dod20_pants-3000,gpt3-ada,dod2076,pants,3.7,3.0,dod20,15,1
0,dod20_pants-a9a0,gpt3-ada,dod2031,pants,2.5,2.1,dod20,14,1
0,dod20_pants-43e4,gpt3-ada,dod2036,pants,3.5,3.0,dod20,13,1
0,dod20_shovel-5216,gpt3-ada,dod2022,shovel,2.8,2.3,dod20,16,1
0,motesf_bottle-2799,gpt3-ada,motesf705f,bottle,3.3,3.0,motesf,14,1
0,dod20_bottle-408d,gpt3-ada,dod205,bottle,1.0,1.0,dod20,15,1
0,hmsl_paperclip-4eb4,gpt3-ada,hmslopxAEih3,paperclip,2.0,2.1,hmsl,17,1
0,dod20_shovel-d96e,gpt3-ada,dod2044,shovel,2.8,2.7,dod20,17,1
0,motesp-g1_spoon-9RH,gpt3-ada,9RH,spoon,3.4,2.7,motesp,21,1
0,hmsl_paperclip-b882,gpt3-ada,hmslHcYiggdZ,paperclip,2.0,2.7,hmsl,18,1
0,hmsl_paperclip-ba52,gpt3-ada,hmslbDv6Dpf4,paperclip,2.3,2.7,hmsl,19,1
0,dod20_bottle-2c63,gpt3-ada,dod2048,bottle,2.5,2.0,dod20,15,1
0,hmsl_paperclip-49a2,gpt3-ada,hmslW5e69l4C,paperclip,1.7000000000000002,2.7,hmsl,19,1
0,hmsl_paperclip-0f15,gpt3-ada,hmsl13ny39cg,paperclip,2.0,2.7,hmsl,17,1
0,hmsl_paperclip-3d7d,gpt3-ada,hmsl3vBR15MO,paperclip,3.0,3.0,hmsl,20,1
0,dod20_bottle-4fe1,gpt3-ada,dod2054,bottle,2.5,2.3,dod20,20,1
0,dod20_shovel-6f66,gpt3-ada,dod2022,shovel,2.3,2.0,dod20,15,1
0,hmsl_paperclip-4485,gpt3-ada,hmsltt22103X,paperclip,2.8,2.1,hmsl,18,1
0,dod20_pants-e783,gpt3-ada,dod2067,pants,2.5,2.1,dod20,14,1
0,hmsl_paperclip-857b,gpt3-ada,hmslRF5YP927,paperclip,4.2,3.9,hmsl,21,1
0,hmsl_paperclip-3257,gpt3-ada,hmslOXGW4BSs,paperclip,2.5,3.0,hmsl,16,1
0,dod20_pants-fda0,gpt3-ada,dod2036,pants,3.0,3.3,dod20,16,1
0,motesf_spoon-43cf,gpt3-ada,motesf02e7,spoon,2.4,2.7,motesf,20,1
0,motesf_bottle-d407,gpt3-ada,motesf84d9,bottle,1.3,1.3,motesf,15,1
0,hmsl_paperclip-8d04,gpt3-ada,hmslj0DY4Qzg,paperclip,4.2,3.0,hmsl,18,1
0,dod20_shovel-25c4,gpt3-ada,dod2085,shovel,3.5,2.3,dod20,16,1
0,motesf_bottle-737e,gpt3-ada,motesff221,bottle,3.6,3.0,motesf,23,1
0,motesf_bottle-1111,gpt3-ada,motesfa3c6,bottle,3.6,3.0,motesf,15,1
0,dod20_bottle-eb9c,gpt3-ada,dod2054,bottle,3.2,3.3,dod20,21,1
0,hmsl_paperclip-8987,gpt3-ada,hmslac93CkSi,paperclip,2.3,2.7,hmsl,17,1
0,dod20_bottle-3ab8,gpt3-ada,dod2052,bottle,3.2,3.0,dod20,17,1
0,motesf_bottle-2159,gpt3-ada,motesfd3d9,bottle,3.3,4.0,motesf,24,1
0,hmsl_paperclip-0211,gpt3-ada,hmslwJ77G1q1,paperclip,2.0,3.0,hmsl,15,1
0,dod20_shovel-ff61,gpt3-ada,dod203,shovel,3.0,2.7,dod20,16,1
0,hmsl_paperclip-e523,gpt3-ada,hmslb2fcis6W,paperclip,2.0,2.7,hmsl,21,1
0,dod20_pants-ab99,gpt3-ada,dod2011,pants,2.2,3.0,dod20,17,1
0,dod20_pants-c63f,gpt3-ada,dod2064,pants,3.8,2.7,dod20,14,1
0,motesf_spoon-5e75,gpt3-ada,motesf6974,spoon,2.7,2.3,motesf,16,1
0,dod20_pants-8b10,gpt3-ada,dod2043,pants,2.2,3.3,dod20,16,1
0,hmsl_paperclip-5939,gpt3-ada,hmsl72I2UHeb,paperclip,1.7000000000000002,2.7,hmsl,17,1
0,dod20_pants-fa4d,gpt3-ada,dod2068,pants,2.3,2.7,dod20,14,1
0,hmsl_paperclip-3942,gpt3-ada,hmslw4r5kjlA,paperclip,2.0,2.1,hmsl,18,1
0,dod20_pants-b87d,gpt3-ada,dod2053,pants,2.3,2.1,dod20,14,1
0,dod20_pants-700f,gpt3-ada,dod2089,pants,3.0,3.0,dod20,14,1
0,motesf_bottle-20fb,gpt3-ada,motesff9b9,bottle,3.6,2.7,motesf,17,1
0,dod20_shovel-8412,gpt3-ada,dod2053,shovel,4.2,2.7,dod20,17,1
0,hmsl_paperclip-e367,gpt3-ada,hmslG63FgMsT,paperclip,2.5,2.7,hmsl,15,1
0,dod20_shovel-2b36,gpt3-ada,dod2048,shovel,2.3,2.0,dod20,19,1
0,motesf_spoon-e4e4,gpt3-ada,motesfe7b2,spoon,2.4,2.0,motesf,17,1
0,dod20_bottle-0954,gpt3-ada,dod2071,bottle,4.0,3.0,dod20,21,1
0,hmsl_paperclip-2aab,gpt3-ada,hmsl7Lo5m3w8,paperclip,3.0,2.7,hmsl,17,1
0,motesf_bottle-af45,gpt3-ada,motesff033,bottle,3.0,3.3,motesf,23,1
0,motesf_spoon-9e22,gpt3-ada,motesfeda8,spoon,2.4,2.7,motesf,17,1
0,hmsl_paperclip-d18f,gpt3-ada,hmslNXFB8KQ5,paperclip,3.1,2.7,hmsl,16,1
0,hmsl_paperclip-b36a,gpt3-ada,hmsl5KN8A59N,paperclip,1.7000000000000002,2.1,hmsl,18,1
0,dod20_bottle-9d90,gpt3-ada,dod2025,bottle,1.0,1.7,dod20,16,1
0,hmsl_paperclip-26f0,gpt3-ada,hmsl6gNs42nt,paperclip,3.0,3.9,hmsl,24,1
0,hmsl_paperclip-be57,gpt3-ada,hmslHl5tqv6W,paperclip,3.0,2.7,hmsl,18,1
0,motesf_spoon-f8fb,gpt3-ada,motesf9fd8,spoon,3.9,4.1,motesf,15,1
0,motesf_bottle-a906,gpt3-ada,motesf8613,bottle,2.1,2.3,motesf,24,1
0,hmsl_paperclip-b5ce,gpt3-ada,hmslaGzhYc5T,paperclip,2.8,1.6,hmsl,15,1
0,motesf_spoon-a45c,gpt3-ada,motesfc0e1,spoon,2.4,1.6,motesf,15,1
0,dod20_bottle-754c,gpt3-ada,dod2060,bottle,2.0,1.0,dod20,14,1
0,dod20_shovel-a379,gpt3-ada,dod2075,shovel,4.0,3.5,dod20,19,1
0,hmsl_paperclip-9af4,gpt3-ada,hmslDH4EoL1H,paperclip,1.0,1.6,hmsl,17,1
0,motesf_bottle-0cf7,gpt3-ada,motesf11b9,bottle,3.0,3.3,motesf,18,1
0,dod20_bottle-289b,gpt3-ada,dod2075,bottle,3.3,3.0,dod20,17,1
0,motesf_bottle-e976,gpt3-ada,motesf9fd8,bottle,3.9,3.3,motesf,30,1
0,hmsl_paperclip-6e74,gpt3-ada,hmslRRWg2Zzl,paperclip,2.7,2.7,hmsl,28,1
0,motesf_bottle-f6e9,gpt3-ada,motesfc51c,bottle,3.6,4.1,motesf,25,1
0,motesp-g1_spoon-12AM,gpt3-ada,12AM,spoon,4.8,4.0,motesp,17,1
0,dod20_shovel-eba0,gpt3-ada,dod2084,shovel,3.0,1.7,dod20,21,1
0,hmsl_paperclip-0062,gpt3-ada,hmslAHxx5oRE,paperclip,2.5,3.9,hmsl,18,1
0,motesf_bottle-de49,gpt3-ada,motesfec8c,bottle,4.1,4.1,motesf,37,1
0,hmsl_paperclip-0ce5,gpt3-ada,hmsl88ft50be,paperclip,2.8,2.7,hmsl,16,1
0,dod20_pants-ceb0,gpt3-ada,dod2057,pants,2.0,2.7,dod20,17,1
0,dod20_shovel-8d04,gpt3-ada,dod2073,shovel,2.7,2.0,dod20,17,1
0,dod20_bottle-7af5,gpt3-ada,dod2013,bottle,3.5,3.3,dod20,18,1
0,hmsl_paperclip-160c,gpt3-ada,hmsl8dsuK18a,paperclip,2.2,2.7,hmsl,16,1
0,motesf_spoon-90d5,gpt3-ada,motesfbd68,spoon,2.1,1.3,motesf,15,1
0,hmsl_paperclip-d633,gpt3-ada,hmsldENdB2Qt,paperclip,2.5,3.0,hmsl,17,1
0,hmsl_paperclip-6b8f,gpt3-ada,hmsl57ZLnnlc,paperclip,3.3,3.0,hmsl,34,1
0,motesp-g1_spoon-40PE,gpt3-ada,40PE,spoon,3.4,2.7,motesp,23,1
0,hmsl_paperclip-6ff8,gpt3-ada,hmslWEM1cAry,paperclip,1.0,1.6,hmsl,19,1
0,motesf_spoon-f2a9,gpt3-ada,motesff899,spoon,2.4,3.0,motesf,24,1
0,motesf_spoon-7efb,gpt3-ada,motesf1ff1,spoon,2.4,4.3,motesf,26,1
0,dod20_bottle-c520,gpt3-ada,dod2053,bottle,3.0,2.7,dod20,15,1
0,hmsl_paperclip-2114,gpt3-ada,hmslB2edM796,paperclip,2.3,3.0,hmsl,17,1
0,hmsl_paperclip-5468,gpt3-ada,hmsly89Nm2JI,paperclip,2.5,2.7,hmsl,15,1
0,hmsl_paperclip-c16f,gpt3-ada,hmsl14BdrD3U,paperclip,4.0,3.6,hmsl,27,1
0,hmsl_paperclip-ae6a,gpt3-ada,hmsl3vBR15MO,paperclip,1.0,1.3,hmsl,16,1
0,dod20_pants-37eb,gpt3-ada,dod2042,pants,2.2,2.1,dod20,13,1
0,motesf_bottle-f8a2,gpt3-ada,motesf4000,bottle,2.7,3.0,motesf,15,1
0,hmsl_paperclip-7094,gpt3-ada,hmslhj8bSQrN,paperclip,2.3,3.0,hmsl,18,1
0,dod20_bottle-3fb4,gpt3-ada,dod2048,bottle,3.0,2.7,dod20,14,1
0,motesf_spoon-c139,gpt3-ada,motesf0402,spoon,2.4,3.0,motesf,16,1
0,motesf_spoon-2781,gpt3-ada,motesfe4da,spoon,4.1,2.7,motesf,25,1
0,dod20_pants-535c,gpt3-ada,dod2085,pants,2.2,2.4,dod20,14,1
0,motesf_bottle-7266,gpt3-ada,motesf6f3e,bottle,2.1,1.7,motesf,16,1
0,hmsl_paperclip-82e1,gpt3-ada,hmsl435BgI61,paperclip,2.5,3.0,hmsl,17,1
0,motesf_bottle-c23a,gpt3-ada,motesf757b,bottle,1.6,3.0,motesf,27,1
0,motesf_spoon-e1fa,gpt3-ada,motesf8613,spoon,3.9,2.3,motesf,21,1
0,motesp-g1_spoon-33RM,gpt3-ada,33RM,spoon,2.8,1.3,motesp,22,1
0,dod20_bottle-b002,gpt3-ada,dod2091,bottle,1.8,1.5,dod20,15,1
0,dod20_shovel-22a3,gpt3-ada,dod2050,shovel,3.0,3.0,dod20,21,1
0,dod20_shovel-244f,gpt3-ada,dod2029,shovel,1.0,2.3,dod20,17,1
0,hmsl_paperclip-75ba,gpt3-ada,hmslj0DY4Qzg,paperclip,2.0,3.0,hmsl,15,1
0,hmsl_paperclip-a0f8,gpt3-ada,hmsl57ZLnnlc,paperclip,1.0,1.3,hmsl,21,1
0,dod20_pants-543b,gpt3-ada,dod2019,pants,4.5,3.9,dod20,15,1
0,motesf_bottle-68c2,gpt3-ada,motesfd964,bottle,1.9,1.5,motesf,17,1
0,motesf_bottle-1085,gpt3-ada,motesf0777,bottle,4.1,3.0,motesf,39,1
0,dod20_bottle-006a,gpt3-ada,dod2081,bottle,2.8,2.0,dod20,16,1
0,hmsl_paperclip-3b24,gpt3-ada,hmsl5Tsk755o,paperclip,2.2,3.0,hmsl,21,1
0,dod20_pants-de33,gpt3-ada,dod2073,pants,3.0,2.1,dod20,14,1
0,hmsl_paperclip-7431,gpt3-ada,hmslTz3xw8MP,paperclip,2.8,3.0,hmsl,17,1
0,hmsl_paperclip-ae3a,gpt3-ada,hmslFE7ZtheE,paperclip,1.0,1.3,hmsl,16,1
0,hmsl_paperclip-d79a,gpt3-ada,hmsl4No6x5W4,paperclip,3.2,3.0,hmsl,23,1
0,dod20_pants-1e28,gpt3-ada,dod2053,pants,2.5,3.0,dod20,15,1
0,dod20_pants-b7b6,gpt3-ada,dod2062,pants,2.0,2.1,dod20,16,1
0,dod20_bottle-1fa6,gpt3-ada,dod2036,bottle,2.7,3.3,dod20,16,1
0,dod20_pants-bf04,gpt3-ada,dod2054,pants,3.0,3.3,dod20,13,1
0,hmsl_paperclip-fe6a,gpt3-ada,hmslac93CkSi,paperclip,3.0,2.7,hmsl,17,1
0,motesp-g1_bottle-28JB,gpt3-ada,28JB,bottle,2.3,2.3,motesp,16,1
0,dod20_shovel-22c3,gpt3-ada,dod2087,shovel,2.5,2.3,dod20,18,1
0,hmsl_paperclip-610b,gpt3-ada,hmslTz3xw8MP,paperclip,2.7,3.0,hmsl,16,1
0,motesf_spoon-84c3,gpt3-ada,motesf0bb4,spoon,3.9,4.0,motesf,25,1
0,dod20_bottle-efa7,gpt3-ada,dod2037,bottle,2.0,2.0,dod20,15,1
0,hmsl_paperclip-d7b4,gpt3-ada,hmslUBn73eP3,paperclip,2.5,2.7,hmsl,20,1
0,dod20_bottle-8235,gpt3-ada,dod2064,bottle,3.8,2.7,dod20,17,1
0,motesf_bottle-c8ec,gpt3-ada,motesf698d,bottle,3.9,2.7,motesf,19,1
0,motesf_bottle-fa30,gpt3-ada,motesff093,bottle,3.0,2.3,motesf,24,1
0,dod20_bottle-c26e,gpt3-ada,dod2085,bottle,3.0,2.0,dod20,15,1
0,dod20_bottle-1610,gpt3-ada,dod2081,bottle,3.3,3.3,dod20,17,1
0,hmsl_paperclip-5095,gpt3-ada,hmslW8K1dDJu,paperclip,2.5,2.1,hmsl,16,1
0,dod20_shovel-27fe,gpt3-ada,dod2028,shovel,3.0,3.0,dod20,32,1
0,motesf_spoon-81a7,gpt3-ada,motesfc7e1,spoon,1.3,1.0,motesf,15,1
0,hmsl_paperclip-b465,gpt3-ada,hmslomDXbFdx,paperclip,1.5,2.7,hmsl,16,1
