,id,model,participant,prompt,target,predicted,src,split,question,response,response_num
27,motesf_spoon-960c,SemDis_cbowBNCwikiukwac_nf_m,motesf4918,spoon,2.7,0.96331,motesf,gt_byprompt,What is a surprising use for a SPOON?,you can use it as a cannon,5
28,hmsl_paperclip-0842,SemDis_cbowBNCwikiukwac_nf_m,hmsl4e855288,paperclip,1.5,1.04118,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,holder,3.0
29,hmsl_paperclip-502a,SemDis_cbowBNCwikiukwac_nf_m,hmsl2FhA1V0Q,paperclip,2.2,,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Hairclip,1.0
30,dod20_pants-7bb5,SemDis_cbowBNCwikiukwac_nf_m,dod2089,pants,2.5,0.91567,dod20,gt_byprompt,What is a surprising use for PANTS?,artwork,2
31,hmsl_paperclip-4e78,SemDis_cbowBNCwikiukwac_nf_m,hmslKNj3o6fP,paperclip,2.7,0.98136,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,COULD BE USED TO TIDY A CHILD'S ARTWORK,4.0
32,dod20_pants-f705,SemDis_cbowBNCwikiukwac_nf_m,dod2054,pants,3.8,0.74594,dod20,gt_byprompt,What is a surprising use for PANTS?,leash,15
33,motesf_spoon-b38e,SemDis_cbowBNCwikiukwac_nf_m,motesf642e,spoon,3.3,1.04132,motesf,gt_byprompt,What is a surprising use for a SPOON?,create a cute (or handsome) friend out of the spoon and name it Bob,4
34,motesf_bottle-8223,SemDis_cbowBNCwikiukwac_nf_m,motesf9c83,bottle,3.3,0.8815999999999999,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you could add wheels to the bottom using tape or glue and connect the wheels with a wooden skewer stick and then use the bottle as a car.,5
35,motesf_bottle-0836,SemDis_cbowBNCwikiukwac_nf_m,motesfd645,bottle,3.6,0.84529,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a racquet,3
36,dod20_shovel-aba8,SemDis_cbowBNCwikiukwac_nf_m,dod2029,shovel,1.3,0.98586,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,used in construction,0
37,hmsl_paperclip-0b90,SemDis_cbowBNCwikiukwac_nf_m,hmslY55OrqzC,paperclip,2.0,1.02153,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use to unlock a door,3.0
38,motesf_spoon-64d8,SemDis_cbowBNCwikiukwac_nf_m,motesf0e65,spoon,1.6,0.93811,motesf,gt_byprompt,What is a surprising use for a SPOON?,be creative with it,8
39,dod20_bottle-2cba,SemDis_cbowBNCwikiukwac_nf_m,dod2031,bottle,3.8,1.04844,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,use as a hammer to smash nuts,24
40,dod20_pants-9582,SemDis_cbowBNCwikiukwac_nf_m,dod2077,pants,1.5,0.4754899999999999,dod20,gt_byprompt,What is a surprising use for PANTS?,leggings,1
41,motesf_bottle-9dc1,SemDis_cbowBNCwikiukwac_nf_m,motesf5422,bottle,3.0,0.83994,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you can make it into a toy car or a rocket,5
42,hmsl_paperclip-932e,SemDis_cbowBNCwikiukwac_nf_m,hmslaGzhYc5T,paperclip,3.8,1.00381,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,melt and make into a tiny ball,8.0
43,hmsl_paperclip-f4ae,SemDis_cbowBNCwikiukwac_nf_m,hmslhee1Wrlg,paperclip,3.0,0.98825,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Temporary replacement for missing bolt,5.0
44,hmsl_paperclip-9052,SemDis_cbowBNCwikiukwac_nf_m,hmsl344dbgyl,paperclip,2.0,0.92776,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,poke hole,4.0
45,motesf_spoon-28a2,SemDis_cbowBNCwikiukwac_nf_m,motesf17e6,spoon,2.1,0.97955,motesf,gt_byprompt,What is a surprising use for a SPOON?,use it to eat pizza,5
46,hmsl_paperclip-6fb8,SemDis_cbowBNCwikiukwac_nf_m,hmslw2E2r112,paperclip,2.3,0.91682,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Necklace,1.0
47,hmsl_paperclip-ef91,SemDis_cbowBNCwikiukwac_nf_m,hmslFh8745VU,paperclip,3.2,1.03588,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Can be used to etch designs in clay,7.0
48,dod20_bottle-d6a0,SemDis_cbowBNCwikiukwac_nf_m,dod2034,bottle,3.5,0.86087,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,a weapon,0
49,motesf_spoon-c033,SemDis_cbowBNCwikiukwac_nf_m,motesf38b3,spoon,2.4,0.78889,motesf,gt_byprompt,What is a surprising use for a SPOON?,eating it,8
50,hmsl_paperclip-f005,SemDis_cbowBNCwikiukwac_nf_m,hmslRl8IcXro,paperclip,3.0,0.90934,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Handcuff key,5.0
51,motesf_bottle-9f40,SemDis_cbowBNCwikiukwac_nf_m,motesff4b9,bottle,4.1,0.91606,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you could use a bottle as a shower head like if yours broke and you can't get it fixed you could put holes in it and cut off some of the top or you could use it as something to keep a message safe in,3
52,hmsl_paperclip-819a,SemDis_cbowBNCwikiukwac_nf_m,hmslW8K1dDJu,paperclip,2.7,1.09877,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use as an earring ,6.0
53,hmsl_paperclip-77fc,SemDis_cbowBNCwikiukwac_nf_m,hmslt7SqCvg4,paperclip,2.0,1.1107,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,chip bag closure,2.0
54,dod20_bottle-f188,SemDis_cbowBNCwikiukwac_nf_m,dod2081,bottle,4.2,0.84581,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,windchimes,5
55,motesf_bottle-426a,SemDis_cbowBNCwikiukwac_nf_m,motesf0504,bottle,3.3,1.01,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,make it into a sculpture,2
56,hmsl_paperclip-3dda,SemDis_cbowBNCwikiukwac_nf_m,hmsl57D9S225,paperclip,2.0,1.00142,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,put in hair,3.0
57,motesf_bottle-7359,SemDis_cbowBNCwikiukwac_nf_m,motesfef0d,bottle,2.7,0.9009,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a surprising way to use a bottle is to fill in food and then squish it or I can just use it like a back bag when you don't have one on you,3
58,motesf_bottle-11a3,SemDis_cbowBNCwikiukwac_nf_m,motesfc5ff,bottle,3.6,1.01365,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,"putting a pump inside, close the lid really fast, open it, and let it fly.",2
59,motesf_spoon-fe49,SemDis_cbowBNCwikiukwac_nf_m,motesf7f6f,spoon,2.4,0.99511,motesf,gt_byprompt,What is a surprising use for a SPOON?,stick it on your nose,4
60,motesf_bottle-b6d4,SemDis_cbowBNCwikiukwac_nf_m,motesf2a38,bottle,1.9,0.92232,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a use would be to fill it up with water then throw the water out.,8
61,hmsl_paperclip-d03a,SemDis_cbowBNCwikiukwac_nf_m,hmslB2edM796,paperclip,3.5,0.96942,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,electrical conduit,5.0
62,motesf_bottle-48b0,SemDis_cbowBNCwikiukwac_nf_m,motesf0266,bottle,2.1,0.98879,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,bottle flip it 100 times in a row.,1
63,hmsl_paperclip-ca3b,SemDis_cbowBNCwikiukwac_nf_m,hmsly86m7fS0,paperclip,2.3,1.03279,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,hinge,7.0
64,dod20_shovel-70a5,SemDis_cbowBNCwikiukwac_nf_m,dod2041,shovel,3.0,1.00744,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,fling huge snow balls,1
65,motesf_spoon-3cf0,SemDis_cbowBNCwikiukwac_nf_m,motesf44f6,spoon,2.4,0.9315,motesf,gt_byprompt,What is a surprising use for a SPOON?,you can flip the spoon with things on it,4
66,hmsl_paperclip-9f70,SemDis_cbowBNCwikiukwac_nf_m,hmslVbp87P2F,paperclip,1.3,0.99329,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,to put on a nail,5.0
67,hmsl_paperclip-52cf,SemDis_cbowBNCwikiukwac_nf_m,hmsl989BoJRx,paperclip,3.7,0.93942,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Can be used to make a sling shot.,3.0
68,hmsl_paperclip-ec42,SemDis_cbowBNCwikiukwac_nf_m,hmsl88ft50be,paperclip,2.5,0.94867,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use to hang something up on wall,3.0
69,motesf_spoon-6f85,SemDis_cbowBNCwikiukwac_nf_m,motesf4000,spoon,3.3,0.72709,motesf,gt_byprompt,What is a surprising use for a SPOON?,a paddle,2
70,dod20_bottle-74a2,SemDis_cbowBNCwikiukwac_nf_m,dod2058,bottle,2.7,0.99646,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,transport message out to sea,0
71,hmsl_paperclip-4e9a,SemDis_cbowBNCwikiukwac_nf_m,hmsl5vOtwDx3,paperclip,2.3,0.96881,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,unlock a door,1.0
72,motesf_spoon-ceaa,SemDis_cbowBNCwikiukwac_nf_m,motesf182b,spoon,2.4,0.97653,motesf,gt_byprompt,What is a surprising use for a SPOON?,You can make a spoon a magnet.,8
73,hmsl_paperclip-1354,SemDis_cbowBNCwikiukwac_nf_m,hmsl26AI7yNO,paperclip,1.7000000000000002,1.02961,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,As a pin to puncture,1.0
74,motesf_spoon-ee76,SemDis_cbowBNCwikiukwac_nf_m,motesf46ba,spoon,3.6,1.15478,motesf,gt_byprompt,What is a surprising use for a SPOON?,A surprising way to use a spoon can be to draw cute dots and turn it into an animal!,4
75,hmsl_paperclip-5902,SemDis_cbowBNCwikiukwac_nf_m,hmsl1BHxIRq1,paperclip,1.0,0.92244,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,collate papers,2.0
76,motesf_bottle-c447,SemDis_cbowBNCwikiukwac_nf_m,motesf82aa,bottle,3.0,1.0668,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,use it as a bowling pin,8
77,motesf_bottle-8446,SemDis_cbowBNCwikiukwac_nf_m,motesf854d,bottle,2.7,1.00143,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,put some sand inside,7
78,hmsl_paperclip-4813,SemDis_cbowBNCwikiukwac_nf_m,hmslW5e69l4C,paperclip,1.7000000000000002,1.11526,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?, to hang a paper on a door,6.0
79,hmsl_paperclip-1f28,SemDis_cbowBNCwikiukwac_nf_m,hmslX5hX4YgF,paperclip,2.3,0.98045,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Connection,1.0
80,dod20_pants-66e9,SemDis_cbowBNCwikiukwac_nf_m,dod2048,pants,3.3,0.7295400000000001,dod20,gt_byprompt,What is a surprising use for PANTS?,curtains,13
81,hmsl_paperclip-21ce,SemDis_cbowBNCwikiukwac_nf_m,hmslOpGVLc2i,paperclip,2.3,1.04,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,hold a curtain back,2.0
82,dod20_shovel-3dbb,SemDis_cbowBNCwikiukwac_nf_m,dod2075,shovel,3.7,0.96731,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,pole vault,5
83,dod20_pants-d6c0,SemDis_cbowBNCwikiukwac_nf_m,dod2028,pants,3.0,0.96756,dod20,gt_byprompt,What is a surprising use for PANTS?,cut into pieces and use as swiffer pads to clean your floors,2
84,motesf_bottle-4532,SemDis_cbowBNCwikiukwac_nf_m,motesfd2dd,bottle,3.0,1.00284,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you can use it like a basketball,3
85,motesf_bottle-ae82,SemDis_cbowBNCwikiukwac_nf_m,motesfb83a,bottle,3.0,0.95077,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you could make it a car,5
86,hmsl_paperclip-d48a,SemDis_cbowBNCwikiukwac_nf_m,hmslC9hwW590,paperclip,2.0,0.98219,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,create wire jewelry,5.0
87,dod20_bottle-1b51,SemDis_cbowBNCwikiukwac_nf_m,dod2087,bottle,3.7,1.09074,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,"if plastic, cut shapes and decorate with translucent paint for stained glass effect",3
88,motesf_spoon-8957,SemDis_cbowBNCwikiukwac_nf_m,motesf0c74,spoon,3.9,1.03407,motesf,gt_byprompt,What is a surprising use for a SPOON?,Melt it and make it a small pocketknife or make it an accessory for a helmet.,5
89,hmsl_paperclip-260d,SemDis_cbowBNCwikiukwac_nf_m,hmslLUdy216o,paperclip,1.0,0.91414,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Clip together for b,7.0
90,hmsl_paperclip-74d6,SemDis_cbowBNCwikiukwac_nf_m,hmslzV3626L0,paperclip,1.0,0.95847,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,bend ,2.0
91,motesf_bottle-8f2e,SemDis_cbowBNCwikiukwac_nf_m,motesf9bf3,bottle,2.4,0.87331,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,burn it,1
92,dod20_pants-f2db,SemDis_cbowBNCwikiukwac_nf_m,dod2036,pants,3.3,0.8912,dod20,gt_byprompt,What is a surprising use for PANTS?,fan,5
93,hmsl_paperclip-e7d9,SemDis_cbowBNCwikiukwac_nf_m,hmslJxuQ6c1f,paperclip,1.7000000000000002,1.04601,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,make a necklace (use the clip to hold the charm),3.0
94,dod20_pants-736c,SemDis_cbowBNCwikiukwac_nf_m,dod2027,pants,3.7,0.82655,dod20,gt_byprompt,What is a surprising use for PANTS?,tie off the legs tight and use it as a sack,1
95,dod20_bottle-c0f5,SemDis_cbowBNCwikiukwac_nf_m,dod2068,bottle,1.0,0.74526,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,baby,1
96,dod20_pants-7da3,SemDis_cbowBNCwikiukwac_nf_m,dod2069,pants,3.5,0.81204,dod20,gt_byprompt,What is a surprising use for PANTS?,hang yourself with it,1
97,dod20_bottle-421c,SemDis_cbowBNCwikiukwac_nf_m,dod2062,bottle,2.5,1.15955,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,put in cabinet as decoration,10
98,dod20_shovel-e8ea,SemDis_cbowBNCwikiukwac_nf_m,dod2047,shovel,3.0,1.02659,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,snake killing,1
99,hmsl_paperclip-c4ae,SemDis_cbowBNCwikiukwac_nf_m,hmsl1xS08G27,paperclip,2.0,0.90176,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,earring clip,1.0
100,hmsl_paperclip-c82a,SemDis_cbowBNCwikiukwac_nf_m,hmsl9ZsvZCS0,paperclip,1.5,0.93201,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Make a paperclip chain,10.0
101,hmsl_paperclip-64e2,SemDis_cbowBNCwikiukwac_nf_m,hmslWzURBE7G,paperclip,2.0,1.05813,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Create paperclip jewelry,3.0
102,motesf_spoon-c18b,SemDis_cbowBNCwikiukwac_nf_m,motesf6a9a,spoon,3.3,0.84738,motesf,gt_byprompt,What is a surprising use for a SPOON?,make smaller spoons,1
103,motesf_spoon-739d,SemDis_cbowBNCwikiukwac_nf_m,motesf37a7,spoon,2.4,0.88336,motesf,gt_byprompt,What is a surprising use for a SPOON?,make a rainbow spoon,4
104,motesf_bottle-2195,SemDis_cbowBNCwikiukwac_nf_m,motesf735b,bottle,2.4,0.98451,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,to hit it on your head,7
105,dod20_pants-e132,SemDis_cbowBNCwikiukwac_nf_m,dod2033,pants,2.7,0.6602,dod20,gt_byprompt,What is a surprising use for PANTS?,handkerchiefs,2
106,motesf_bottle-f895,SemDis_cbowBNCwikiukwac_nf_m,motesf92cc,bottle,3.0,0.90567,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,cute it in half and use it as a funnel.,5
107,hmsl_paperclip-56b4,SemDis_cbowBNCwikiukwac_nf_m,hmslUBn73eP3,paperclip,2.0,0.99471,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,to open a lock,2.0
108,dod20_pants-e7bb,SemDis_cbowBNCwikiukwac_nf_m,dod2032,pants,2.7,1.08948,dod20,gt_byprompt,What is a surprising use for PANTS?,blanket for small child or animal,5
109,hmsl_paperclip-d5ed,SemDis_cbowBNCwikiukwac_nf_m,hmslvLu5G9ae,paperclip,2.7,0.96784,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,string together into a necklace,3.0
110,hmsl_paperclip-4e1f,SemDis_cbowBNCwikiukwac_nf_m,hmslY14N0CIL,paperclip,2.5,1.03523,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Hang ornaments on a Christmas tree,2.0
111,dod20_bottle-27e8,SemDis_cbowBNCwikiukwac_nf_m,dod2073,bottle,3.5,1.03253,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,bug catcher,5
112,hmsl_paperclip-0a20,SemDis_cbowBNCwikiukwac_nf_m,hmslhj8bSQrN,paperclip,3.7,0.97059,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,make a bow and arrow,8.0
113,hmsl_paperclip-5b95,SemDis_cbowBNCwikiukwac_nf_m,hmslww8QYGoO,paperclip,1.8,0.93608,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,jewlry/pendant,5.0
114,motesf_spoon-b07a,SemDis_cbowBNCwikiukwac_nf_m,motesf371b,spoon,2.7,0.92081,motesf,gt_byprompt,What is a surprising use for a SPOON?,you can make a slingshot,3
115,motesf_spoon-790b,SemDis_cbowBNCwikiukwac_nf_m,motesf94f6,spoon,3.6,0.98366,motesf,gt_byprompt,What is a surprising use for a SPOON?,to dye your hair,7
116,motesf_spoon-5135,SemDis_cbowBNCwikiukwac_nf_m,motesf72b3,spoon,3.6,0.93103,motesf,gt_byprompt,What is a surprising use for a SPOON?,make it into a tree,3
117,hmsl_paperclip-d947,SemDis_cbowBNCwikiukwac_nf_m,hmsl7hi72B6r,paperclip,2.0,1.08275,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,crevace cleaner,5.0
118,dod20_shovel-8576,SemDis_cbowBNCwikiukwac_nf_m,dod2054,shovel,1.0,1.01373,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,remove snow,7
119,hmsl_paperclip-0a79,SemDis_cbowBNCwikiukwac_nf_m,hmslmctpMb8Q,paperclip,2.0,0.95417,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,close chip bags,2.0
120,motesf_spoon-fcc2,SemDis_cbowBNCwikiukwac_nf_m,motesf0a09,spoon,2.4,0.86538,motesf,gt_byprompt,What is a surprising use for a SPOON?,a mirror,5
121,hmsl_paperclip-9aeb,SemDis_cbowBNCwikiukwac_nf_m,hmslpD79KXDl,paperclip,2.0,0.97576,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,to pick locks,1.0
122,dod20_bottle-0ba4,SemDis_cbowBNCwikiukwac_nf_m,dod2085,bottle,3.7,1.02153,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,build with,3
123,hmsl_paperclip-e951,SemDis_cbowBNCwikiukwac_nf_m,hmsl2U79djJ6,paperclip,2.3,0.98888,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,sharpen the end to pierce an ear,2.0
124,motesf_bottle-77b4,SemDis_cbowBNCwikiukwac_nf_m,motesf432a,bottle,2.7,1.01275,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,crush it and cut it up and make a craft,6
125,motesf_spoon-0bbb,SemDis_cbowBNCwikiukwac_nf_m,motesf149e,spoon,1.9,1.02507,motesf,gt_byprompt,What is a surprising use for a SPOON?,so you can grab food with your spoon,4
126,hmsl_paperclip-aafb,SemDis_cbowBNCwikiukwac_nf_m,hmslY25HD9n2,paperclip,1.7000000000000002,0.93201,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,make a paperclip chain,4.0
127,motesf_bottle-ccfd,SemDis_cbowBNCwikiukwac_nf_m,motesf63dc,bottle,3.0,1.02813,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a car restroom,8
128,hmsl_paperclip-1b82,SemDis_cbowBNCwikiukwac_nf_m,hmslww8QYGoO,paperclip,2.2,0.92132,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,chip clip,7.0
129,motesf_bottle-ec9d,SemDis_cbowBNCwikiukwac_nf_m,motesf9f61,bottle,4.4,0.98827,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,cut up a sheet of paper and make a drawing then put it in the bottle then add a mirror on the inside and then next time you need to calm down look inside the bottle and think of your happy place.,2
130,hmsl_paperclip-d762,SemDis_cbowBNCwikiukwac_nf_m,hmslM826NWy8,paperclip,2.0,1.07166,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,poke holes in things,7.0
131,dod20_shovel-9e0c,SemDis_cbowBNCwikiukwac_nf_m,dod2046,shovel,1.5,1.0888,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,bury a body,4
132,dod20_shovel-ec24,SemDis_cbowBNCwikiukwac_nf_m,dod2013,shovel,2.8,0.90587,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,hang horizontal,11
133,motesf_spoon-c961,SemDis_cbowBNCwikiukwac_nf_m,motesf2f2b,spoon,3.0,0.9819,motesf,gt_byprompt,What is a surprising use for a SPOON?,You could decorate it into a character/toy and play with it,2
134,hmsl_paperclip-0581,SemDis_cbowBNCwikiukwac_nf_m,hmslkF9615f2,paperclip,2.1,0.99471,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,open a lock,3.0
135,dod20_pants-3000,SemDis_cbowBNCwikiukwac_nf_m,dod2076,pants,3.7,0.8293699999999999,dod20,gt_byprompt,What is a surprising use for PANTS?,a kite,7
