,id,model,participant,prompt,target,predicted,src,split,question,response,response_num
46,hmsl_paperclip-6fb8,SemDis_MEAN,hmslw2E2r112,paperclip,2.3,0.9979,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Necklace,1.0
47,hmsl_paperclip-ef91,SemDis_MEAN,hmslFh8745VU,paperclip,3.2,0.86099,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Can be used to etch designs in clay,7.0
48,dod20_bottle-d6a0,SemDis_MEAN,dod2034,bottle,3.5,0.8787,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,a weapon,0
49,motesf_spoon-c033,SemDis_MEAN,motesf38b3,spoon,2.4,0.74356,motesf,gt_byprompt,What is a surprising use for a SPOON?,eating it,8
50,hmsl_paperclip-f005,SemDis_MEAN,hmslRl8IcXro,paperclip,3.0,1.04763,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Handcuff key,5.0
51,motesf_bottle-9f40,SemDis_MEAN,motesff4b9,bottle,4.1,0.9216,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you could use a bottle as a shower head like if yours broke and you can't get it fixed you could put holes in it and cut off some of the top or you could use it as something to keep a message safe in,3
52,hmsl_paperclip-819a,SemDis_MEAN,hmslW8K1dDJu,paperclip,2.7,1.10403,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use as an earring ,6.0
53,hmsl_paperclip-77fc,SemDis_MEAN,hmslt7SqCvg4,paperclip,2.0,1.08429,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,chip bag closure,2.0
54,dod20_bottle-f188,SemDis_MEAN,dod2081,bottle,4.2,0.84296,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,windchimes,5
55,motesf_bottle-426a,SemDis_MEAN,motesf0504,bottle,3.3,1.0234,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,make it into a sculpture,2
56,hmsl_paperclip-3dda,SemDis_MEAN,hmsl57D9S225,paperclip,2.0,0.8857,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,put in hair,3.0
57,motesf_bottle-7359,SemDis_MEAN,motesfef0d,bottle,2.7,0.93867,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a surprising way to use a bottle is to fill in food and then squish it or I can just use it like a back bag when you don't have one on you,3
58,motesf_bottle-11a3,SemDis_MEAN,motesfc5ff,bottle,3.6,1.03568,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,"putting a pump inside, close the lid really fast, open it, and let it fly.",2
59,motesf_spoon-fe49,SemDis_MEAN,motesf7f6f,spoon,2.4,1.03957,motesf,gt_byprompt,What is a surprising use for a SPOON?,stick it on your nose,4
60,motesf_bottle-b6d4,SemDis_MEAN,motesf2a38,bottle,1.9,0.89888,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a use would be to fill it up with water then throw the water out.,8
61,hmsl_paperclip-d03a,SemDis_MEAN,hmslB2edM796,paperclip,3.5,0.93121,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,electrical conduit,5.0
62,motesf_bottle-48b0,SemDis_MEAN,motesf0266,bottle,2.1,1.06702,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,bottle flip it 100 times in a row.,1
63,hmsl_paperclip-ca3b,SemDis_MEAN,hmsly86m7fS0,paperclip,2.3,1.02128,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,hinge,7.0
64,dod20_shovel-70a5,SemDis_MEAN,dod2041,shovel,3.0,1.00685,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,fling huge snow balls,1
65,motesf_spoon-3cf0,SemDis_MEAN,motesf44f6,spoon,2.4,0.99858,motesf,gt_byprompt,What is a surprising use for a SPOON?,you can flip the spoon with things on it,4
66,hmsl_paperclip-9f70,SemDis_MEAN,hmslVbp87P2F,paperclip,1.3,0.85935,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,to put on a nail,5.0
67,hmsl_paperclip-52cf,SemDis_MEAN,hmsl989BoJRx,paperclip,3.7,0.92059,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Can be used to make a sling shot.,3.0
68,hmsl_paperclip-ec42,SemDis_MEAN,hmsl88ft50be,paperclip,2.5,0.89132,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use to hang something up on wall,3.0
69,motesf_spoon-6f85,SemDis_MEAN,motesf4000,spoon,3.3,0.80195,motesf,gt_byprompt,What is a surprising use for a SPOON?,a paddle,2
70,dod20_bottle-74a2,SemDis_MEAN,dod2058,bottle,2.7,0.9674,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,transport message out to sea,0
71,hmsl_paperclip-4e9a,SemDis_MEAN,hmsl5vOtwDx3,paperclip,2.3,0.90488,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,unlock a door,1.0
72,motesf_spoon-ceaa,SemDis_MEAN,motesf182b,spoon,2.4,0.92299,motesf,gt_byprompt,What is a surprising use for a SPOON?,You can make a spoon a magnet.,8
73,hmsl_paperclip-1354,SemDis_MEAN,hmsl26AI7yNO,paperclip,1.7000000000000002,0.96523,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,As a pin to puncture,1.0
74,motesf_spoon-ee76,SemDis_MEAN,motesf46ba,spoon,3.6,1.0669,motesf,gt_byprompt,What is a surprising use for a SPOON?,A surprising way to use a spoon can be to draw cute dots and turn it into an animal!,4
75,hmsl_paperclip-5902,SemDis_MEAN,hmsl1BHxIRq1,paperclip,1.0,0.99878,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,collate papers,2.0
76,motesf_bottle-c447,SemDis_MEAN,motesf82aa,bottle,3.0,0.90221,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,use it as a bowling pin,8
77,motesf_bottle-8446,SemDis_MEAN,motesf854d,bottle,2.7,0.91244,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,put some sand inside,7
78,hmsl_paperclip-4813,SemDis_MEAN,hmslW5e69l4C,paperclip,1.7000000000000002,1.03886,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?, to hang a paper on a door,6.0
79,hmsl_paperclip-1f28,SemDis_MEAN,hmslX5hX4YgF,paperclip,2.3,1.01964,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Connection,1.0
80,dod20_pants-66e9,SemDis_MEAN,dod2048,pants,3.3,0.78092,dod20,gt_byprompt,What is a surprising use for PANTS?,curtains,13
81,hmsl_paperclip-21ce,SemDis_MEAN,hmslOpGVLc2i,paperclip,2.3,1.12941,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,hold a curtain back,2.0
82,dod20_shovel-3dbb,SemDis_MEAN,dod2075,shovel,3.7,1.00835,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,pole vault,5
83,dod20_pants-d6c0,SemDis_MEAN,dod2028,pants,3.0,0.97762,dod20,gt_byprompt,What is a surprising use for PANTS?,cut into pieces and use as swiffer pads to clean your floors,2
84,motesf_bottle-4532,SemDis_MEAN,motesfd2dd,bottle,3.0,1.03888,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you can use it like a basketball,3
85,motesf_bottle-ae82,SemDis_MEAN,motesfb83a,bottle,3.0,0.98606,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you could make it a car,5
86,hmsl_paperclip-d48a,SemDis_MEAN,hmslC9hwW590,paperclip,2.0,1.08399,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,create wire jewelry,5.0
87,dod20_bottle-1b51,SemDis_MEAN,dod2087,bottle,3.7,1.07463,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,"if plastic, cut shapes and decorate with translucent paint for stained glass effect",3
88,motesf_spoon-8957,SemDis_MEAN,motesf0c74,spoon,3.9,0.97583,motesf,gt_byprompt,What is a surprising use for a SPOON?,Melt it and make it a small pocketknife or make it an accessory for a helmet.,5
89,hmsl_paperclip-260d,SemDis_MEAN,hmslLUdy216o,paperclip,1.0,0.76797,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Clip together for b,7.0
90,hmsl_paperclip-74d6,SemDis_MEAN,hmslzV3626L0,paperclip,1.0,0.99734,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,bend ,2.0
91,motesf_bottle-8f2e,SemDis_MEAN,motesf9bf3,bottle,2.4,0.89285,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,burn it,1
92,dod20_pants-f2db,SemDis_MEAN,dod2036,pants,3.3,0.86126,dod20,gt_byprompt,What is a surprising use for PANTS?,fan,5
93,hmsl_paperclip-e7d9,SemDis_MEAN,hmslJxuQ6c1f,paperclip,1.7000000000000002,0.97963,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,make a necklace (use the clip to hold the charm),3.0
94,dod20_pants-736c,SemDis_MEAN,dod2027,pants,3.7,0.89187,dod20,gt_byprompt,What is a surprising use for PANTS?,tie off the legs tight and use it as a sack,1
95,dod20_bottle-c0f5,SemDis_MEAN,dod2068,bottle,1.0,0.75545,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,baby,1
96,dod20_pants-7da3,SemDis_MEAN,dod2069,pants,3.5,0.80514,dod20,gt_byprompt,What is a surprising use for PANTS?,hang yourself with it,1
97,dod20_bottle-421c,SemDis_MEAN,dod2062,bottle,2.5,0.98635,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,put in cabinet as decoration,10
98,dod20_shovel-e8ea,SemDis_MEAN,dod2047,shovel,3.0,0.96082,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,snake killing,1
99,hmsl_paperclip-c4ae,SemDis_MEAN,hmsl1xS08G27,paperclip,2.0,0.93002,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,earring clip,1.0
100,hmsl_paperclip-c82a,SemDis_MEAN,hmsl9ZsvZCS0,paperclip,1.5,0.88744,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Make a paperclip chain,10.0
101,hmsl_paperclip-64e2,SemDis_MEAN,hmslWzURBE7G,paperclip,2.0,0.94462,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Create paperclip jewelry,3.0
102,motesf_spoon-c18b,SemDis_MEAN,motesf6a9a,spoon,3.3,0.93122,motesf,gt_byprompt,What is a surprising use for a SPOON?,make smaller spoons,1
103,motesf_spoon-739d,SemDis_MEAN,motesf37a7,spoon,2.4,0.88458,motesf,gt_byprompt,What is a surprising use for a SPOON?,make a rainbow spoon,4
104,motesf_bottle-2195,SemDis_MEAN,motesf735b,bottle,2.4,1.02553,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,to hit it on your head,7
105,dod20_pants-e132,SemDis_MEAN,dod2033,pants,2.7,0.67418,dod20,gt_byprompt,What is a surprising use for PANTS?,handkerchiefs,2
106,motesf_bottle-f895,SemDis_MEAN,motesf92cc,bottle,3.0,1.02427,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,cute it in half and use it as a funnel.,5
107,hmsl_paperclip-56b4,SemDis_MEAN,hmslUBn73eP3,paperclip,2.0,0.87599,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,to open a lock,2.0
108,dod20_pants-e7bb,SemDis_MEAN,dod2032,pants,2.7,1.0402,dod20,gt_byprompt,What is a surprising use for PANTS?,blanket for small child or animal,5
109,hmsl_paperclip-d5ed,SemDis_MEAN,hmslvLu5G9ae,paperclip,2.7,1.02715,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,string together into a necklace,3.0
110,hmsl_paperclip-4e1f,SemDis_MEAN,hmslY14N0CIL,paperclip,2.5,0.8815,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Hang ornaments on a Christmas tree,2.0
111,dod20_bottle-27e8,SemDis_MEAN,dod2073,bottle,3.5,0.99617,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,bug catcher,5
112,hmsl_paperclip-0a20,SemDis_MEAN,hmslhj8bSQrN,paperclip,3.7,1.05204,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,make a bow and arrow,8.0
113,hmsl_paperclip-5b95,SemDis_MEAN,hmslww8QYGoO,paperclip,1.8,0.97895,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,jewlry/pendant,5.0
114,motesf_spoon-b07a,SemDis_MEAN,motesf371b,spoon,2.7,0.92986,motesf,gt_byprompt,What is a surprising use for a SPOON?,you can make a slingshot,3
115,motesf_spoon-790b,SemDis_MEAN,motesf94f6,spoon,3.6,0.97435,motesf,gt_byprompt,What is a surprising use for a SPOON?,to dye your hair,7
116,motesf_spoon-5135,SemDis_MEAN,motesf72b3,spoon,3.6,0.98252,motesf,gt_byprompt,What is a surprising use for a SPOON?,make it into a tree,3
117,hmsl_paperclip-d947,SemDis_MEAN,hmsl7hi72B6r,paperclip,2.0,1.06913,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,crevace cleaner,5.0
118,dod20_shovel-8576,SemDis_MEAN,dod2054,shovel,1.0,1.01905,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,remove snow,7
119,hmsl_paperclip-0a79,SemDis_MEAN,hmslmctpMb8Q,paperclip,2.0,1.09179,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,close chip bags,2.0
120,motesf_spoon-fcc2,SemDis_MEAN,motesf0a09,spoon,2.4,0.82621,motesf,gt_byprompt,What is a surprising use for a SPOON?,a mirror,5
121,hmsl_paperclip-9aeb,SemDis_MEAN,hmslpD79KXDl,paperclip,2.0,0.95381,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,to pick locks,1.0
122,dod20_bottle-0ba4,SemDis_MEAN,dod2085,bottle,3.7,1.01239,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,build with,3
123,hmsl_paperclip-e951,SemDis_MEAN,hmsl2U79djJ6,paperclip,2.3,0.97592,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,sharpen the end to pierce an ear,2.0
124,motesf_bottle-77b4,SemDis_MEAN,motesf432a,bottle,2.7,1.04622,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,crush it and cut it up and make a craft,6
125,motesf_spoon-0bbb,SemDis_MEAN,motesf149e,spoon,1.9,0.96271,motesf,gt_byprompt,What is a surprising use for a SPOON?,so you can grab food with your spoon,4
126,hmsl_paperclip-aafb,SemDis_MEAN,hmslY25HD9n2,paperclip,1.7000000000000002,0.88744,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,make a paperclip chain,4.0
127,motesf_bottle-ccfd,SemDis_MEAN,motesf63dc,bottle,3.0,0.97974,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a car restroom,8
128,hmsl_paperclip-1b82,SemDis_MEAN,hmslww8QYGoO,paperclip,2.2,0.89741,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,chip clip,7.0
129,motesf_bottle-ec9d,SemDis_MEAN,motesf9f61,bottle,4.4,1.06533,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,cut up a sheet of paper and make a drawing then put it in the bottle then add a mirror on the inside and then next time you need to calm down look inside the bottle and think of your happy place.,2
130,hmsl_paperclip-d762,SemDis_MEAN,hmslM826NWy8,paperclip,2.0,1.03779,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,poke holes in things,7.0
131,dod20_shovel-9e0c,SemDis_MEAN,dod2046,shovel,1.5,1.04557,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,bury a body,4
132,dod20_shovel-ec24,SemDis_MEAN,dod2013,shovel,2.8,1.00502,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,hang horizontal,11
133,motesf_spoon-c961,SemDis_MEAN,motesf2f2b,spoon,3.0,0.93606,motesf,gt_byprompt,What is a surprising use for a SPOON?,You could decorate it into a character/toy and play with it,2
134,hmsl_paperclip-0581,SemDis_MEAN,hmslkF9615f2,paperclip,2.1,0.87599,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,open a lock,3.0
135,dod20_pants-3000,SemDis_MEAN,dod2076,pants,3.7,0.89053,dod20,gt_byprompt,What is a surprising use for PANTS?,a kite,7
136,dod20_pants-a9a0,SemDis_MEAN,dod2031,pants,2.5,0.99994,dod20,gt_byprompt,What is a surprising use for PANTS?,burning material,8
137,dod20_pants-43e4,SemDis_MEAN,dod2036,pants,3.5,0.85872,dod20,gt_byprompt,What is a surprising use for PANTS?,flag,6
138,dod20_shovel-5216,SemDis_MEAN,dod2022,shovel,2.8,1.00501,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,decoration,2
139,motesf_bottle-2799,SemDis_MEAN,motesf705f,bottle,3.3,0.87443,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,phone,4
140,dod20_bottle-408d,SemDis_MEAN,dod205,bottle,1.0,1.02611,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,store liquids,1
141,hmsl_paperclip-4eb4,SemDis_MEAN,hmslopxAEih3,paperclip,2.0,1.05967,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,poke holes in something,4.0
142,dod20_shovel-d96e,SemDis_MEAN,dod2044,shovel,2.8,0.98766,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,garden signs,1
143,motesp-g1_spoon-9RH,SemDis_MEAN,9RH,spoon,3.4,0.93399,motesp,gt_byprompt,What is a surprising use for a SPOON?,i can make it into a doll ,
144,hmsl_paperclip-b882,SemDis_MEAN,hmslHcYiggdZ,paperclip,2.0,1.06402,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,cleaner for small places,2.0
145,hmsl_paperclip-ba52,SemDis_MEAN,hmslbDv6Dpf4,paperclip,2.3,1.10588,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,in sewing: instead of pins,7.0
146,dod20_bottle-2c63,SemDis_MEAN,dod2048,bottle,2.5,0.79409,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,toilet,17
147,hmsl_paperclip-49a2,SemDis_MEAN,hmslW5e69l4C,paperclip,1.7000000000000002,1.00144,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?, to make a necklace  ,3.0
148,hmsl_paperclip-0f15,SemDis_MEAN,hmsl13ny39cg,paperclip,2.0,0.94589,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,make some earrings,2.0
149,hmsl_paperclip-3d7d,SemDis_MEAN,hmsl3vBR15MO,paperclip,3.0,0.91291,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Hold String Lights (with tape),7.0
150,dod20_bottle-4fe1,SemDis_MEAN,dod2054,bottle,2.5,1.02095,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,doorstop (filled with something),8
151,dod20_shovel-6f66,SemDis_MEAN,dod2022,shovel,2.3,0.91471,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,mix,4
152,hmsl_paperclip-4485,SemDis_MEAN,hmsltt22103X,paperclip,2.8,0.9055,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Wire together a broken item,3.0
153,dod20_pants-e783,SemDis_MEAN,dod2067,pants,2.5,0.82127,dod20,gt_byprompt,What is a surprising use for PANTS?,knot,2
154,hmsl_paperclip-857b,SemDis_MEAN,hmslRF5YP927,paperclip,4.2,1.05327,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,used in cello tape to prevent sticking,1.0
155,hmsl_paperclip-3257,SemDis_MEAN,hmslOXGW4BSs,paperclip,2.5,1.08338,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,small crack cleaner,4.0
156,dod20_pants-fda0,SemDis_MEAN,dod2036,pants,3.0,1.04237,dod20,gt_byprompt,What is a surprising use for PANTS?,umbrella/cover,1
