,id,model,participant,prompt,target,predicted,src,split
97,dod20_bottle-a3e6,t5-base,dod2036,bottle,3.2,2.7,dod20,gt_byprompt
98,hmsl_paperclip-7bc8,t5-base,hmslzdyei4a2,paperclip,2.0,2.7,hmsl,gt_byprompt
99,hmsl_paperclip-4a67,t5-base,hmslWzURBE7G,paperclip,1.0,1.3,hmsl,gt_byprompt
100,motesf_spoon-c530,t5-base,motesf3ad7,spoon,1.9,2.7,motesf,gt_byprompt
101,motesf_bottle-e19b,t5-base,motesfb3e3,bottle,3.3,3.9,motesf,gt_byprompt
102,dod20_shovel-70d6,t5-base,dod2075,shovel,2.5,1.0,dod20,gt_byprompt
103,dod20_bottle-96d3,t5-base,dod2018,bottle,4.2,3.6,dod20,gt_byprompt
104,hmsl_paperclip-7194,t5-base,hmslc62vD57c,paperclip,1.5,2.4,hmsl,gt_byprompt
105,dod20_bottle-c6b1,t5-base,dod2054,bottle,2.8,1.7,dod20,gt_byprompt
106,motesf_bottle-b3f2,t5-base,motesf7f10,bottle,3.3,3.9,motesf,gt_byprompt
107,motesf_bottle-768b,t5-base,motesfe4a6,bottle,2.1,3.3,motesf,gt_byprompt
108,dod20_pants-734e,t5-base,dod2013,pants,2.3,2.1,dod20,gt_byprompt
109,hmsl_paperclip-4ee7,t5-base,hmslJlTb0mcF,paperclip,2.9,2.1,hmsl,gt_byprompt
110,hmsl_paperclip-bfdf,t5-base,hmsly86m7fS0,paperclip,2.0,2.7,hmsl,gt_byprompt
111,dod20_pants-dd4e,t5-base,dod2023,pants,1.5,2.7,dod20,gt_byprompt
112,dod20_shovel-3b96,t5-base,dod2053,shovel,3.7,3.3,dod20,gt_byprompt
113,hmsl_paperclip-21c8,t5-base,hmslgEOtW7kc,paperclip,2.2,1.9,hmsl,gt_byprompt
114,hmsl_paperclip-b9c1,t5-base,hmsl57D9S225,paperclip,1.0,1.3,hmsl,gt_byprompt
115,dod20_shovel-d785,t5-base,dod201,shovel,3.5,4.0,dod20,gt_byprompt
116,hmsl_paperclip-39df,t5-base,hmsl10z2wJHQ,paperclip,1.8,1.0,hmsl,gt_byprompt
117,motesf_spoon-8073,t5-base,motesf1f0e,spoon,2.7,2.7,motesf,gt_byprompt
118,dod20_shovel-585d,t5-base,dod203,shovel,3.0,3.3,dod20,gt_byprompt
119,dod20_pants-2ba4,t5-base,dod2013,pants,2.3,2.4,dod20,gt_byprompt
120,hmsl_paperclip-3c56,t5-base,hmsldENdB2Qt,paperclip,2.5,3.9,hmsl,gt_byprompt
121,motesf_spoon-12b8,t5-base,motesf5823,spoon,2.4,2.7,motesf,gt_byprompt
122,hmsl_paperclip-8513,t5-base,hmsl714kNX5M,paperclip,2.2,2.8,hmsl,gt_byprompt
123,motesf_bottle-a906,t5-base,motesf8613,bottle,2.1,2.7,motesf,gt_byprompt
124,hmsl_paperclip-d18f,t5-base,hmslNXFB8KQ5,paperclip,3.1,3.0,hmsl,gt_byprompt
125,hmsl_paperclip-9ec1,t5-base,hmslRnAQze77,paperclip,2.5,2.1,hmsl,gt_byprompt
126,motesp-g1_spoon-3FT,t5-base,3FT,spoon,3.7,3.9,motesp,gt_byprompt
127,motesf_bottle-ecc4,t5-base,motesf8efb,bottle,4.1,3.3,motesf,gt_byprompt
128,motesf_bottle-f839,t5-base,motesfb396,bottle,2.4,3.9,motesf,gt_byprompt
129,hmsl_paperclip-2552,t5-base,hmslM01qi2vc,paperclip,2.7,3.3,hmsl,gt_byprompt
130,motesf_spoon-e4e4,t5-base,motesfe7b2,spoon,2.4,3.3,motesf,gt_byprompt
131,hmsl_paperclip-0971,t5-base,hmsl7OHW073E,paperclip,2.7,2.7,hmsl,gt_byprompt
132,dod20_bottle-6430,t5-base,dod2051,bottle,2.8,3.0,dod20,gt_byprompt
133,hmsl_paperclip-f7f8,t5-base,hmslH6CjN8B9,paperclip,2.2,3.3,hmsl,gt_byprompt
134,dod20_pants-1635,t5-base,dod2069,pants,2.8,2.7,dod20,gt_byprompt
135,hmsl_paperclip-8e3e,t5-base,hmsldmIgzB0X,paperclip,3.0,3.9,hmsl,gt_byprompt
136,hmsl_paperclip-7fd4,t5-base,hmsljabz8ZMA,paperclip,2.3,1.7,hmsl,gt_byprompt
137,hmsl_paperclip-6fe0,t5-base,hmslB0o9M8xC,paperclip,3.0,4.1,hmsl,gt_byprompt
138,motesf_bottle-e10a,t5-base,motesf07e1,bottle,2.1,1.6,motesf,gt_byprompt
139,hmsl_paperclip-e7d9,t5-base,hmslJxuQ6c1f,paperclip,1.7000000000000002,3.3,hmsl,gt_byprompt
140,motesf_spoon-b38e,t5-base,motesf642e,spoon,3.3,3.9,motesf,gt_byprompt
141,dod20_pants-700f,t5-base,dod2089,pants,3.0,2.7,dod20,gt_byprompt
142,dod20_pants-0543,t5-base,dod2055,pants,3.5,3.3,dod20,gt_byprompt
143,hmsl_paperclip-36f1,t5-base,hmslkF9615f2,paperclip,4.0,3.7,hmsl,gt_byprompt
144,motesf_spoon-f31a,t5-base,motesf6c98,spoon,2.4,3.9,motesf,gt_byprompt
145,dod20_shovel-aaf1,t5-base,dod2071,shovel,1.5,2.7,dod20,gt_byprompt
146,dod20_shovel-a29a,t5-base,dod2056,shovel,4.5,3.0,dod20,gt_byprompt
147,hmsl_paperclip-6741,t5-base,hmslD9ZeYC3r,paperclip,1.7000000000000002,2.3,hmsl,gt_byprompt
148,dod20_shovel-49ee,t5-base,dod205,shovel,1.0,2.1,dod20,gt_byprompt
149,motesf_spoon-fcc2,t5-base,motesf0a09,spoon,2.4,3.6,motesf,gt_byprompt
150,dod20_bottle-4c9d,t5-base,dod2071,bottle,2.7,3.3,dod20,gt_byprompt
151,dod20_bottle-3371,t5-base,dod2016,bottle,3.5,3.3,dod20,gt_byprompt
152,hmsl_paperclip-48b6,t5-base,hmsleuaMDyU7,paperclip,3.0,2.7,hmsl,gt_byprompt
153,dod20_pants-b93d,t5-base,dod2086,pants,3.5,3.0,dod20,gt_byprompt
154,dod20_shovel-5af3,t5-base,dod2084,shovel,1.8,2.7,dod20,gt_byprompt
155,hmsl_paperclip-028e,t5-base,hmsl7tAp1G0i,paperclip,2.8,2.4,hmsl,gt_byprompt
156,hmsl_paperclip-81d4,t5-base,hmsliR7JwQyj,paperclip,1.0,1.3,hmsl,gt_byprompt
157,dod20_pants-6c42,t5-base,dod2034,pants,2.3,3.6,dod20,gt_byprompt
158,motesf_bottle-737e,t5-base,motesff221,bottle,3.6,3.9,motesf,gt_byprompt
159,dod20_shovel-dca9,t5-base,dod2034,shovel,3.0,2.7,dod20,gt_byprompt
160,dod20_pants-f5a8,t5-base,dod2056,pants,2.8,3.6,dod20,gt_byprompt
161,hmsl_paperclip-2ef0,t5-base,hmsl9Ip75teO,paperclip,2.5,3.3,hmsl,gt_byprompt
162,dod20_pants-ab99,t5-base,dod2011,pants,2.2,3.0,dod20,gt_byprompt
163,dod20_pants-442c,t5-base,dod2031,pants,3.3,3.6,dod20,gt_byprompt
164,motesp-g1_spoon-31MB,t5-base,31MB,spoon,3.2,3.3,motesp,gt_byprompt
165,hmsl_paperclip-ebbc,t5-base,hmslzI5OmzVB,paperclip,1.8,3.9,hmsl,gt_byprompt
166,motesf_spoon-bd1c,t5-base,motesf1ff8,spoon,1.3,2.7,motesf,gt_byprompt
167,hmsl_paperclip-7356,t5-base,hmslTz3xw8MP,paperclip,2.3,1.7,hmsl,gt_byprompt
168,hmsl_paperclip-b5b9,t5-base,hmslUUuMg7dW,paperclip,2.5,2.3,hmsl,gt_byprompt
169,dod20_bottle-2cae,t5-base,dod2087,bottle,4.0,4.1,dod20,gt_byprompt
170,motesf_bottle-f98b,t5-base,motesf24b1,bottle,3.0,3.9,motesf,gt_byprompt
171,dod20_bottle-5b12,t5-base,dod2044,bottle,3.8,3.3,dod20,gt_byprompt
172,dod20_shovel-5d77,t5-base,dod2075,shovel,2.2,1.7,dod20,gt_byprompt
173,motesf_bottle-06bc,t5-base,motesf006f,bottle,3.0,2.1,motesf,gt_byprompt
174,hmsl_paperclip-a7fc,t5-base,hmslCcn6Y56v,paperclip,2.0,3.3,hmsl,gt_byprompt
175,dod20_pants-9d86,t5-base,dod206,pants,2.7,3.6,dod20,gt_byprompt
176,hmsl_paperclip-ba52,t5-base,hmslbDv6Dpf4,paperclip,2.3,2.4,hmsl,gt_byprompt
177,motesf_spoon-43ca,t5-base,motesfd947,spoon,2.4,3.9,motesf,gt_byprompt
178,dod20_shovel-9341,t5-base,dod2067,shovel,1.0,2.7,dod20,gt_byprompt
179,hmsl_paperclip-6bb1,t5-base,hmslgEOtW7kc,paperclip,1.7000000000000002,3.9,hmsl,gt_byprompt
180,dod20_bottle-8f9a,t5-base,dod2062,bottle,2.3,1.0,dod20,gt_byprompt
181,hmsl_paperclip-1673,t5-base,hmsljZeyKHnS,paperclip,2.0,2.7,hmsl,gt_byprompt
182,hmsl_paperclip-d9cb,t5-base,hmslnNBNu992,paperclip,2.2,2.3,hmsl,gt_byprompt
183,motesf_bottle-febf,t5-base,motesf6da9,bottle,3.0,3.9,motesf,gt_byprompt
184,hmsl_paperclip-d0ab,t5-base,hmsl7Ax9AeZ2,paperclip,2.3,3.3,hmsl,gt_byprompt
185,dod20_pants-bd7a,t5-base,dod2059,pants,4.0,3.3,dod20,gt_byprompt
186,motesf_bottle-32e6,t5-base,motesfe2c4,bottle,1.3,3.3,motesf,gt_byprompt
187,dod20_pants-faf0,t5-base,dod201,pants,4.0,3.6,dod20,gt_byprompt
188,dod20_bottle-5fcc,t5-base,dod2035,bottle,1.0,1.9,dod20,gt_byprompt
189,dod20_shovel-2929,t5-base,dod2092,shovel,3.0,2.8,dod20,gt_byprompt
190,dod20_pants-66c2,t5-base,dod2090,pants,1.5,2.7,dod20,gt_byprompt
191,hmsl_paperclip-a484,t5-base,hmslVRjUpNjw,paperclip,2.5,2.7,hmsl,gt_byprompt
192,motesf_bottle-880d,t5-base,motesf9183,bottle,1.3,3.6,motesf,gt_byprompt
193,hmsl_paperclip-2f59,t5-base,hmsl4RcV7Sp1,paperclip,3.5,2.0,hmsl,gt_byprompt
194,dod20_bottle-240a,t5-base,dod2038,bottle,2.2,2.7,dod20,gt_byprompt
195,dod20_bottle-b894,t5-base,dod209,bottle,3.5,2.7,dod20,gt_byprompt
196,dod20_bottle-e477,t5-base,dod2082,bottle,3.0,2.7,dod20,gt_byprompt
197,dod20_bottle-03ad,t5-base,dod2061,bottle,3.5,3.9,dod20,gt_byprompt
198,dod20_bottle-0362,t5-base,dod2073,bottle,3.5,1.6,dod20,gt_byprompt
199,dod20_shovel-ec57,t5-base,dod2076,shovel,3.0,3.6,dod20,gt_byprompt
200,dod20_pants-125e,t5-base,dod2064,pants,2.2,3.9,dod20,gt_byprompt
201,dod20_pants-cb6c,t5-base,dod2057,pants,2.3,3.0,dod20,gt_byprompt
202,dod20_bottle-19f2,t5-base,dod2040,bottle,2.2,3.3,dod20,gt_byprompt
203,motesf_bottle-fee2,t5-base,motesf979d,bottle,2.4,2.7,motesf,gt_byprompt
204,dod20_pants-67a2,t5-base,dod2031,pants,3.3,3.6,dod20,gt_byprompt
205,hmsl_paperclip-f318,t5-base,hmslpD79KXDl,paperclip,2.5,2.7,hmsl,gt_byprompt
206,dod20_pants-73cf,t5-base,dod2037,pants,2.0,2.7,dod20,gt_byprompt
207,motesf_bottle-0511,t5-base,motesf3c59,bottle,3.0,3.3,motesf,gt_byprompt
208,hmsl_paperclip-bfab,t5-base,hmsltt22103X,paperclip,3.3,2.1,hmsl,gt_byprompt
209,dod20_pants-932f,t5-base,dod2055,pants,4.0,3.6,dod20,gt_byprompt
210,hmsl_paperclip-8688,t5-base,hmslef69VTb3,paperclip,3.3,3.9,hmsl,gt_byprompt
211,motesf_spoon-5e75,t5-base,motesf6974,spoon,2.7,2.1,motesf,gt_byprompt
212,hmsl_paperclip-e092,t5-base,hmsl05atXwmG,paperclip,3.5,3.3,hmsl,gt_byprompt
213,hmsl_paperclip-5daa,t5-base,hmslc62vD57c,paperclip,1.0,1.0,hmsl,gt_byprompt
214,dod20_bottle-6884,t5-base,dod2014,bottle,1.3,2.7,dod20,gt_byprompt
215,motesf_bottle-79cb,t5-base,motesf03c6,bottle,1.9,2.1,motesf,gt_byprompt
216,hmsl_paperclip-a983,t5-base,hmslzLKWIxYM,paperclip,1.8,2.1,hmsl,gt_byprompt
217,dod20_pants-19b3,t5-base,dod2062,pants,2.2,2.4,dod20,gt_byprompt
218,dod20_shovel-227e,t5-base,dod2089,shovel,3.0,2.8,dod20,gt_byprompt
219,dod20_bottle-2fdd,t5-base,dod2027,bottle,1.0,2.1,dod20,gt_byprompt
220,hmsl_paperclip-797e,t5-base,hmslDw04qHCX,paperclip,2.5,2.3,hmsl,gt_byprompt
221,motesf_bottle-f5b4,t5-base,motesfa5bf,bottle,3.0,3.9,motesf,gt_byprompt
222,hmsl_paperclip-9f5a,t5-base,hmsl6EcRhhAL,paperclip,2.8,3.9,hmsl,gt_byprompt
223,hmsl_paperclip-6532,t5-base,hmsluirMt5sS,paperclip,2.2,2.7,hmsl,gt_byprompt
224,dod20_pants-8e46,t5-base,dod2054,pants,2.5,2.7,dod20,gt_byprompt
225,hmsl_paperclip-6b8f,t5-base,hmsl57ZLnnlc,paperclip,3.3,2.7,hmsl,gt_byprompt
226,dod20_shovel-82b5,t5-base,dod2085,shovel,2.5,2.7,dod20,gt_byprompt
227,hmsl_paperclip-eeba,t5-base,hmslPz7sXT3I,paperclip,2.0,3.7,hmsl,gt_byprompt
228,hmsl_paperclip-610b,t5-base,hmslTz3xw8MP,paperclip,2.7,3.3,hmsl,gt_byprompt
229,hmsl_paperclip-aa75,t5-base,hmsl888P21nX,paperclip,2.5,2.7,hmsl,gt_byprompt
230,hmsl_paperclip-c843,t5-base,hmslt7SqCvg4,paperclip,2.3,2.1,hmsl,gt_byprompt
231,hmsl_paperclip-1c47,t5-base,hmsl1xS08G27,paperclip,2.3,3.2,hmsl,gt_byprompt
232,hmsl_paperclip-9075,t5-base,hmslM826NWy8,paperclip,2.3,2.7,hmsl,gt_byprompt
233,hmsl_paperclip-0b7f,t5-base,hmsl5LC5K5oU,paperclip,3.3,3.3,hmsl,gt_byprompt
234,motesf_bottle-d146,t5-base,motesfc16a,bottle,3.3,3.3,motesf,gt_byprompt
235,dod20_bottle-6a9b,t5-base,dod2085,bottle,2.3,2.1,dod20,gt_byprompt
236,dod20_pants-46c8,t5-base,dod208,pants,2.0,2.1,dod20,gt_byprompt
237,motesf_bottle-8cb9,t5-base,motesf7f39,bottle,3.0,3.6,motesf,gt_byprompt
238,hmsl_paperclip-58d9,t5-base,hmslb3AN0bjD,paperclip,2.0,2.7,hmsl,gt_byprompt
239,motesf_spoon-3e1e,t5-base,motesfad13,spoon,2.7,3.6,motesf,gt_byprompt
240,dod20_shovel-0487,t5-base,dod2022,shovel,1.7000000000000002,1.2,dod20,gt_byprompt
241,hmsl_paperclip-bc06,t5-base,hmslc62vD57c,paperclip,1.2,1.9,hmsl,gt_byprompt
242,motesf_bottle-5651,t5-base,motesfac1d,bottle,2.7,2.1,motesf,gt_byprompt
243,motesf_bottle-7f23,t5-base,motesfc0c7,bottle,3.6,3.6,motesf,gt_byprompt
244,hmsl_paperclip-bc62,t5-base,hmslO3A01apk,paperclip,1.0,1.0,hmsl,gt_byprompt
245,dod20_pants-c659,t5-base,dod2049,pants,2.8,4.1,dod20,gt_byprompt
246,motesp-g1_bottle-34HA,t5-base,34HA,bottle,4.3,3.9,motesp,gt_byprompt
247,dod20_bottle-e688,t5-base,dod2069,bottle,3.3,3.3,dod20,gt_byprompt
248,hmsl_paperclip-297f,t5-base,hmslgEOtW7kc,paperclip,2.2,1.7,hmsl,gt_byprompt
249,dod20_pants-93ab,t5-base,dod2091,pants,2.2,2.4,dod20,gt_byprompt
250,dod20_bottle-2dd5,t5-base,dod2047,bottle,3.0,3.3,dod20,gt_byprompt
251,dod20_pants-4cdb,t5-base,dod2036,pants,3.0,3.6,dod20,gt_byprompt
252,hmsl_paperclip-5df0,t5-base,hmslnNBNu992,paperclip,2.2,2.4,hmsl,gt_byprompt
253,hmsl_paperclip-d156,t5-base,hmslOXGW4BSs,paperclip,2.3,3.7,hmsl,gt_byprompt
254,hmsl_paperclip-4934,t5-base,hmslFQfN6485,paperclip,1.0,1.9,hmsl,gt_byprompt
255,dod20_bottle-45e5,t5-base,dod2039,bottle,1.0,2.7,dod20,gt_byprompt
256,dod20_bottle-8c7c,t5-base,dod2082,bottle,1.0,1.9,dod20,gt_byprompt
257,dod20_bottle-4abc,t5-base,dod2090,bottle,3.5,3.0,dod20,gt_byprompt
258,hmsl_paperclip-3310,t5-base,hmsl128l3MK0,paperclip,1.8,2.3,hmsl,gt_byprompt
259,motesf_spoon-5503,t5-base,motesf138b,spoon,2.4,2.7,motesf,gt_byprompt
260,motesf_spoon-7317,t5-base,motesfa4f2,spoon,2.4,2.7,motesf,gt_byprompt
261,hmsl_paperclip-e4a1,t5-base,hmsly89Nm2JI,paperclip,2.8,3.3,hmsl,gt_byprompt
262,dod20_pants-0aaf,t5-base,dod2052,pants,3.3,3.3,dod20,gt_byprompt
263,hmsl_paperclip-fcf0,t5-base,hmsl344dbgyl,paperclip,2.0,2.1,hmsl,gt_byprompt
264,hmsl_paperclip-b548,t5-base,hmslM826NWy8,paperclip,2.2,2.7,hmsl,gt_byprompt
