,id,model,participant,prompt,target,predicted,src,total_tokens,nexamples,ncompletions
61,snbmo09_brick-b2c5,gpt-4,snbmo0914,brick,2.7,1.9,snbmo09,26.1,5,10
62,setal08_brick-7a3d,gpt-4,setal08216,brick,2.0,1.8,setal08,26.1,5,10
63,dod20_fork-e3e4,gpt-4,dod2073,fork,2.5,2.5,dod20,22.5,5,10
64,snbmo09_box-be24,gpt-4,snbmo0948,box,1.0,1.2,snbmo09,23.6,5,10
65,snbmo09_box-6ed3,gpt-4,snbmo09153,box,1.2,2.8,snbmo09,25.4,5,10
66,betal18_box-f32f,gpt-4,betal182025,box,1.3,1.5,betal18,24.7,5,10
67,dod20_table-75b0,gpt-4,dod2034,table,3.0,3.5,dod20,23.9,5,10
68,snbmo09_box-f802,gpt-4,snbmo09162,box,1.5,3.5,snbmo09,26.0,5,10
69,motesf_pencil-a34b,gpt-4,motesf7e77,pencil,3.0,2.9,motesf,25.8,5,10
70,hmsl_paperclip-c956,gpt-4,hmslIJcWIf8K,paperclip,3.2,2.8,hmsl,22.9,5,10
71,motesp-g1_backpack-17ZR,gpt-4,17ZR,backpack,2.3,2.9,motesp,32.1,5,10
72,bs12_brick-a24a,gpt-4,bs1266,brick,1.4,2.1,bs12,24.9,5,10
73,motesf_bottle-8366,gpt-4,motesf577e,bottle,2.7,2.5,motesf,26.9,5,10
74,dod20_table-3ccd,gpt-4,dod2037,table,2.0,1.0,dod20,22.3,5,10
75,dod20_rope-74e4,gpt-4,dod2060,rope,1.7000000000000002,1.1,dod20,23.4,5,10
76,motesf_toothbrush-c904,gpt-4,motesf13f9,toothbrush,1.9,3.4,motesf,31.7,5,10
77,motesf_pencil-5607,gpt-4,motesf7588,pencil,4.1,3.4,motesf,28.7,5,10
78,hmsl_brick-dac8,gpt-4,hmsl7Alo1fos,brick,1.3,,hmsl,,5,10
79,setal08_knife-face,gpt-4,setal08151,knife,3.0,4.0,setal08,26.0,5,10
80,motesf_lightbulb-95c0,gpt-4,motesff221,lightbulb,2.4,2.0,motesf,34.5,5,10
81,setal08_brick-a7b2,gpt-4,setal08137,brick,1.3,1.8,setal08,25.8,5,10
82,snb17_rope-9db7,gpt-4,snb1791,rope,2.3,2.5,snb17,22.8,5,10
83,bs12_brick-8064,gpt-4,bs1242,brick,4.2,3.5,bs12,27.2,5,10
84,betal18_rope-25f1,gpt-4,betal182176,rope,1.6,3.5,betal18,23.0,5,10
85,dod20_tire-d80b,gpt-4,dod2062,tire,2.2,3.8,dod20,23.7,5,10
86,snb17_rope-9d24,gpt-4,snb1768,rope,1.7000000000000002,2.5,snb17,25.1,5,10
87,snbmo09_box-74a8,gpt-4,snbmo09200,box,2.3,2.7,snbmo09,23.0,5,10
88,dod20_shovel-5be8,gpt-4,dod2088,shovel,4.5,4.5,dod20,21.4,5,10
89,motesf_bottle-77b4,gpt-4,motesf432a,bottle,2.7,4.0,motesf,28.6,5,10
90,hmsl_paperclip-bb83,gpt-4,hmsl7tAp1G0i,paperclip,2.5,2.6,hmsl,24.5,5,10
91,snbmo09_brick-15cc,gpt-4,snbmo0984,brick,1.5,1.3,snbmo09,27.3,5,10
92,dod20_brick-4a89,gpt-4,dod2037,brick,1.8,1.0,dod20,26.7,5,10
93,snb17_rope-4f03,gpt-4,snb1721,rope,2.0,2.8,snb17,23.4,5,10
94,setal08_brick-fba2,gpt-4,setal0824,brick,1.3,1.2,setal08,25.0,5,10
95,hmsl_paperclip-26e9,gpt-4,hmslvr0PJxJh,paperclip,2.5,,hmsl,,5,10
96,betal18_box-ffa7,gpt-4,betal182168,box,1.6,4.0,betal18,24.6,5,10
97,motesf_toothbrush-fabd,gpt-4,motesf2f2b,toothbrush,3.3,3.2,motesf,29.0,5,10
98,hmsl_brick-77e5,gpt-4,hmslcMdakEnx,brick,1.0,1.0,hmsl,27.9,5,10
99,betal18_box-348d,gpt-4,betal182044,box,3.6,4.0,betal18,23.8,5,10
100,dod20_pants-53b1,gpt-4,dod2090,pants,3.8,4.0,dod20,23.5,5,10
101,hmsl_brick-3cf6,gpt-4,hmslYkV9xA5d,brick,1.2,1.4,hmsl,26.4,5,10
102,snbmo09_brick-e0a9,gpt-4,snbmo09146,brick,1.2,1.0,snbmo09,24.9,5,10
103,dod20_bottle-3cb2,gpt-4,dod205,bottle,3.3,3.2,dod20,27.2,5,10
104,hmsl_brick-1473,gpt-4,hmsl4evEspH2,brick,1.3,1.1,hmsl,25.1,5,10
105,setal08_brick-c19a,gpt-4,setal08192,brick,1.7000000000000002,1.6,setal08,25.8,5,10
106,setal08_knife-0c5e,gpt-4,setal08145,knife,1.7000000000000002,1.9,setal08,25.4,5,10
107,motesf_sock-50ba,gpt-4,motesf5fd0,sock,4.4,4.3,motesf,31.7,5,10
108,hmsl_paperclip-f7f8,gpt-4,hmslH6CjN8B9,paperclip,2.3,2.5,hmsl,23.9,5,10
109,dod20_tire-4ed4,gpt-4,dod208,tire,3.8,3.8,dod20,24.7,5,10
110,motesf_sock-086c,gpt-4,motesf4918,sock,2.7,3.2,motesf,32.2,5,10
111,snbmo09_knife-7a67,gpt-4,snbmo09146,knife,1.0,1.5,snbmo09,25.6,5,10
112,hmsl_brick-354f,gpt-4,hmslP07U97OU,brick,3.0,2.8,hmsl,26.9,5,10
113,motesf_lightbulb-386a,gpt-4,motesff61d,lightbulb,3.6,3.5,motesf,27.9,5,10
114,dod20_fork-94d8,gpt-4,dod2038,fork,2.0,2.0,dod20,22.1,5,10
115,snbmo09_box-55a2,gpt-4,snbmo0949,box,2.5,3.0,snbmo09,27.9,5,10
116,hmsl_paperclip-574d,gpt-4,hmsll66h8TSK,paperclip,2.7,3.3,hmsl,23.7,5,10
117,bs12_brick-d59c,gpt-4,bs12119,brick,1.4,1.5,bs12,28.7,5,10
118,setal08_knife-2ddb,gpt-4,setal088,knife,1.5,1.2,setal08,25.2,5,10
119,motesf_toothbrush-558d,gpt-4,motesfe369,toothbrush,3.6,4.0,motesf,29.1,5,10
120,motesf_spoon-6d8c,gpt-4,motesfec89,spoon,2.7,2.6,motesf,29.9,5,10
121,snbmo09_knife-5e62,gpt-4,snbmo0935,knife,2.5,4.5,snbmo09,24.9,5,10
122,bs12_brick-c72a,gpt-4,bs122,brick,1.8,1.6,bs12,25.6,5,10
123,motesf_lightbulb-50ff,gpt-4,motesf8f53,lightbulb,3.3,4.1,motesf,32.2,5,10
124,betal18_rope-f13a,gpt-4,betal182047,rope,3.6,3.5,betal18,23.6,5,10
125,dod20_fork-156b,gpt-4,dod2084,fork,3.3,2.2,dod20,22.3,5,10
126,snbmo09_brick-db4d,gpt-4,snbmo09129,brick,1.5,1.8,snbmo09,26.5,5,10
127,dod20_bottle-8235,gpt-4,dod2064,bottle,3.8,3.2,dod20,23.8,5,10
128,setal08_brick-3876,gpt-4,setal0830,brick,1.0,1.0,setal08,25.5,5,10
129,bs12_brick-744e,gpt-4,bs12109,brick,1.4,1.0,bs12,27.8,5,10
130,hmsl_brick-eaae,gpt-4,hmslX0Z1I47H,brick,1.7000000000000002,1.0,hmsl,24.7,5,10
131,snbmo09_brick-da40,gpt-4,snbmo09166,brick,3.5,4.0,snbmo09,28.3,5,10
132,bs12_brick-8d06,gpt-4,bs1217,brick,1.0,1.3,bs12,25.5,5,10
133,betal18_box-9db5,gpt-4,betal182160,box,1.3,2.8,betal18,24.0,5,10
134,snbmo09_brick-8f5e,gpt-4,snbmo0971,brick,1.5,2.0,snbmo09,26.5,5,10
135,dod20_bottle-7a58,gpt-4,dod2075,bottle,2.0,2.0,dod20,23.7,5,10
136,motesf_ball-0c75,gpt-4,motesf839a,ball,2.7,1.2,motesf,33.3,5,10
137,snb17_box-1ad4,gpt-4,snb1718,box,1.0,2.5,snb17,24.0,5,10
138,setal08_brick-7be8,gpt-4,setal0835,brick,2.0,2.5,setal08,25.3,5,10
139,hmsl_paperclip-6294,gpt-4,hmsl88ft50be,paperclip,3.0,3.2,hmsl,26.5,5,10
140,hmsl_brick-4755,gpt-4,hmsl2PtjMrzC,brick,2.3,1.1,hmsl,26.0,5,10
141,setal08_knife-a604,gpt-4,setal0858,knife,2.3,3.0,setal08,24.6,5,10
142,betal18_rope-910a,gpt-4,betal182048,rope,2.1,2.5,betal18,23.5,5,10
143,dod20_book-973e,gpt-4,dod2066,book,3.2,4.0,dod20,22.7,5,10
144,setal08_knife-3fa5,gpt-4,setal08173,knife,2.5,4.0,setal08,26.3,5,10
145,motesf_pencil-465f,gpt-4,motesf3dd4,pencil,3.6,3.2,motesf,26.5,5,10
146,bs12_brick-3ce3,gpt-4,bs1226,brick,2.6,3.0,bs12,28.4,5,10
147,motesf_hat-a3c4,gpt-4,motesf38af,hat,3.3,2.8,motesf,29.3,5,10
148,snb17_rope-ce68,gpt-4,snb1722,rope,2.0,2.5,snb17,23.8,5,10
149,snbmo09_brick-1c23,gpt-4,snbmo0918,brick,2.3,3.5,snbmo09,27.3,5,10
150,dod20_shoe-2a30,gpt-4,dod2048,shoe,2.0,2.0,dod20,22.4,5,10
151,setal08_brick-6af9,gpt-4,setal086,brick,2.0,1.0,setal08,29.0,5,10
152,dod20_book-8d31,gpt-4,dod2017,book,2.5,2.5,dod20,22.7,5,10
153,motesf_spoon-9743,gpt-4,motesf89f0,spoon,3.6,3.3,motesf,27.0,5,10
154,setal08_knife-26f2,gpt-4,setal0837,knife,1.0,2.0,setal08,24.9,5,10
155,snbmo09_box-9069,gpt-4,snbmo09180,box,2.5,2.7,snbmo09,24.2,5,10
156,motesf_sock-4fc9,gpt-4,motesf9766,sock,1.9,1.0,motesf,26.9,5,10
157,bs12_brick-f6e2,gpt-4,bs1219,brick,1.4,1.9,bs12,26.2,5,10
158,dod20_pants-2394,gpt-4,dod208,pants,1.2,1.5,dod20,23.9,5,10
159,hmsl_paperclip-c051,gpt-4,hmslIJcWIf8K,paperclip,3.0,2.0,hmsl,23.5,5,10
160,snb17_box-059a,gpt-4,snb1750,box,2.7,3.5,snb17,24.6,5,10
161,dod20_table-d4b3,gpt-4,dod2081,table,3.5,4.0,dod20,23.1,5,10
162,snbmo09_knife-5174,gpt-4,snbmo0928,knife,1.3,2.2,snbmo09,25.1,5,10
163,snb17_rope-7db1,gpt-4,snb17111,rope,3.0,2.2,snb17,25.2,5,10
164,snbmo09_knife-c7a5,gpt-4,snbmo09116,knife,3.0,3.0,snbmo09,25.5,5,10
165,hmsl_paperclip-2787,gpt-4,hmslf9V6xJEO,paperclip,1.0,1.0,hmsl,25.5,5,10
166,snb17_rope-a784,gpt-4,snb17123,rope,1.3,2.8,snb17,23.6,5,10
167,dod20_brick-a550,gpt-4,dod2059,brick,2.6,1.5,dod20,24.7,5,10
168,setal08_knife-e7e6,gpt-4,setal08223,knife,2.0,3.0,setal08,24.7,5,10
169,snb17_box-833d,gpt-4,snb1722,box,3.0,2.6,snb17,24.9,5,10
170,hmsl_paperclip-2468,gpt-4,hmsl6EcRhhAL,paperclip,2.5,2.7,hmsl,26.2,5,10
171,hmsl_brick-2201,gpt-4,hmsl1XnEb10C,brick,2.8,1.3,hmsl,28.4,5,10
172,betal18_rope-b497,gpt-4,betal182179,rope,1.0,1.5,betal18,25.0,5,10
173,dod20_book-7da2,gpt-4,dod206,book,2.7,3.0,dod20,21.1,5,10
174,betal18_box-e180,gpt-4,betal182142,box,1.6,2.8,betal18,23.3,5,10
175,betal18_rope-a71b,gpt-4,betal182189,rope,2.1,3.0,betal18,23.1,5,10
176,dod20_fork-f084,gpt-4,dod2071,fork,1.5,2.3,dod20,22.5,5,10
177,setal08_brick-b308,gpt-4,setal08214,brick,1.0,1.5,setal08,25.3,5,10
178,hmsl_paperclip-27d6,gpt-4,hmslopxAEih3,paperclip,2.3,3.8,hmsl,25.2,5,10
179,motesf_lightbulb-2d7b,gpt-4,motesf4918,lightbulb,3.6,4.2,motesf,35.5,5,10
180,snbmo09_box-b27e,gpt-4,snbmo0948,box,1.2,2.3,snbmo09,24.5,5,10
181,betal18_box-37a0,gpt-4,betal182002,box,1.9,1.4,betal18,22.7,5,10
182,motesf_ball-3077,gpt-4,motesf5422,ball,2.4,2.5,motesf,32.7,5,10
183,motesf_toothbrush-3420,gpt-4,motesf371b,toothbrush,2.7,2.8,motesf,33.3,5,10
184,dod20_shovel-e228,gpt-4,dod2072,shovel,1.0,1.0,dod20,19.8,5,10
185,snbmo09_box-b036,gpt-4,snbmo0911,box,2.2,2.2,snbmo09,23.0,5,10
186,hmsl_paperclip-2764,gpt-4,hmsl6hf8viCt,paperclip,2.7,3.5,hmsl,26.1,5,10
187,snbmo09_box-d15b,gpt-4,snbmo0997,box,2.7,3.5,snbmo09,24.0,5,10
188,hmsl_brick-9820,gpt-4,hmslzaTZTqFs,brick,2.0,2.4,hmsl,25.2,5,10
189,motesf_pencil-2c6f,gpt-4,motesf5823,pencil,2.1,1.5,motesf,25.5,5,10
190,dod20_book-3b59,gpt-4,dod2028,book,3.8,4.0,dod20,20.9,5,10
191,snb17_rope-e9e9,gpt-4,snb17111,rope,2.0,3.2,snb17,24.5,5,10
192,dod20_book-cb01,gpt-4,dod2061,book,3.2,3.8,dod20,20.3,5,10
193,betal18_box-16f1,gpt-4,betal182111,box,1.3,2.5,betal18,24.0,5,10
194,dod20_book-97c0,gpt-4,dod208,book,3.0,3.2,dod20,22.4,5,10
195,betal18_rope-8c75,gpt-4,betal182174,rope,3.0,4.0,betal18,23.0,5,10
196,snb17_box-b393,gpt-4,snb175,box,1.7000000000000002,1.6,snb17,24.3,5,10
197,bs12_brick-6400,gpt-4,bs1212,brick,2.2,3.5,bs12,25.7,5,10
198,dod20_book-5891,gpt-4,dod2077,book,1.3,2.2,dod20,20.2,5,10
199,setal08_knife-2de8,gpt-4,setal0823,knife,1.3,1.4,setal08,24.1,5,10
200,betal18_box-fdb7,gpt-4,betal182168,box,2.1,2.2,betal18,25.6,5,10
201,motesf_ball-3120,gpt-4,motesf1534,ball,1.9,2.0,motesf,29.5,5,10
202,betal18_rope-dfe3,gpt-4,betal182162,rope,3.3,3.5,betal18,23.6,5,10
203,bs12_brick-ed9d,gpt-4,bs12102,brick,2.6,1.5,bs12,26.1,5,10
204,snbmo09_box-7f69,gpt-4,snbmo0961,box,1.5,1.8,snbmo09,24.0,5,10
205,betal18_rope-e614,gpt-4,betal182159,rope,1.6,4.0,betal18,23.1,5,10
206,setal08_brick-d202,gpt-4,setal0873,brick,2.3,1.3,setal08,24.7,5,10
207,dod20_fork-f9bb,gpt-4,dod202,fork,2.7,4.0,dod20,26.9,5,10
208,snbmo09_brick-2c64,gpt-4,snbmo09129,brick,1.5,1.8,snbmo09,24.5,5,10
209,bs12_brick-aa15,gpt-4,bs12101,brick,3.8,2.8,bs12,26.0,5,10
210,dod20_table-b855,gpt-4,dod2063,table,2.0,2.5,dod20,21.9,5,10
211,snbmo09_box-f1ad,gpt-4,snbmo09108,box,2.0,2.2,snbmo09,27.8,5,10
212,snbmo09_box-0cc4,gpt-4,snbmo09157,box,2.0,3.5,snbmo09,24.9,5,10
213,dod20_rope-7dc6,gpt-4,dod2075,rope,3.5,4.0,dod20,23.1,5,10
214,dod20_table-c359,gpt-4,dod2046,table,1.8,2.0,dod20,22.5,5,10
215,setal08_knife-a533,gpt-4,setal08122,knife,1.7000000000000002,1.5,setal08,24.5,5,10
216,hmsl_brick-285a,gpt-4,hmsl4VzH60D1,brick,1.5,1.0,hmsl,26.1,5,10
217,snbmo09_knife-b1b4,gpt-4,snbmo09194,knife,1.0,1.9,snbmo09,25.2,5,10
218,hmsl_brick-890b,gpt-4,hmsl0n661va4,brick,1.3,1.0,hmsl,26.5,5,10
219,dod20_fork-bbdf,gpt-4,dod2045,fork,2.0,2.0,dod20,22.7,5,10
220,snb17_box-f2ba,gpt-4,snb1763,box,1.7000000000000002,1.4,snb17,21.0,5,10
221,setal08_knife-2f44,gpt-4,setal0856,knife,2.0,3.0,setal08,25.3,5,10
222,hmsl_brick-e833,gpt-4,hmslURsOk93r,brick,1.5,1.0,hmsl,28.7,5,10
223,setal08_knife-090a,gpt-4,setal0859,knife,1.7000000000000002,2.0,setal08,25.3,5,10
224,bs12_brick-0180,gpt-4,bs1219,brick,1.4,2.0,bs12,25.2,5,10
225,dod20_shovel-1100,gpt-4,dod2027,shovel,2.5,3.0,dod20,20.5,5,10
226,dod20_shovel-7dc6,gpt-4,dod2075,shovel,2.5,3.5,dod20,21.6,5,10
227,snbmo09_brick-d086,gpt-4,snbmo0986,brick,1.7000000000000002,1.0,snbmo09,27.2,5,10
228,dod20_rope-4678,gpt-4,dod2029,rope,1.7000000000000002,1.2,dod20,24.5,5,10
229,dod20_pants-ce03,gpt-4,dod2037,pants,2.0,2.8,dod20,23.7,5,10
230,motesf_toothbrush-efcf,gpt-4,motesf903c,toothbrush,3.9,4.2,motesf,30.8,5,10
231,snbmo09_knife-a3a9,gpt-4,snbmo09132,knife,2.0,1.0,snbmo09,25.0,5,10
232,setal08_brick-bcbb,gpt-4,setal08122,brick,1.3,1.2,setal08,25.5,5,10
233,motesf_spoon-de01,gpt-4,motesfb2eb,spoon,3.3,3.8,motesf,27.4,5,10
234,motesf_bottle-c460,gpt-4,motesf1700,bottle,3.3,4.5,motesf,26.1,5,10
235,betal18_box-f7df,gpt-4,betal182003,box,1.0,3.5,betal18,21.5,5,10
236,hmsl_brick-6417,gpt-4,hmsl3dysp210,brick,1.8,1.5,hmsl,27.4,5,10
237,dod20_shovel-b3e3,gpt-4,dod2078,shovel,2.7,3.8,dod20,22.3,5,10
238,setal08_brick-6e37,gpt-4,setal0868,brick,1.6,1.6,setal08,28.0,5,10
239,hmsl_paperclip-d7b4,gpt-4,hmslUBn73eP3,paperclip,2.5,2.4,hmsl,24.2,5,10
240,dod20_shoe-e5f1,gpt-4,dod2068,shoe,1.0,1.1,dod20,23.6,5,10
241,setal08_brick-acff,gpt-4,setal08149,brick,2.7,2.3,setal08,26.2,5,10
242,snb17_box-3507,gpt-4,snb17110,box,1.7000000000000002,2.0,snb17,24.1,5,10
243,betal18_box-5491,gpt-4,betal182078,box,1.6,1.4,betal18,23.7,5,10
244,setal08_knife-06e0,gpt-4,setal08240,knife,2.0,2.0,setal08,24.3,5,10
245,dod20_table-9ba9,gpt-4,dod2084,table,1.7000000000000002,2.0,dod20,23.3,5,10
246,betal18_box-6005,gpt-4,betal182058,box,1.0,1.2,betal18,21.0,5,10
247,betal18_box-2b68,gpt-4,betal182185,box,2.1,2.2,betal18,22.7,5,10
248,dod20_fork-de9c,gpt-4,dod209,fork,2.3,2.0,dod20,22.5,5,10
249,betal18_box-1601,gpt-4,betal182151,box,1.3,2.0,betal18,24.0,5,10
250,motesf_sock-1133,gpt-4,motesf0e01,sock,3.6,3.4,motesf,27.8,5,10
251,dod20_pants-85cd,gpt-4,dod2041,pants,4.7,3.5,dod20,24.2,5,10
252,hmsl_brick-4c51,gpt-4,hmslS91lo83T,brick,1.5,1.6,hmsl,27.0,5,10
253,motesf_lightbulb-6975,gpt-4,motesfbac9,lightbulb,3.9,2.0,motesf,32.8,5,10
254,setal08_knife-5061,gpt-4,setal08135,knife,2.3,4.0,setal08,23.8,5,10
255,setal08_brick-edcf,gpt-4,setal086,brick,3.7,2.1,setal08,28.3,5,10
256,dod20_fork-855c,gpt-4,dod2062,fork,2.8,3.0,dod20,22.1,5,10
257,snb17_box-7e6c,gpt-4,snb17151,box,1.3,3.0,snb17,25.1,5,10
258,snb17_rope-d173,gpt-4,snb1712,rope,1.0,2.4,snb17,22.2,5,10
259,dod20_table-a211,gpt-4,dod2028,table,3.0,3.0,dod20,23.9,5,10
260,hmsl_paperclip-96a4,gpt-4,hmsl714kNX5M,paperclip,2.5,2.5,hmsl,22.7,5,10
261,hmsl_paperclip-cea5,gpt-4,hmsl8dsuK18a,paperclip,2.3,2.7,hmsl,22.9,5,10
262,snbmo09_knife-1ff7,gpt-4,snbmo0992,knife,1.8,3.0,snbmo09,25.7,5,10
263,hmsl_brick-b0c7,gpt-4,hmsl8tmPV3b2,brick,1.3,1.0,hmsl,24.9,5,10
264,betal18_box-e954,gpt-4,betal182089,box,2.1,3.2,betal18,21.9,5,10
265,dod20_fork-87e1,gpt-4,dod208,fork,2.7,2.5,dod20,22.3,5,10
266,bs12_brick-ef50,gpt-4,bs1224,brick,1.6,1.5,bs12,27.1,5,10
267,betal18_rope-f0e4,gpt-4,betal182154,rope,1.0,1.4,betal18,22.5,5,10
268,snb17_box-2a9f,gpt-4,snb17157,box,1.3,2.8,snb17,26.0,5,10
269,snbmo09_knife-1865,gpt-4,snbmo09110,knife,1.4,2.0,snbmo09,24.7,5,10
270,setal08_knife-1c85,gpt-4,setal08150,knife,2.0,3.0,setal08,24.6,5,10
271,hmsl_brick-c1e2,gpt-4,hmsl737W95CH,brick,1.5,1.5,hmsl,27.6,5,10
272,bs12_brick-997d,gpt-4,bs12123,brick,1.0,1.0,bs12,24.5,5,10
273,snbmo09_brick-e73b,gpt-4,snbmo0937,brick,1.3,1.1,snbmo09,25.2,5,10
274,betal18_rope-959a,gpt-4,betal182192,rope,2.1,2.8,betal18,23.4,5,10
275,snbmo09_brick-f4fb,gpt-4,snbmo091,brick,1.7000000000000002,1.3,snbmo09,25.2,5,10
276,snb17_box-9f66,gpt-4,snb1766,box,4.0,4.5,snb17,28.3,5,10
277,motesf_bottle-eed0,gpt-4,motesf32bb,bottle,2.1,4.0,motesf,25.0,5,10
278,motesf_hat-3082,gpt-4,motesf63dc,hat,2.4,3.2,motesf,31.3,5,10
279,motesf_ball-c1e7,gpt-4,motesf6f49,ball,2.7,2.2,motesf,29.4,5,10
