,id,model,participant,prompt,target,predicted,src,total_tokens,nexamples,ncompletions
166,betal18_box-d1ed,gpt3-davinci,betal182034,box,1.1,1.1,betal18,20.6,5,10
167,snbmo09_2_knife-a345,gpt3-davinci,snbmo0962,knife,2.2,2.0,snbmo09,22.4,5,10
168,dod20_table-c9b7,gpt3-davinci,dod2031,table,4.0,1.0,dod20,20.5,5,10
169,snbmo09_1_brick-8f44,gpt3-davinci,snbmo09190,brick,1.0,2.0,snbmo09,25.1,5,10
170,snbmo09_2_knife-c7a5,gpt3-davinci,snbmo09116,knife,3.0,2.0,snbmo09,23.2,5,10
171,snb17_rope-b3a3,gpt3-davinci,snb17106,rope,1.3,4.7,snb17,21.1,5,10
172,motesf_sock-1133,gpt3-davinci,motesf0e01,sock,3.6,2.6,motesf,30.6,5,10
173,snbmo09_2_knife-2a75,gpt3-davinci,snbmo0991,knife,1.0,1.0,snbmo09,23.6,5,10
174,setal08_1.0-c19a,gpt3-davinci,setal08192,brick,1.7000000000000002,2.0,setal08,24.6,5,10
175,dod20_rope-b079,gpt3-davinci,dod2081,rope,1.8,1.6,dod20,21.0,5,10
176,hmsl_brick-b705,gpt3-davinci,hmsllw50p93r,brick,2.8,1.6,hmsl,25.8,5,10
177,dod20_rope-bd90,gpt3-davinci,dod208,rope,1.5,1.2,dod20,21.5,5,10
178,hmsl_paperclip-7a9a,gpt3-davinci,hmsl25D5c5m2,paperclip,3.2,2.6,hmsl,23.0,5,10
179,dod20_brick-abb9,gpt3-davinci,dod209,brick,1.0,1.0,dod20,23.7,5,10
180,motesp_g1_hat-9ebb,gpt3-davinci,motesp15CP,hat,3.2,,motesp,,5,10
181,bs12_brick-5bdd,gpt3-davinci,bs12114,brick,1.8,1.2,bs12,21.8,5,10
182,motesf_spoon-7b3c,gpt3-davinci,motesf0041,spoon,3.3,3.9,motesf,30.2,5,10
183,setal08_1.0-63e6,gpt3-davinci,setal08196,brick,1.7000000000000002,2.0,setal08,24.9,5,10
184,motesf_ball-0984,gpt3-davinci,motesf57ae,ball,3.6,3.3,motesf,27.7,5,10
185,setal08_4.0-a61c,gpt3-davinci,setal08228,knife,1.7000000000000002,1.0,setal08,23.4,5,10
186,hmsl_paperclip-caee,gpt3-davinci,hmsl26AI7yNO,paperclip,2.2,5.0,hmsl,22.1,5,10
187,motesf_ball-3a55,gpt3-davinci,motesffc22,ball,2.1,3.3,motesf,29.5,5,10
188,motesp_g1_shoe-f4ea,gpt3-davinci,motesp24ES,shoe,3.7,,motesp,,5,10
189,setal08_1.0-ed05,gpt3-davinci,setal08147,brick,1.3,1.2,setal08,23.1,5,10
190,motesf_pencil-ef82,gpt3-davinci,motesf274a,pencil,3.3,2.7,motesf,27.0,5,10
191,snb17_box-6d44,gpt3-davinci,snb1714,box,2.0,1.0,snb17,21.1,5,10
192,setal08_1.0-2840,gpt3-davinci,setal08113,brick,1.3,1.4,setal08,24.8,5,10
193,hmsl_brick-9add,gpt3-davinci,hmslPo54U0sz,brick,1.8,1.0,hmsl,23.5,5,10
194,snbmo09_3_box-d38f,gpt3-davinci,snbmo0945,box,1.3,1.3,snbmo09,22.0,5,10
195,setal08_1.0-7fe2,gpt3-davinci,setal08216,brick,1.0,1.6,setal08,25.5,5,10
196,snb17_rope-ed20,gpt3-davinci,snb1783,rope,2.7,3.9,snb17,21.1,5,10
197,setal08_4.0-0cbe,gpt3-davinci,setal0884,knife,1.3,1.0,setal08,22.3,5,10
198,snbmo09_3_box-a585,gpt3-davinci,snbmo09158,box,1.2,1.2,snbmo09,22.2,5,10
199,setal08_1.0-82e2,gpt3-davinci,setal08148,brick,1.3,4.0,setal08,24.1,5,10
200,snbmo09_3_box-fdc6,gpt3-davinci,snbmo0964,box,2.8,1.1,snbmo09,22.0,5,10
201,betal18_rope-f94e,gpt3-davinci,betal182026,rope,2.1,2.3,betal18,21.8,5,10
202,dod20_fork-c418,gpt3-davinci,dod2018,fork,3.0,4.5,dod20,20.0,5,10
203,setal08_4.0-0b82,gpt3-davinci,setal08102,knife,1.3,1.4,setal08,24.1,5,10
204,betal18_rope-6b07,gpt3-davinci,betal182101,rope,2.7,2.1,betal18,23.2,5,10
205,setal08_1.0-5d76,gpt3-davinci,setal0895,brick,1.7000000000000002,0.3,setal08,26.7,5,10
206,betal18_rope-d427,gpt3-davinci,betal182156,rope,1.9,1.0,betal18,22.0,5,10
207,snbmo09_1_brick-6864,gpt3-davinci,snbmo09153,brick,1.3,1.2,snbmo09,24.5,5,10
208,dod20_rope-28e3,gpt3-davinci,dod2070,rope,2.5,3.3,dod20,21.0,5,10
209,hmsl_brick-300d,gpt3-davinci,hmsl3rG4FDn6,brick,2.0,1.6,hmsl,24.2,5,10
210,hmsl_paperclip-e260,gpt3-davinci,hmsl7W51SJ6r,paperclip,2.0,3.5,hmsl,23.8,5,10
211,setal08_1.0-b575,gpt3-davinci,setal0834,brick,2.3,1.6,setal08,26.4,5,10
212,setal08_1.0-4cce,gpt3-davinci,setal08213,brick,2.7,1.0,setal08,23.3,5,10
213,snb17_rope-f6a3,gpt3-davinci,snb17115,rope,1.0,3.9,snb17,20.1,5,10
214,hmsl_paperclip-d491,gpt3-davinci,hmslSGoXL6xi,paperclip,2.5,1.4,hmsl,22.0,5,10
215,hmsl_brick-66c3,gpt3-davinci,hmslw07hiE91,brick,1.3,1.6,hmsl,24.1,5,10
216,hmsl_paperclip-a96d,gpt3-davinci,hmslRW7306rQ,paperclip,2.2,2.6,hmsl,23.7,5,10
217,snbmo09_3_box-422d,gpt3-davinci,snbmo09146,box,3.0,2.7,snbmo09,22.4,5,10
218,motesf_ball-c569,gpt3-davinci,motesf8efb,ball,3.0,5.0,motesf,23.7,5,10
219,bs12_brick-e969,gpt3-davinci,bs1220,brick,1.4,1.0,bs12,24.6,5,10
220,motesf_sock-6c9d,gpt3-davinci,motesf502e,sock,4.1,3.5,motesf,30.5,5,10
221,bs12_brick-801f,gpt3-davinci,bs123,brick,2.2,5.0,bs12,24.5,5,10
222,setal08_1.0-d8a1,gpt3-davinci,setal08147,brick,2.7,1.8,setal08,21.9,5,10
223,bs12_brick-9532,gpt3-davinci,bs12108,brick,1.4,1.8,bs12,23.5,5,10
224,betal18_box-ffa7,gpt3-davinci,betal182168,box,1.6,1.0,betal18,22.7,5,10
225,setal08_4.0-e043,gpt3-davinci,setal0837,knife,1.7000000000000002,5.0,setal08,22.9,5,10
226,hmsl_paperclip-4a70,gpt3-davinci,hmslLr6WcnQu,paperclip,2.0,2.5,hmsl,22.9,5,10
227,snb17_rope-4a62,gpt3-davinci,snb17130,rope,1.0,1.0,snb17,23.0,5,10
228,setal08_1.0-bcbb,gpt3-davinci,setal08122,brick,1.3,3.5,setal08,23.7,5,10
229,setal08_1.0-0edf,gpt3-davinci,setal08223,brick,2.3,3.2,setal08,21.6,5,10
230,motesf_toothbrush-2dec,gpt3-davinci,motesf5878,toothbrush,2.4,1.0,motesf,30.6,5,10
231,snbmo09_3_box-f28a,gpt3-davinci,snbmo09117,box,1.8,1.1,snbmo09,20.3,5,10
232,dod20_rope-2878,gpt3-davinci,dod2064,rope,2.2,1.0,dod20,22.9,5,10
233,setal08_1.0-727e,gpt3-davinci,setal08216,brick,2.0,1.1,setal08,21.7,5,10
234,setal08_4.0-5061,gpt3-davinci,setal08135,knife,2.3,1.0,setal08,23.8,5,10
235,snbmo09_2_knife-4759,gpt3-davinci,snbmo09171,knife,1.2,2.1,snbmo09,22.7,5,10
236,setal08_1.0-5955,gpt3-davinci,setal08112,brick,1.7000000000000002,1.4,setal08,21.0,5,10
237,dod20_table-7230,gpt3-davinci,dod2045,table,1.5,1.5,dod20,18.9,5,10
238,dod20_book-9940,gpt3-davinci,dod2077,book,1.3,1.2,dod20,21.2,5,10
239,dod20_shovel-931e,gpt3-davinci,dod2059,shovel,4.0,4.0,dod20,18.2,5,10
240,hmsl_brick-483e,gpt3-davinci,hmslPY70kA2n,brick,1.8,1.1,hmsl,24.6,5,10
241,dod20_shoe-bab5,gpt3-davinci,dod2056,shoe,4.7,1.5,dod20,22.1,5,10
242,motesf_spoon-b38e,gpt3-davinci,motesf642e,spoon,3.3,2.7,motesf,28.7,5,10
243,dod20_book-2da9,gpt3-davinci,dod2042,book,4.5,4.8,dod20,22.0,5,10
244,hmsl_brick-4c51,gpt3-davinci,hmslS91lo83T,brick,1.5,2.5,hmsl,24.4,5,10
245,motesf_pencil-4ba4,gpt3-davinci,motesf2665,pencil,1.3,1.0,motesf,28.7,5,10
246,bs12_brick-70bc,gpt3-davinci,bs1212,brick,3.0,5.0,bs12,21.9,5,10
247,dod20_pants-c7af,gpt3-davinci,dod2043,pants,2.7,3.2,dod20,21.5,5,10
248,dod20_bottle-1ff6,gpt3-davinci,dod2075,bottle,3.0,4.7,dod20,23.4,5,10
249,snbmo09_2_knife-ebea,gpt3-davinci,snbmo09181,knife,1.6,2.0,snbmo09,23.8,5,10
250,betal18_box-348d,gpt3-davinci,betal182044,box,3.6,2.7,betal18,22.3,5,10
251,motesf_sock-13eb,gpt3-davinci,motesf6da3,sock,3.3,2.5,motesf,31.3,5,10
252,snb17_box-e6eb,gpt3-davinci,snb17107,box,1.7000000000000002,1.3,snb17,23.7,5,10
253,betal18_box-a2a7,gpt3-davinci,betal182091,box,1.0,1.0,betal18,24.2,5,10
254,setal08_4.0-c537,gpt3-davinci,setal0885,knife,1.0,1.4,setal08,22.7,5,10
255,snb17_rope-c67a,gpt3-davinci,snb1794,rope,2.0,3.3,snb17,20.3,5,10
256,hmsl_brick-786b,gpt3-davinci,hmsl99LrpkPZ,brick,3.5,4.0,hmsl,26.4,5,10
257,hmsl_brick-3111,gpt3-davinci,hmsl74I0f64D,brick,3.0,1.9,hmsl,25.7,5,10
258,motesf_pencil-cfb4,gpt3-davinci,motesfa1d0,pencil,2.7,2.6,motesf,26.7,5,10
259,setal08_1.0-c964,gpt3-davinci,setal08186,brick,1.7000000000000002,1.6,setal08,24.8,5,10
260,hmsl_paperclip-d08a,gpt3-davinci,hmslU4KevCk0,paperclip,2.2,2.6,hmsl,22.1,5,10
