,id,model,participant,prompt,target,predicted,src,total_tokens,nexamples,ncompletions
68,setal08_1.0-c29b,gpt-4,setal08213,brick,2.0,2.0,setal08,60.6,20,20
69,hmsl_brick-52b3,gpt-4,hmslsSyeENYV,brick,1.3,1.0,hmsl,58.8,20,20
70,snb17_box-8cdb,gpt-4,snb177,box,2.0,1.5,snb17,59.8,20,20
71,snbmo09_3_box-8ca1,gpt-4,snbmo09102,box,1.0,1.0,snbmo09,53.9,20,20
72,motesf_lightbulb-e9b7,gpt-4,motesf7f39,lightbulb,3.0,3.2,motesf,73.4,20,20
73,snbmo09_2_knife-da8a,gpt-4,snbmo099,knife,1.5,1.2,snbmo09,52.7,20,20
74,dod20_tire-38b7,gpt-4,dod2017,tire,3.5,3.3,dod20,47.3,20,20
75,hmsl_brick-acf7,gpt-4,hmsl737W95CH,brick,2.0,2.0,hmsl,60.4,20,20
76,bs12_brick-c72a,gpt-4,bs122,brick,1.8,2.5,bs12,61.2,20,20
77,snb17_rope-7b26,gpt-4,snb1758,rope,1.3,1.3,snb17,50.5,20,20
78,setal08_4.0-ba6b,gpt-4,setal08129,knife,3.0,2.5,setal08,51.9,20,20
79,setal08_1.0-0edf,gpt-4,setal08223,brick,2.3,1.2,setal08,62.9,20,20
80,betal18_box-1601,gpt-4,betal182151,box,1.3,2.0,betal18,58.6,20,20
81,setal08_1.0-c8f3,gpt-4,setal08208,brick,1.7000000000000002,1.3,setal08,58.8,20,20
82,motesf_toothbrush-eb5d,gpt-4,motesfd6ba,toothbrush,2.4,2.4,motesf,60.6,20,20
83,motesp_g1_lightbulb-92c0,gpt-4,motesp24ES,lightbulb,1.7000000000000002,,motesp,,20,20
84,setal08_4.0-cbe9,gpt-4,setal08154,knife,2.0,2.0,setal08,50.8,20,20
85,dod20_pants-4d86,gpt-4,dod2081,pants,3.5,3.4,dod20,49.5,20,20
86,bs12_brick-1b54,gpt-4,bs12112,brick,2.2,2.5,bs12,63.0,20,20
87,bs12_brick-b12a,gpt-4,bs1250,brick,1.0,2.2,bs12,62.8,20,20
88,setal08_1.0-f075,gpt-4,setal08140,brick,1.7000000000000002,2.2,setal08,61.6,20,20
89,bs12_brick-c7dd,gpt-4,bs12119,brick,2.6,3.8,bs12,59.7,20,20
90,betal18_box-438b,gpt-4,betal182028,box,1.9,2.0,betal18,59.9,20,20
91,hmsl_brick-5cfb,gpt-4,hmsl8tmPV3b2,brick,2.5,3.0,hmsl,60.5,20,20
92,betal18_box-ef78,gpt-4,betal182020,box,1.0,2.0,betal18,54.5,20,20
93,motesf_ball-f11d,gpt-4,motesf03c6,ball,2.7,2.5,motesf,73.7,20,20
94,bs12_brick-c950,gpt-4,bs12113,brick,1.8,4.0,bs12,57.7,20,20
95,hmsl_paperclip-56e7,gpt-4,hmslak3D0gDJ,paperclip,2.5,1.4,hmsl,52.0,20,20
96,setal08_1.0-26f1,gpt-4,setal08146,brick,3.3,4.2,setal08,59.7,20,20
97,snbmo09_1_brick-83a8,gpt-4,snbmo09188,brick,2.5,2.5,snbmo09,58.2,20,20
98,motesf_bottle-3d9f,gpt-4,motesf93db,bottle,2.7,2.7,motesf,59.0,20,20
99,snbmo09_1_brick-d168,gpt-4,snbmo09116,brick,3.8,4.5,snbmo09,60.6,20,20
100,bs12_brick-3167,gpt-4,bs1250,brick,1.0,3.8,bs12,58.3,20,20
101,betal18_box-20b9,gpt-4,betal182044,box,3.0,3.0,betal18,55.2,20,20
102,hmsl_brick-b665,gpt-4,hmslgIk5xOKf,brick,3.0,2.7,hmsl,55.5,20,20
103,betal18_box-5737,gpt-4,betal182125,box,2.4,2.8,betal18,54.2,20,20
104,setal08_1.0-6e37,gpt-4,setal0868,brick,1.6,1.4,setal08,60.0,20,20
105,hmsl_brick-dc04,gpt-4,hmsl5d5xLMEq,brick,2.8,3.0,hmsl,59.9,20,20
106,motesf_spoon-59d1,gpt-4,motesf8d3b,spoon,3.9,2.5,motesf,63.6,20,20
107,snbmo09_1_brick-aade,gpt-4,snbmo0910,brick,3.0,3.5,snbmo09,57.5,20,20
108,dod20_brick-7112,gpt-4,dod2053,brick,2.7,2.0,dod20,57.7,20,20
109,hmsl_paperclip-bacc,gpt-4,hmsl4adIFJkZ,paperclip,3.0,2.8,hmsl,53.0,20,20
110,setal08_1.0-41b2,gpt-4,setal08185,brick,2.7,3.5,setal08,58.4,20,20
111,hmsl_paperclip-6734,gpt-4,hmslA2I3zLm4,paperclip,2.7,3.2,hmsl,54.4,20,20
112,bs12_brick-e6af,gpt-4,bs1277,brick,1.4,4.5,bs12,64.6,20,20
113,setal08_1.0-55b0,gpt-4,setal08103,brick,2.7,3.8,setal08,61.5,20,20
114,snb17_box-5a66,gpt-4,snb1794,box,1.4,2.6,snb17,54.3,20,20
115,snbmo09_2_knife-2a75,gpt-4,snbmo0991,knife,1.0,1.0,snbmo09,51.9,20,20
116,snb17_rope-1a01,gpt-4,snb1725,rope,2.3,2.5,snb17,51.5,20,20
117,dod20_shovel-5851,gpt-4,dod2085,shovel,3.0,3.0,dod20,49.3,20,20
118,snbmo09_3_box-fdcf,gpt-4,snbmo0949,box,1.5,2.0,snbmo09,53.3,20,20
119,snb17_rope-607d,gpt-4,snb17123,rope,1.3,1.5,snb17,51.3,20,20
120,dod20_book-96e1,gpt-4,dod2038,book,1.2,2.0,dod20,46.3,20,20
121,bs12_brick-951d,gpt-4,bs1264,brick,3.0,3.8,bs12,60.5,20,20
122,bs12_brick-f242,gpt-4,bs12131,brick,1.0,1.4,bs12,59.6,20,20
123,betal18_rope-8e04,gpt-4,betal182156,rope,1.9,3.0,betal18,51.4,20,20
124,hmsl_brick-7d32,gpt-4,hmsl9DATQk19,brick,1.0,1.2,hmsl,60.4,20,20
125,snbmo09_3_box-b4da,gpt-4,snbmo09193,box,2.5,2.0,snbmo09,56.5,20,20
126,hmsl_paperclip-f832,gpt-4,hmsl2Xywd76Z,paperclip,1.5,1.2,hmsl,52.9,20,20
127,bs12_brick-9273,gpt-4,bs1262,brick,4.2,4.2,bs12,59.9,20,20
128,motesf_spoon-91e2,gpt-4,motesfc8ff,spoon,3.6,2.5,motesf,65.6,20,20
129,motesf_bottle-5bad,gpt-4,motesf5ef6,bottle,3.0,3.3,motesf,62.5,20,20
130,hmsl_paperclip-3dda,gpt-4,hmsl57D9S225,paperclip,2.0,2.3,hmsl,51.8,20,20
131,hmsl_paperclip-95a8,gpt-4,hmslDw04qHCX,paperclip,1.8,2.1,hmsl,52.7,20,20
132,snbmo09_3_box-90c0,gpt-4,snbmo09152,box,1.5,1.7,snbmo09,52.0,20,20
133,hmsl_brick-8cee,gpt-4,hmslN3nR96o7,brick,2.0,3.0,hmsl,58.9,20,20
134,motesf_lightbulb-9dff,gpt-4,motesf3416,lightbulb,3.0,2.8,motesf,78.4,20,20
135,hmsl_brick-58d6,gpt-4,hmsl4dUr6hnh,brick,1.0,,hmsl,,20,20
136,motesf_hat-93b5,gpt-4,motesf48ae,hat,2.4,1.8,motesf,64.7,20,20
137,hmsl_brick-4174,gpt-4,hmslUwnf4T1Z,brick,2.0,1.0,hmsl,59.5,20,20
138,dod20_tire-ccf8,gpt-4,dod2085,tire,2.2,2.4,dod20,49.4,20,20
139,bs12_brick-e06b,gpt-4,bs1242,brick,1.4,4.0,bs12,61.9,20,20
140,dod20_fork-6959,gpt-4,dod2082,fork,2.0,3.0,dod20,48.8,20,20
141,motesf_spoon-0370,gpt-4,motesff7e6,spoon,3.6,2.9,motesf,67.2,20,20
142,snbmo09_3_box-8792,gpt-4,snbmo09112,box,1.4,1.5,snbmo09,52.7,20,20
143,dod20_shovel-5be8,gpt-4,dod2088,shovel,4.5,4.0,dod20,47.9,20,20
144,betal18_rope-d427,gpt-4,betal182156,rope,1.9,1.4,betal18,51.3,20,20
145,hmsl_brick-8110,gpt-4,hmslvgUOi7TF,brick,3.0,2.2,hmsl,61.4,20,20
146,snbmo09_2_knife-32d7,gpt-4,snbmo09137,knife,3.0,3.0,snbmo09,49.6,20,20
147,setal08_1.0-8f3d,gpt-4,setal08163,brick,1.7000000000000002,1.0,setal08,59.0,20,20
148,motesf_ball-3c01,gpt-4,motesf38af,ball,2.1,2.0,motesf,75.9,20,20
149,bs12_brick-5bdd,gpt-4,bs12114,brick,1.8,2.0,bs12,59.8,20,20
150,snbmo09_2_knife-34cf,gpt-4,snbmo09144,knife,2.0,2.0,snbmo09,52.7,20,20
151,snbmo09_3_box-5354,gpt-4,snbmo09163,box,2.3,1.4,snbmo09,53.3,20,20
152,betal18_box-462f,gpt-4,betal182136,box,1.0,1.2,betal18,53.5,20,20
153,hmsl_paperclip-e3b1,gpt-4,hmslIT6ztEpf,paperclip,2.0,3.0,hmsl,52.9,20,20
154,dod20_shovel-dd9f,gpt-4,dod2041,shovel,2.2,3.2,dod20,48.9,20,20
155,dod20_shoe-5c96,gpt-4,dod2089,shoe,4.5,,dod20,,20,20
156,snb17_box-560a,gpt-4,snb1768,box,1.1,1.0,snb17,55.4,20,20
157,setal08_1.0-ba47,gpt-4,setal08210,brick,1.3,1.5,setal08,57.7,20,20
158,snbmo09_2_knife-ed19,gpt-4,snbmo09116,knife,3.0,2.5,snbmo09,51.2,20,20
159,dod20_bottle-090e,gpt-4,dod2058,bottle,4.5,3.7,dod20,64.0,20,20
160,bs12_brick-dfac,gpt-4,bs1259,brick,1.4,1.2,bs12,59.6,20,20
161,snbmo09_3_box-d201,gpt-4,snbmo0921,box,1.5,1.0,snbmo09,58.6,20,20
162,motesf_bottle-19c4,gpt-4,motesf0402,bottle,2.7,3.8,motesf,59.5,20,20
163,snbmo09_2_knife-8433,gpt-4,snbmo09109,knife,1.0,1.0,snbmo09,53.8,20,20
164,snb17_rope-c7c7,gpt-4,snb1797,rope,1.3,1.1,snb17,53.9,20,20
165,hmsl_paperclip-96a4,gpt-4,hmsl714kNX5M,paperclip,2.5,2.5,hmsl,54.3,20,20
166,snb17_box-1af4,gpt-4,snb17139,box,1.3,2.0,snb17,54.3,20,20
167,motesf_lightbulb-c6ad,gpt-4,motesf6974,lightbulb,3.0,2.8,motesf,73.4,20,20
168,motesf_hat-adfd,gpt-4,motesf0451,hat,4.7,5.0,motesf,66.3,20,20
169,motesf_hat-502c,gpt-4,motesfbe83,hat,3.3,3.4,motesf,60.1,20,20
170,snb17_rope-56af,gpt-4,snb17108,rope,1.7000000000000002,2.0,snb17,51.4,20,20
171,setal08_1.0-fbd5,gpt-4,setal08155,brick,2.3,4.0,setal08,62.7,20,20
172,bs12_brick-4b5e,gpt-4,bs12124,brick,1.0,2.2,bs12,61.9,20,20
173,motesf_spoon-d2fe,gpt-4,motesf16a5,spoon,2.7,3.1,motesf,65.2,20,20
174,betal18_box-306a,gpt-4,betal182046,box,2.4,1.7,betal18,58.4,20,20
175,motesf_ball-bc4c,gpt-4,motesf9872,ball,2.1,2.0,motesf,71.7,20,20
176,hmsl_paperclip-653b,gpt-4,hmslSf3Ci2rQ,paperclip,2.5,2.0,hmsl,56.7,20,20
177,dod20_bottle-821c,gpt-4,dod2028,bottle,2.5,2.0,dod20,62.2,20,20
178,dod20_book-dc0e,gpt-4,dod2012,book,2.7,2.9,dod20,47.0,20,20
179,setal08_1.0-4847,gpt-4,setal08127,brick,1.0,1.0,setal08,60.6,20,20
180,bs12_brick-1349,gpt-4,bs125,brick,1.8,3.8,bs12,58.8,20,20
181,betal18_box-16a3,gpt-4,betal182019,box,1.0,1.2,betal18,55.8,20,20
182,setal08_1.0-c392,gpt-4,setal08121,brick,2.7,2.5,setal08,60.4,20,20
183,dod20_rope-44d1,gpt-4,dod2087,rope,3.7,2.0,dod20,54.3,20,20
184,setal08_4.0-2d90,gpt-4,setal08189,knife,1.3,1.2,setal08,52.0,20,20
185,snbmo09_2_knife-158a,gpt-4,snbmo0942,knife,1.3,1.2,snbmo09,52.7,20,20
186,hmsl_brick-285a,gpt-4,hmsl4VzH60D1,brick,1.5,1.5,hmsl,61.2,20,20
187,bs12_brick-70bc,gpt-4,bs1212,brick,3.0,4.5,bs12,62.9,20,20
188,dod20_fork-9c72,gpt-4,dod2034,fork,3.0,3.5,dod20,51.2,20,20
189,motesf_sock-d12f,gpt-4,motesf31fe,sock,3.0,2.5,motesf,70.3,20,20
190,motesf_spoon-c6e5,gpt-4,motesfa255,spoon,3.3,3.2,motesf,63.6,20,20
191,setal08_1.0-fca6,gpt-4,setal0889,brick,3.3,4.2,setal08,58.8,20,20
192,setal08_4.0-e0ec,gpt-4,setal0849,knife,1.7000000000000002,2.0,setal08,52.6,20,20
193,hmsl_paperclip-d0f6,gpt-4,hmslO9vSup0D,paperclip,1.0,1.2,hmsl,54.8,20,20
194,motesf_lightbulb-9c82,gpt-4,motesfa02f,lightbulb,3.6,3.8,motesf,76.4,20,20
195,snb17_box-617f,gpt-4,snb17107,box,1.1,1.5,snb17,56.5,20,20
196,motesf_hat-7771,gpt-4,motesf202c,hat,1.9,2.2,motesf,64.7,20,20
197,snb17_box-5d09,gpt-4,snb1798,box,2.0,2.5,snb17,51.7,20,20
198,hmsl_brick-22c9,gpt-4,hmsltm3N4Hhj,brick,2.2,2.0,hmsl,63.0,20,20
199,hmsl_paperclip-84bb,gpt-4,hmslhMD9Qw58,paperclip,1.0,1.0,hmsl,55.5,20,20
200,snbmo09_1_brick-858b,gpt-4,snbmo09172,brick,1.2,1.0,snbmo09,62.8,20,20
201,bs12_brick-eeee,gpt-4,bs1265,brick,1.0,1.0,bs12,61.6,20,20
202,hmsl_paperclip-9b33,gpt-4,hmslmmD57gcr,paperclip,2.0,,hmsl,,20,20
203,snbmo09_2_knife-23cc,gpt-4,snbmo09109,knife,1.0,1.2,snbmo09,51.8,20,20
204,dod20_shovel-5216,gpt-4,dod2022,shovel,2.7,3.0,dod20,49.3,20,20
205,motesf_lightbulb-b719,gpt-4,motesf0116,lightbulb,2.4,3.4,motesf,78.4,20,20
206,dod20_pants-0632,gpt-4,dod2015,pants,3.2,3.1,dod20,53.2,20,20
207,bs12_brick-95a7,gpt-4,bs1213,brick,1.0,2.5,bs12,59.7,20,20
208,snbmo09_3_box-630b,gpt-4,snbmo0980,box,1.5,1.8,snbmo09,54.4,20,20
209,dod20_shoe-e080,gpt-4,dod202,shoe,3.3,2.7,dod20,52.7,20,20
210,snb17_box-1ad4,gpt-4,snb1718,box,1.0,1.2,snb17,59.8,20,20
211,betal18_box-e9af,gpt-4,betal182092,box,1.0,2.5,betal18,53.9,20,20
212,dod20_tire-e7db,gpt-4,dod2062,tire,2.5,2.5,dod20,48.9,20,20
213,setal08_4.0-910a,gpt-4,setal08153,knife,1.7000000000000002,1.5,setal08,53.5,20,20
214,betal18_box-9db5,gpt-4,betal182160,box,1.3,2.5,betal18,58.6,20,20
215,hmsl_brick-9316,gpt-4,hmslxL8VzZto,brick,3.0,3.5,hmsl,60.5,20,20
216,motesf_ball-6805,gpt-4,motesfe569,ball,1.9,1.5,motesf,73.7,20,20
217,hmsl_paperclip-294d,gpt-4,hmslVbp87P2F,paperclip,1.7000000000000002,2.5,hmsl,52.0,20,20
218,betal18_box-aabd,gpt-4,betal182058,box,1.3,1.8,betal18,59.9,20,20
219,snbmo09_3_box-f802,gpt-4,snbmo09162,box,1.5,2.5,snbmo09,54.5,20,20
220,dod20_brick-f8e9,gpt-4,dod2048,brick,4.0,4.5,dod20,57.7,20,20
221,motesf_hat-b5d9,gpt-4,motesf7647,hat,2.7,3.4,motesf,66.3,20,20
222,snb17_rope-1fce,gpt-4,snb1747,rope,1.3,1.5,snb17,52.4,20,20
223,motesf_hat-3ea8,gpt-4,motesfd82c,hat,2.7,3.2,motesf,60.1,20,20
224,motesf_sock-a84f,gpt-4,motesf33e7,sock,2.7,2.7,motesf,68.1,20,20
225,dod20_pants-0f96,gpt-4,dod2059,pants,3.5,3.0,dod20,51.0,20,20
226,dod20_tire-d80b,gpt-4,dod2062,tire,2.3,4.0,dod20,47.2,20,20
227,dod20_pants-d80f,gpt-4,dod2080,pants,1.0,1.0,dod20,46.9,20,20
228,snbmo09_3_box-dccc,gpt-4,snbmo09148,box,3.5,3.2,snbmo09,55.2,20,20
229,betal18_box-3740,gpt-4,betal182123,box,1.3,2.0,betal18,54.2,20,20
230,hmsl_brick-786b,gpt-4,hmsl99LrpkPZ,brick,3.5,4.5,hmsl,59.7,20,20
231,setal08_4.0-8042,gpt-4,setal0826,knife,1.7000000000000002,2.5,setal08,52.7,20,20
232,dod20_bottle-eae5,gpt-4,dod2036,bottle,2.5,2.8,dod20,59.8,20,20
233,bs12_brick-fa33,gpt-4,bs1253,brick,3.4,3.5,bs12,58.2,20,20
234,dod20_fork-d852,gpt-4,dod2052,fork,2.7,2.7,dod20,50.9,20,20
235,bs12_brick-ad48,gpt-4,bs1259,brick,1.0,1.0,bs12,60.6,20,20
236,setal08_1.0-263a,gpt-4,setal08115,brick,1.3,2.0,setal08,58.3,20,20
237,snb17_box-ecd8,gpt-4,snb1744,box,2.1,1.9,snb17,54.3,20,20
238,setal08_1.0-2daa,gpt-4,setal08126,brick,1.3,2.4,setal08,55.5,20,20
239,dod20_rope-0c9a,gpt-4,dod203,rope,1.8,1.1,dod20,52.6,20,20
240,setal08_4.0-63f1,gpt-4,setal08142,knife,1.3,1.8,setal08,53.5,20,20
241,snbmo09_1_brick-f30b,gpt-4,snbmo0917,brick,2.8,3.5,snbmo09,60.0,20,20
242,snbmo09_1_brick-0b84,gpt-4,snbmo0912,brick,1.3,1.0,snbmo09,59.9,20,20
243,dod20_pants-b1d8,gpt-4,dod2058,pants,4.0,3.1,dod20,49.5,20,20
244,dod20_pants-a6b1,gpt-4,dod2083,pants,3.7,3.8,dod20,53.2,20,20
245,setal08_4.0-1c85,gpt-4,setal08150,knife,2.0,2.0,setal08,52.0,20,20
246,motesf_bottle-c460,gpt-4,motesf1700,bottle,3.3,3.4,motesf,59.0,20,20
247,bs12_brick-5c9f,gpt-4,bs1217,brick,1.0,1.0,bs12,57.5,20,20
248,snbmo09_1_brick-48f2,gpt-4,snbmo0929,brick,3.0,3.0,snbmo09,57.7,20,20
249,setal08_4.0-2ddb,gpt-4,setal088,knife,1.5,1.0,setal08,51.8,20,20
250,hmsl_brick-66c3,gpt-4,hmslw07hiE91,brick,1.3,1.2,hmsl,58.4,20,20
251,snbmo09_1_brick-4627,gpt-4,snbmo0985,brick,1.3,1.5,snbmo09,64.6,20,20
252,snbmo09_1_brick-90ef,gpt-4,snbmo0958,brick,1.8,2.0,snbmo09,61.5,20,20
253,bs12_brick-a24a,gpt-4,bs1266,brick,1.4,3.2,bs12,60.5,20,20
254,snbmo09_1_brick-897b,gpt-4,snbmo0928,brick,1.3,1.0,snbmo09,59.6,20,20
255,betal18_box-ce81,gpt-4,betal182084,box,1.6,1.8,betal18,53.3,20,20
256,snb17_box-5ff1,gpt-4,snb1735,box,3.3,2.4,snb17,56.5,20,20
257,motesf_hat-a9f7,gpt-4,motesf757b,hat,1.6,1.0,motesf,64.7,20,20
258,dod20_bottle-7bd1,gpt-4,dod2082,bottle,1.8,2.8,dod20,62.5,20,20
259,snbmo09_3_box-db5f,gpt-4,snbmo093,box,2.3,2.5,snbmo09,52.0,20,20
260,snbmo09_1_brick-d179,gpt-4,snbmo0957,brick,3.3,4.8,snbmo09,60.4,20,20
261,setal08_4.0-0735,gpt-4,setal0862,knife,1.7000000000000002,1.6,setal08,55.2,20,20
262,snbmo09_2_knife-271e,gpt-4,snbmo09125,knife,2.0,2.2,snbmo09,52.7,20,20
263,dod20_fork-1121,gpt-4,dod2029,fork,1.0,1.0,dod20,48.8,20,20
264,bs12_brick-00cc,gpt-4,bs1241,brick,1.4,1.2,bs12,59.9,20,20
265,bs12_brick-3ce3,gpt-4,bs1226,brick,2.5,4.0,bs12,58.9,20,20
266,betal18_box-25d4,gpt-4,betal182166,box,1.6,1.8,betal18,52.7,20,20
267,snbmo09_1_brick-d908,gpt-4,snbmo0945,brick,2.0,4.0,snbmo09,61.4,20,20
268,snb17_rope-a487,gpt-4,snb1780,rope,1.3,1.8,snb17,52.3,20,20
269,bs12_brick-e5d3,gpt-4,bs121,brick,1.4,1.0,bs12,59.5,20,20
270,dod20_book-663b,gpt-4,dod2019,book,3.0,3.2,dod20,46.5,20,20
271,snb17_rope-2da6,gpt-4,snb17106,rope,1.3,1.1,snb17,54.4,20,20
272,bs12_brick-1a15,gpt-4,bs1291,brick,3.4,4.5,bs12,61.9,20,20
273,setal08_1.0-5d71,gpt-4,setal0864,brick,1.7000000000000002,1.2,setal08,61.4,20,20
274,bs12_brick-49e4,gpt-4,bs12108,brick,1.4,4.0,bs12,59.0,20,20
275,motesf_spoon-fd61,gpt-4,motesff033,spoon,2.1,2.5,motesf,65.6,20,20
276,dod20_bottle-1498,gpt-4,dod2058,bottle,3.0,3.4,dod20,64.0,20,20
277,setal08_1.0-7159,gpt-4,setal08191,brick,1.7000000000000002,2.0,setal08,59.8,20,20
