,id,model,participant,prompt,target,predicted,src,total_tokens,nexamples,ncompletions
54,hmsl_paperclip-56b4,gpt3-davinci,hmslUBn73eP3,paperclip,2.0,3.0,hmsl,17.4,0,10
55,hmsl_brick-7bf6,gpt3-davinci,hmsl1y5hCDj2,brick,3.5,1.0,hmsl,18.1,0,10
56,snb17_box-855d,gpt3-davinci,snb17111,box,2.3,4.0,snb17,17.1,0,10
57,setal08_1.0-16af,gpt3-davinci,setal0899,brick,1.2,5.0,setal08,16.7,0,10
58,setal08_1.0-4b13,gpt3-davinci,setal08130,brick,2.3,3.5,setal08,18.7,0,10
59,hmsl_brick-3b90,gpt3-davinci,hmsl9wW6AB6o,brick,2.2,1.5,hmsl,16.7,0,10
60,setal08_4.0-58cf,gpt3-davinci,setal0852,knife,2.3,0.5,setal08,19.0,0,10
61,snb17_box-299e,gpt3-davinci,snb17141,box,1.3,0.5,snb17,16.6,0,10
62,snb17_box-dc4d,gpt3-davinci,snb1745,box,3.7,4.5,snb17,16.3,0,10
63,motesp_g1_pencil-cdcd,gpt3-davinci,motesp31MB,pencil,4.3,,motesp,,0,10
64,setal08_4.0-2e87,gpt3-davinci,setal08174,knife,1.3,5.0,setal08,16.2,0,10
65,setal08_4.0-2e87,gpt3-davinci,setal08174,knife,1.3,5.0,setal08,16.2,0,10
66,dod20_rope-93d4,gpt3-davinci,dod2054,rope,2.2,5.0,dod20,15.4,0,10
67,betal18_rope-f6cd,gpt3-davinci,betal182128,rope,1.3,3.0,betal18,17.0,0,10
68,snbmo09_2_knife-5e62,gpt3-davinci,snbmo0935,knife,2.5,1.5,snbmo09,18.5,0,10
69,snb17_rope-e433,gpt3-davinci,snb1732,rope,1.3,5.0,snb17,14.3,0,10
70,snb17_rope-e433,gpt3-davinci,snb1732,rope,1.3,5.0,snb17,14.3,0,10
71,snb17_rope-e433,gpt3-davinci,snb1732,rope,1.3,5.0,snb17,14.3,0,10
72,dod20_pants-dd2d,gpt3-davinci,dod2057,pants,3.8,3.0,dod20,16.0,0,10
73,setal08_4.0-4ade,gpt3-davinci,setal0877,knife,2.3,2.5,setal08,17.6,0,10
74,dod20_rope-b94c,gpt3-davinci,dod204,rope,3.5,0.5,dod20,21.5,0,10
75,bs12_brick-581d,gpt3-davinci,bs12127,brick,1.4,1.5,bs12,16.6,0,10
76,bs12_brick-af7b,gpt3-davinci,bs1213,brick,1.5,1.5,bs12,18.4,0,10
77,snbmo09_2_knife-0856,gpt3-davinci,snbmo0922,knife,1.5,2.0,snbmo09,22.7,0,10
78,betal18_rope-48e9,gpt3-davinci,betal182100,rope,2.4,1.5,betal18,18.8,0,10
79,motesf_toothbrush-a047,gpt3-davinci,motesf839a,toothbrush,3.0,1.0,motesf,21.5,0,10
80,betal18_rope-f10f,gpt3-davinci,betal182033,rope,1.9,3.5,betal18,20.4,0,10
81,dod20_shovel-757d,gpt3-davinci,dod2048,shovel,3.0,5.0,dod20,20.0,0,10
82,dod20_shovel-757d,gpt3-davinci,dod2048,shovel,3.0,5.0,dod20,20.0,0,10
83,hmsl_paperclip-6701,gpt3-davinci,hmslEqZE362k,paperclip,2.8,2.0,hmsl,18.8,0,10
84,dod20_pants-e056,gpt3-davinci,dod2017,pants,2.3,3.5,dod20,15.8,0,10
85,motesf_bottle-00f7,gpt3-davinci,motesfdb8e,bottle,3.0,4.5,motesf,17.5,0,10
86,motesf_lightbulb-414e,gpt3-davinci,motesf67c6,lightbulb,3.9,2.5,motesf,20.6,0,10
87,motesf_bottle-a96f,gpt3-davinci,motesf0138,bottle,3.9,2.5,motesf,19.9,0,10
88,hmsl_brick-2e0d,gpt3-davinci,hmsl16scmgQe,brick,1.3,5.0,hmsl,21.5,0,10
89,setal08_4.0-f076,gpt3-davinci,setal08239,knife,1.0,1.0,setal08,17.3,0,10
90,hmsl_brick-ac70,gpt3-davinci,hmslPo54U0sz,brick,2.5,4.0,hmsl,20.7,0,10
91,snbmo09_1_brick-ddc9,gpt3-davinci,snbmo0952,brick,1.0,4.5,snbmo09,21.7,0,10
92,hmsl_brick-6540,gpt3-davinci,hmslaKRPi4oZ,brick,1.2,3.0,hmsl,17.2,0,10
93,snbmo09_1_brick-897b,gpt3-davinci,snbmo0928,brick,1.3,1.5,snbmo09,19.7,0,10
94,snbmo09_3_box-407b,gpt3-davinci,snbmo0969,box,2.3,4.5,snbmo09,17.9,0,10
95,hmsl_brick-d91c,gpt3-davinci,hmsl4IpDwdI5,brick,1.2,4.0,hmsl,17.4,0,10
96,hmsl_paperclip-af37,gpt3-davinci,hmsl1zNzBi5Y,paperclip,3.0,5.0,hmsl,18.8,0,10
97,bs12_brick-8cf0,gpt3-davinci,bs1239,brick,1.8,0.5,bs12,23.9,0,10
98,snb17_box-9f1b,gpt3-davinci,snb1753,box,1.7000000000000002,1.5,snb17,17.3,0,10
99,bs12_brick-287d,gpt3-davinci,bs1223,brick,2.2,1.5,bs12,18.9,0,10
100,snb17_box-ffeb,gpt3-davinci,snb1722,box,2.0,2.0,snb17,19.3,0,10
101,motesf_toothbrush-7efd,gpt3-davinci,motesf2a38,toothbrush,2.4,1.5,motesf,22.3,0,10
102,snb17_rope-620c,gpt3-davinci,snb1722,rope,1.7000000000000002,1.5,snb17,17.5,0,10
103,hmsl_paperclip-1b82,gpt3-davinci,hmslww8QYGoO,paperclip,2.2,5.0,hmsl,19.1,0,10
104,snb17_rope-947e,gpt3-davinci,snb1731,rope,1.8,0.5,snb17,15.4,0,10
105,dod20_book-5c75,gpt3-davinci,dod2073,book,3.2,2.0,dod20,14.3,0,10
106,betal18_rope-8f13,gpt3-davinci,betal182136,rope,1.3,5.0,betal18,20.1,0,10
107,setal08_1.0-d398,gpt3-davinci,setal08129,brick,2.0,1.5,setal08,17.0,0,10
108,setal08_4.0-1a04,gpt3-davinci,setal08154,knife,2.0,1.5,setal08,17.4,0,10
109,hmsl_brick-2692,gpt3-davinci,hmslmqMj47H6,brick,4.2,1.5,hmsl,20.4,0,10
110,snb17_box-02f2,gpt3-davinci,snb17106,box,3.7,1.5,snb17,18.0,0,10
111,dod20_book-6baf,gpt3-davinci,dod2074,book,3.8,4.0,dod20,15.7,0,10
112,snbmo09_3_box-ff22,gpt3-davinci,snbmo0929,box,2.5,4.5,snbmo09,17.4,0,10
113,motesp_g1_backpack-652c,gpt3-davinci,motesp8OO,backpack,2.3,1.0,motesp,24.0,0,10
114,snbmo09_3_box-7f69,gpt3-davinci,snbmo0961,box,1.5,0.5,snbmo09,19.1,0,10
115,hmsl_brick-d3d4,gpt3-davinci,hmslb180td4X,brick,1.5,5.0,hmsl,20.2,0,10
116,betal18_box-3073,gpt3-davinci,betal182064,box,1.6,2.5,betal18,16.4,0,10
117,snbmo09_3_box-8248,gpt3-davinci,snbmo09140,box,1.7000000000000002,2.0,snbmo09,16.0,0,10
118,dod20_fork-f403,gpt3-davinci,dod2052,fork,2.2,1.5,dod20,17.6,0,10
119,betal18_box-0210,gpt3-davinci,betal182054,box,1.0,1.0,betal18,16.2,0,10
120,dod20_shovel-ec88,gpt3-davinci,dod2015,shovel,1.8,3.5,dod20,15.4,0,10
121,dod20_pants-4671,gpt3-davinci,dod2081,pants,2.5,4.5,dod20,15.0,0,10
122,bs12_brick-9a7a,gpt3-davinci,bs1255,brick,1.8,1.5,bs12,18.8,0,10
123,setal08_1.0-4ad7,gpt3-davinci,setal08202,brick,1.6,0.5,setal08,17.7,0,10
124,snb17_rope-e9e9,gpt3-davinci,snb17111,rope,2.0,4.0,snb17,15.5,0,10
125,betal18_box-3740,gpt3-davinci,betal182123,box,1.3,2.5,betal18,16.2,0,10
126,snbmo09_3_box-316b,gpt3-davinci,snbmo0998,box,2.3,1.0,snbmo09,16.6,0,10
127,dod20_bottle-006a,gpt3-davinci,dod2081,bottle,2.7,0.5,dod20,20.2,0,10
128,hmsl_paperclip-5497,gpt3-davinci,hmsl5CH3FMbC,paperclip,2.5,4.0,hmsl,20.0,0,10
129,snbmo09_3_box-4511,gpt3-davinci,snbmo0958,box,3.7,3.5,snbmo09,19.6,0,10
130,setal08_4.0-1958,gpt3-davinci,setal08230,knife,2.0,3.5,setal08,15.6,0,10
131,snbmo09_1_brick-57dc,gpt3-davinci,snbmo09167,brick,1.7000000000000002,2.0,snbmo09,18.6,0,10
132,motesf_hat-383f,gpt3-davinci,motesfffd5,hat,3.0,3.0,motesf,18.1,0,10
133,dod20_pants-7552,gpt3-davinci,dod2038,pants,2.2,3.0,dod20,15.7,0,10
134,dod20_book-5b51,gpt3-davinci,dod2013,book,3.0,1.5,dod20,14.3,0,10
135,snb17_rope-c405,gpt3-davinci,snb1761,rope,2.0,2.0,snb17,17.8,0,10
136,hmsl_paperclip-7143,gpt3-davinci,hmslEqZE362k,paperclip,4.0,5.0,hmsl,17.1,0,10
137,hmsl_brick-4878,gpt3-davinci,hmslLPQ9qCo5,brick,3.0,1.5,hmsl,20.0,0,10
138,bs12_brick-a5fd,gpt3-davinci,bs1256,brick,1.4,1.5,bs12,21.7,0,10
139,setal08_4.0-f86c,gpt3-davinci,setal0887,knife,1.7000000000000002,1.0,setal08,15.7,0,10
140,motesf_pencil-fbf5,gpt3-davinci,motesf2b24,pencil,3.0,5.0,motesf,20.4,0,10
141,motesf_lightbulb-78df,gpt3-davinci,motesf735b,lightbulb,3.3,1.0,motesf,25.2,0,10
142,snbmo09_1_brick-41bf,gpt3-davinci,snbmo091,brick,1.3,4.0,snbmo09,17.0,0,10
143,hmsl_paperclip-9f26,gpt3-davinci,hmslC0fi1Rtn,paperclip,3.0,,hmsl,,0,10
144,hmsl_paperclip-8c04,gpt3-davinci,hmslj2pr9SC4,paperclip,3.0,3.0,hmsl,18.5,0,10
145,dod20_pants-9941,gpt3-davinci,dod2013,pants,1.5,1.0,dod20,16.6,0,10
146,dod20_table-154b,gpt3-davinci,dod2040,table,3.8,5.0,dod20,17.6,0,10
147,dod20_table-154b,gpt3-davinci,dod2040,table,3.8,5.0,dod20,17.6,0,10
148,dod20_shovel-59cb,gpt3-davinci,dod2044,shovel,3.5,1.5,dod20,18.8,0,10
149,bs12_brick-cf77,gpt3-davinci,bs1283,brick,1.4,0.5,bs12,19.4,0,10
150,motesf_spoon-0295,gpt3-davinci,motesf6ea9,spoon,2.4,1.5,motesf,18.4,0,10
151,hmsl_brick-3d75,gpt3-davinci,hmslPh94atfW,brick,1.0,0.5,hmsl,20.6,0,10
152,motesf_hat-93b5,gpt3-davinci,motesf48ae,hat,2.4,1.5,motesf,19.9,0,10
153,snb17_rope-07ae,gpt3-davinci,snb17106,rope,2.0,4.0,snb17,16.5,0,10
154,motesf_spoon-dccc,gpt3-davinci,motesfd296,spoon,3.0,3.0,motesf,19.1,0,10
155,snb17_box-2900,gpt3-davinci,snb17131,box,1.0,0.5,snb17,19.3,0,10
156,setal08_1.0-f672,gpt3-davinci,setal08240,brick,2.0,1.5,setal08,18.4,0,10
157,motesf_bottle-febf,gpt3-davinci,motesf6da9,bottle,3.0,3.0,motesf,20.0,0,10
158,setal08_1.0-fca6,gpt3-davinci,setal0889,brick,3.3,3.5,setal08,17.3,0,10
159,snbmo09_2_knife-576c,gpt3-davinci,snbmo09122,knife,2.8,1.5,snbmo09,18.8,0,10
160,hmsl_paperclip-57f5,gpt3-davinci,hmslLcB8W68g,paperclip,1.3,1.0,hmsl,17.1,0,10
161,setal08_1.0-621f,gpt3-davinci,setal0832,brick,2.3,1.5,setal08,19.9,0,10
162,setal08_1.0-3876,gpt3-davinci,setal0830,brick,1.0,0.5,setal08,19.6,0,10
163,motesf_toothbrush-eee3,gpt3-davinci,motesf2665,toothbrush,1.3,3.0,motesf,17.9,0,10
164,bs12_brick-0195,gpt3-davinci,bs1282,brick,1.0,4.5,bs12,17.1,0,10
165,bs12_brick-7106,gpt3-davinci,bs1245,brick,1.0,1.5,bs12,22.0,0,10
166,hmsl_paperclip-2a62,gpt3-davinci,hmslKxZ68Dlf,paperclip,2.5,2.0,hmsl,17.5,0,10
167,dod20_book-46c5,gpt3-davinci,dod2027,book,1.3,0.5,dod20,18.4,0,10
168,hmsl_paperclip-13bc,gpt3-davinci,hmslY14N0CIL,paperclip,3.0,1.5,hmsl,17.2,0,10
169,bs12_brick-01b4,gpt3-davinci,bs1285,brick,1.4,4.0,bs12,18.5,0,10
170,hmsl_paperclip-1213,gpt3-davinci,hmslB58NwC54,paperclip,2.3,1.0,hmsl,16.8,0,10
171,hmsl_brick-a08d,gpt3-davinci,hmsl5T96gwt6,brick,1.8,2.5,hmsl,18.3,0,10
172,betal18_box-d1ed,gpt3-davinci,betal182034,box,1.1,3.5,betal18,19.6,0,10
173,snbmo09_2_knife-a345,gpt3-davinci,snbmo0962,knife,2.2,2.0,snbmo09,16.1,0,10
174,dod20_table-c9b7,gpt3-davinci,dod2031,table,4.0,3.5,dod20,16.0,0,10
175,snbmo09_1_brick-8f44,gpt3-davinci,snbmo09190,brick,1.0,2.5,snbmo09,18.6,0,10
176,snbmo09_2_knife-c7a5,gpt3-davinci,snbmo09116,knife,3.0,2.0,snbmo09,16.9,0,10
177,snb17_rope-b3a3,gpt3-davinci,snb17106,rope,1.3,1.5,snb17,20.9,0,10
178,motesf_sock-1133,gpt3-davinci,motesf0e01,sock,3.6,3.5,motesf,20.5,0,10
179,snbmo09_2_knife-2a75,gpt3-davinci,snbmo0991,knife,1.0,4.5,snbmo09,17.3,0,10
180,setal08_1.0-c19a,gpt3-davinci,setal08192,brick,1.7000000000000002,3.5,setal08,18.5,0,10
181,dod20_rope-b079,gpt3-davinci,dod2081,rope,1.8,1.5,dod20,16.2,0,10
182,hmsl_brick-b705,gpt3-davinci,hmsllw50p93r,brick,2.8,0.5,hmsl,19.7,0,10
183,dod20_rope-bd90,gpt3-davinci,dod208,rope,1.5,1.5,dod20,16.7,0,10
184,hmsl_paperclip-7a9a,gpt3-davinci,hmsl25D5c5m2,paperclip,3.2,5.0,hmsl,16.1,0,10
185,hmsl_paperclip-7a9a,gpt3-davinci,hmsl25D5c5m2,paperclip,3.2,5.0,hmsl,16.1,0,10
186,hmsl_paperclip-7a9a,gpt3-davinci,hmsl25D5c5m2,paperclip,3.2,5.0,hmsl,16.1,0,10
187,dod20_brick-abb9,gpt3-davinci,dod209,brick,1.0,1.0,dod20,17.6,0,10
188,motesp_g1_hat-9ebb,gpt3-davinci,motesp15CP,hat,3.2,,motesp,,0,10
189,bs12_brick-5bdd,gpt3-davinci,bs12114,brick,1.8,3.5,bs12,15.7,0,10
190,motesf_spoon-7b3c,gpt3-davinci,motesf0041,spoon,3.3,4.0,motesf,21.6,0,10
191,setal08_1.0-63e6,gpt3-davinci,setal08196,brick,1.7000000000000002,2.0,setal08,18.8,0,10
192,motesf_ball-0984,gpt3-davinci,motesf57ae,ball,3.6,3.5,motesf,20.6,0,10
193,setal08_4.0-a61c,gpt3-davinci,setal08228,knife,1.7000000000000002,2.0,setal08,17.1,0,10
194,hmsl_paperclip-caee,gpt3-davinci,hmsl26AI7yNO,paperclip,2.2,3.0,hmsl,16.0,0,10
195,motesf_ball-3a55,gpt3-davinci,motesffc22,ball,2.1,1.5,motesf,23.6,0,10
196,motesp_g1_shoe-f4ea,gpt3-davinci,motesp24ES,shoe,3.7,,motesp,,0,10
197,setal08_1.0-ed05,gpt3-davinci,setal08147,brick,1.3,3.5,setal08,17.8,0,10
198,motesf_pencil-ef82,gpt3-davinci,motesf274a,pencil,3.3,0.5,motesf,19.8,0,10
199,snb17_box-6d44,gpt3-davinci,snb1714,box,2.0,1.5,snb17,16.1,0,10
200,setal08_1.0-2840,gpt3-davinci,setal08113,brick,1.3,3.5,setal08,18.7,0,10
201,hmsl_brick-9add,gpt3-davinci,hmslPo54U0sz,brick,1.8,4.5,hmsl,23.1,0,10
202,snbmo09_3_box-d38f,gpt3-davinci,snbmo0945,box,1.3,1.0,snbmo09,17.0,0,10
203,setal08_1.0-7fe2,gpt3-davinci,setal08216,brick,1.0,2.5,setal08,19.4,0,10
204,snb17_rope-ed20,gpt3-davinci,snb1783,rope,2.7,0.5,snb17,16.3,0,10
205,setal08_4.0-0cbe,gpt3-davinci,setal0884,knife,1.3,1.0,setal08,20.2,0,10
206,snbmo09_3_box-a585,gpt3-davinci,snbmo09158,box,1.2,1.0,snbmo09,16.8,0,10
207,setal08_1.0-82e2,gpt3-davinci,setal08148,brick,1.3,2.0,setal08,18.0,0,10
208,snbmo09_3_box-fdc6,gpt3-davinci,snbmo0964,box,2.8,3.0,snbmo09,17.0,0,10
209,betal18_rope-f94e,gpt3-davinci,betal182026,rope,2.1,1.0,betal18,17.0,0,10
210,dod20_fork-c418,gpt3-davinci,dod2018,fork,3.0,2.5,dod20,14.3,0,10
211,setal08_4.0-0b82,gpt3-davinci,setal08102,knife,1.3,2.0,setal08,17.8,0,10
212,betal18_rope-6b07,gpt3-davinci,betal182101,rope,2.7,2.5,betal18,25.1,0,10
213,setal08_1.0-5d76,gpt3-davinci,setal0895,brick,1.7000000000000002,0.5,setal08,20.6,0,10
214,betal18_rope-d427,gpt3-davinci,betal182156,rope,1.9,5.0,betal18,17.2,0,10
215,snbmo09_1_brick-6864,gpt3-davinci,snbmo09153,brick,1.3,2.5,snbmo09,25.2,0,10
216,dod20_rope-28e3,gpt3-davinci,dod2070,rope,2.5,3.5,dod20,16.2,0,10
217,hmsl_brick-300d,gpt3-davinci,hmsl3rG4FDn6,brick,2.0,2.5,hmsl,18.1,0,10
218,hmsl_paperclip-e260,gpt3-davinci,hmsl7W51SJ6r,paperclip,2.0,1.0,hmsl,17.7,0,10
219,setal08_1.0-b575,gpt3-davinci,setal0834,brick,2.3,2.5,setal08,20.3,0,10
220,setal08_1.0-4cce,gpt3-davinci,setal08213,brick,2.7,2.5,setal08,17.2,0,10
221,snb17_rope-f6a3,gpt3-davinci,snb17115,rope,1.0,2.5,snb17,15.3,0,10
222,hmsl_paperclip-d491,gpt3-davinci,hmslSGoXL6xi,paperclip,2.5,2.0,hmsl,15.9,0,10
223,hmsl_brick-66c3,gpt3-davinci,hmslw07hiE91,brick,1.3,1.0,hmsl,18.0,0,10
224,hmsl_paperclip-a96d,gpt3-davinci,hmslRW7306rQ,paperclip,2.2,4.5,hmsl,17.2,0,10
225,snbmo09_3_box-422d,gpt3-davinci,snbmo09146,box,3.0,,snbmo09,,0,10
226,motesf_ball-c569,gpt3-davinci,motesf8efb,ball,3.0,4.0,motesf,17.8,0,10
227,bs12_brick-e969,gpt3-davinci,bs1220,brick,1.4,1.0,bs12,25.2,0,10
228,motesf_sock-6c9d,gpt3-davinci,motesf502e,sock,4.1,2.0,motesf,20.8,0,10
229,bs12_brick-801f,gpt3-davinci,bs123,brick,2.2,1.5,bs12,18.4,0,10
230,setal08_1.0-d8a1,gpt3-davinci,setal08147,brick,2.7,5.0,setal08,15.8,0,10
231,bs12_brick-9532,gpt3-davinci,bs12108,brick,1.4,1.5,bs12,17.4,0,10
232,betal18_box-ffa7,gpt3-davinci,betal182168,box,1.6,2.0,betal18,17.3,0,10
233,setal08_4.0-e043,gpt3-davinci,setal0837,knife,1.7000000000000002,3.0,setal08,16.2,0,10
234,hmsl_paperclip-4a70,gpt3-davinci,hmslLr6WcnQu,paperclip,2.0,,hmsl,,0,10
235,snb17_rope-4a62,gpt3-davinci,snb17130,rope,1.0,0.5,snb17,18.2,0,10
236,setal08_1.0-bcbb,gpt3-davinci,setal08122,brick,1.3,3.0,setal08,17.6,0,10
237,setal08_1.0-0edf,gpt3-davinci,setal08223,brick,2.3,4.0,setal08,15.5,0,10
238,motesf_toothbrush-2dec,gpt3-davinci,motesf5878,toothbrush,2.4,0.5,motesf,23.4,0,10
239,snbmo09_3_box-f28a,gpt3-davinci,snbmo09117,box,1.8,1.5,snbmo09,19.0,0,10
240,dod20_rope-2878,gpt3-davinci,dod2064,rope,2.2,1.0,dod20,18.1,0,10
241,setal08_1.0-727e,gpt3-davinci,setal08216,brick,2.0,0.5,setal08,15.6,0,10
242,setal08_4.0-5061,gpt3-davinci,setal08135,knife,2.3,3.5,setal08,17.5,0,10
243,snbmo09_2_knife-4759,gpt3-davinci,snbmo09171,knife,1.2,1.5,snbmo09,16.3,0,10
244,setal08_1.0-5955,gpt3-davinci,setal08112,brick,1.7000000000000002,3.0,setal08,14.9,0,10
245,dod20_table-7230,gpt3-davinci,dod2045,table,1.5,1.5,dod20,14.4,0,10
246,dod20_book-9940,gpt3-davinci,dod2077,book,1.3,1.0,dod20,20.4,0,10
247,dod20_shovel-931e,gpt3-davinci,dod2059,shovel,4.0,1.0,dod20,13.8,0,10
248,hmsl_brick-483e,gpt3-davinci,hmslPY70kA2n,brick,1.8,0.5,hmsl,18.5,0,10
249,dod20_shoe-bab5,gpt3-davinci,dod2056,shoe,4.7,1.5,dod20,17.5,0,10
250,motesf_spoon-b38e,gpt3-davinci,motesf642e,spoon,3.3,3.5,motesf,20.5,0,10
251,dod20_book-2da9,gpt3-davinci,dod2042,book,4.5,2.0,dod20,22.0,0,10
252,hmsl_brick-4c51,gpt3-davinci,hmslS91lo83T,brick,1.5,1.5,hmsl,18.3,0,10
253,motesf_pencil-4ba4,gpt3-davinci,motesf2665,pencil,1.3,0.5,motesf,21.5,0,10
254,bs12_brick-70bc,gpt3-davinci,bs1212,brick,3.0,2.5,bs12,15.8,0,10
255,dod20_pants-c7af,gpt3-davinci,dod2043,pants,2.7,2.5,dod20,16.4,0,10
256,dod20_bottle-1ff6,gpt3-davinci,dod2075,bottle,3.0,2.0,dod20,16.7,0,10
257,snbmo09_2_knife-ebea,gpt3-davinci,snbmo09181,knife,1.6,5.0,snbmo09,17.5,0,10
258,betal18_box-348d,gpt3-davinci,betal182044,box,3.6,3.0,betal18,22.9,0,10
259,motesf_sock-13eb,gpt3-davinci,motesf6da3,sock,3.3,3.0,motesf,22.0,0,10
260,snb17_box-e6eb,gpt3-davinci,snb17107,box,1.7000000000000002,4.5,snb17,18.7,0,10
