,id,model,participant,prompt,target,predicted,src,total_tokens,nexamples,ncompletions
48,hmsl_paperclip-1de4,gpt3-davinci,hmsl5fii6yAD,paperclip,2.2,3.5,hmsl,17.2,5,5
49,setal08_1.0-49d8,gpt3-davinci,setal08109,brick,1.8,1.2,setal08,18.4,5,5
50,motesf_hat-4bfc,gpt3-davinci,motesf950a,hat,2.7,3.4,motesf,21.6,5,5
51,setal08_1.0-af02,gpt3-davinci,setal0897,brick,1.7000000000000002,2.4,setal08,18.3,5,5
52,hmsl_brick-1465,gpt3-davinci,hmslMr20YMh5,brick,2.8,1.3,hmsl,16.6,5,5
53,hmsl_paperclip-56b4,gpt3-davinci,hmslUBn73eP3,paperclip,2.0,4.0,hmsl,17.9,5,5
54,hmsl_brick-7bf6,gpt3-davinci,hmsl1y5hCDj2,brick,3.5,1.9,hmsl,17.1,5,5
55,snb17_box-855d,gpt3-davinci,snb17111,box,2.3,1.0,snb17,15.9,5,5
56,setal08_1.0-16af,gpt3-davinci,setal0899,brick,1.2,1.9,setal08,16.8,5,5
57,setal08_1.0-4b13,gpt3-davinci,setal08130,brick,2.3,1.1,setal08,15.8,5,5
58,hmsl_brick-3b90,gpt3-davinci,hmsl9wW6AB6o,brick,2.2,1.6,hmsl,16.9,5,5
59,setal08_4.0-58cf,gpt3-davinci,setal0852,knife,2.3,1.0,setal08,17.8,5,5
60,snb17_box-299e,gpt3-davinci,snb17141,box,1.3,1.0,snb17,16.1,5,5
61,snb17_box-dc4d,gpt3-davinci,snb1745,box,3.7,4.0,snb17,16.8,5,5
62,motesp_g1_pencil-cdcd,gpt3-davinci,motesp31MB,pencil,4.3,,motesp,,5,5
63,setal08_4.0-2e87,gpt3-davinci,setal08174,knife,1.3,5.0,setal08,16.7,5,5
64,dod20_rope-93d4,gpt3-davinci,dod2054,rope,2.2,1.0,dod20,16.0,5,5
65,betal18_rope-f6cd,gpt3-davinci,betal182128,rope,1.3,1.6,betal18,15.0,5,5
66,snbmo09_2_knife-5e62,gpt3-davinci,snbmo0935,knife,2.5,1.0,snbmo09,19.1,5,5
67,snb17_rope-e433,gpt3-davinci,snb1732,rope,1.3,1.9,snb17,15.4,5,5
68,dod20_pants-dd2d,gpt3-davinci,dod2057,pants,3.8,5.0,dod20,15.6,5,5
69,setal08_4.0-4ade,gpt3-davinci,setal0877,knife,2.3,3.6,setal08,17.6,5,5
70,dod20_rope-b94c,gpt3-davinci,dod204,rope,3.5,3.3,dod20,15.3,5,5
71,bs12_brick-581d,gpt3-davinci,bs12127,brick,1.4,1.9,bs12,16.6,5,5
72,bs12_brick-af7b,gpt3-davinci,bs1213,brick,1.5,1.5,bs12,17.3,5,5
73,snbmo09_2_knife-0856,gpt3-davinci,snbmo0922,knife,1.5,3.3,snbmo09,16.3,5,5
74,betal18_rope-48e9,gpt3-davinci,betal182100,rope,2.4,1.0,betal18,15.5,5,5
75,motesf_toothbrush-a047,gpt3-davinci,motesf839a,toothbrush,3.0,2.4,motesf,20.4,5,5
76,betal18_rope-f10f,gpt3-davinci,betal182033,rope,1.9,1.9,betal18,17.8,5,5
77,dod20_shovel-757d,gpt3-davinci,dod2048,shovel,3.0,2.7,dod20,16.8,5,5
78,hmsl_paperclip-6701,gpt3-davinci,hmslEqZE362k,paperclip,2.8,4.0,hmsl,18.3,5,5
79,dod20_pants-e056,gpt3-davinci,dod2017,pants,2.3,4.0,dod20,15.5,5,5
80,motesf_bottle-00f7,gpt3-davinci,motesfdb8e,bottle,3.0,4.0,motesf,19.1,5,5
81,motesf_lightbulb-414e,gpt3-davinci,motesf67c6,lightbulb,3.9,4.5,motesf,22.1,5,5
82,motesf_bottle-a96f,gpt3-davinci,motesf0138,bottle,3.9,4.2,motesf,22.1,5,5
83,hmsl_brick-2e0d,gpt3-davinci,hmsl16scmgQe,brick,1.3,1.0,hmsl,16.5,5,5
84,setal08_4.0-f076,gpt3-davinci,setal08239,knife,1.0,1.0,setal08,17.3,5,5
85,hmsl_brick-ac70,gpt3-davinci,hmslPo54U0sz,brick,2.5,1.3,hmsl,17.3,5,5
86,snbmo09_1_brick-ddc9,gpt3-davinci,snbmo0952,brick,1.0,1.3,snbmo09,16.6,5,5
87,hmsl_brick-6540,gpt3-davinci,hmslaKRPi4oZ,brick,1.2,2.4,hmsl,16.3,5,5
88,snbmo09_1_brick-897b,gpt3-davinci,snbmo0928,brick,1.3,1.3,snbmo09,16.9,5,5
89,snbmo09_3_box-407b,gpt3-davinci,snbmo0969,box,2.3,5.0,snbmo09,20.5,5,5
90,hmsl_brick-d91c,gpt3-davinci,hmsl4IpDwdI5,brick,1.2,1.6,hmsl,16.6,5,5
91,hmsl_paperclip-af37,gpt3-davinci,hmsl1zNzBi5Y,paperclip,3.0,3.0,hmsl,19.4,5,5
92,bs12_brick-8cf0,gpt3-davinci,bs1239,brick,1.8,1.1,bs12,17.4,5,5
93,snb17_box-9f1b,gpt3-davinci,snb1753,box,1.7000000000000002,1.9,snb17,17.0,5,5
94,bs12_brick-287d,gpt3-davinci,bs1223,brick,2.2,3.3,bs12,17.9,5,5
95,snb17_box-ffeb,gpt3-davinci,snb1722,box,2.0,1.0,snb17,16.6,5,5
96,motesf_toothbrush-7efd,gpt3-davinci,motesf2a38,toothbrush,2.4,2.4,motesf,24.3,5,5
97,snb17_rope-620c,gpt3-davinci,snb1722,rope,1.7000000000000002,3.3,snb17,14.9,5,5
98,hmsl_paperclip-1b82,gpt3-davinci,hmslww8QYGoO,paperclip,2.2,1.5,hmsl,17.3,5,5
99,snb17_rope-947e,gpt3-davinci,snb1731,rope,1.8,1.0,snb17,15.0,5,5
100,dod20_book-5c75,gpt3-davinci,dod2073,book,3.2,1.2,dod20,15.7,5,5
101,betal18_rope-8f13,gpt3-davinci,betal182136,rope,1.3,1.3,betal18,16.5,5,5
102,setal08_1.0-d398,gpt3-davinci,setal08129,brick,2.0,1.3,setal08,17.1,5,5
103,setal08_4.0-1a04,gpt3-davinci,setal08154,knife,2.0,4.0,setal08,17.1,5,5
104,hmsl_brick-2692,gpt3-davinci,hmslmqMj47H6,brick,4.2,1.5,hmsl,16.4,5,5
105,snb17_box-02f2,gpt3-davinci,snb17106,box,3.7,1.9,snb17,20.0,5,5
106,dod20_book-6baf,gpt3-davinci,dod2074,book,3.8,1.5,dod20,16.6,5,5
107,snbmo09_3_box-ff22,gpt3-davinci,snbmo0929,box,2.5,3.0,snbmo09,15.9,5,5
108,motesp_g1_backpack-652c,gpt3-davinci,motesp8OO,backpack,2.3,3.3,motesp,23.4,5,5
109,snbmo09_3_box-7f69,gpt3-davinci,snbmo0961,box,1.5,2.3,snbmo09,19.3,5,5
110,hmsl_brick-d3d4,gpt3-davinci,hmslb180td4X,brick,1.5,1.0,hmsl,16.7,5,5
111,betal18_box-3073,gpt3-davinci,betal182064,box,1.6,1.5,betal18,18.4,5,5
112,snbmo09_3_box-8248,gpt3-davinci,snbmo09140,box,1.7000000000000002,1.8,snbmo09,17.2,5,5
113,dod20_fork-f403,gpt3-davinci,dod2052,fork,2.2,4.5,dod20,17.4,5,5
114,betal18_box-0210,gpt3-davinci,betal182054,box,1.0,2.3,betal18,16.2,5,5
115,dod20_shovel-ec88,gpt3-davinci,dod2015,shovel,1.8,2.4,dod20,16.9,5,5
116,dod20_pants-4671,gpt3-davinci,dod2081,pants,2.5,5.0,dod20,14.9,5,5
117,bs12_brick-9a7a,gpt3-davinci,bs1255,brick,1.8,1.1,bs12,19.1,5,5
118,setal08_1.0-4ad7,gpt3-davinci,setal08202,brick,1.6,1.0,setal08,17.5,5,5
119,snb17_rope-e9e9,gpt3-davinci,snb17111,rope,2.0,1.7,snb17,15.5,5,5
120,betal18_box-3740,gpt3-davinci,betal182123,box,1.3,3.5,betal18,16.3,5,5
121,snbmo09_3_box-316b,gpt3-davinci,snbmo0998,box,2.3,1.0,snbmo09,16.8,5,5
122,dod20_bottle-006a,gpt3-davinci,dod2081,bottle,2.7,3.0,dod20,18.7,5,5
123,hmsl_paperclip-5497,gpt3-davinci,hmsl5CH3FMbC,paperclip,2.5,4.0,hmsl,18.7,5,5
124,snbmo09_3_box-4511,gpt3-davinci,snbmo0958,box,3.7,5.0,snbmo09,16.5,5,5
125,setal08_4.0-1958,gpt3-davinci,setal08230,knife,2.0,4.0,setal08,15.8,5,5
126,snbmo09_1_brick-57dc,gpt3-davinci,snbmo09167,brick,1.7000000000000002,1.3,snbmo09,17.6,5,5
127,motesf_hat-383f,gpt3-davinci,motesfffd5,hat,3.0,3.0,motesf,19.7,5,5
128,dod20_pants-7552,gpt3-davinci,dod2038,pants,2.2,3.0,dod20,15.5,5,5
129,dod20_book-5b51,gpt3-davinci,dod2013,book,3.0,1.0,dod20,15.8,5,5
130,snb17_rope-c405,gpt3-davinci,snb1761,rope,2.0,1.0,snb17,15.2,5,5
131,hmsl_paperclip-7143,gpt3-davinci,hmslEqZE362k,paperclip,4.0,3.5,hmsl,18.6,5,5
132,hmsl_brick-4878,gpt3-davinci,hmslLPQ9qCo5,brick,3.0,2.1,hmsl,17.2,5,5
133,bs12_brick-a5fd,gpt3-davinci,bs1256,brick,1.4,1.9,bs12,18.2,5,5
134,setal08_4.0-f86c,gpt3-davinci,setal0887,knife,1.7000000000000002,3.3,setal08,16.0,5,5
135,motesf_pencil-fbf5,gpt3-davinci,motesf2b24,pencil,3.0,2.4,motesf,20.0,5,5
136,motesf_lightbulb-78df,gpt3-davinci,motesf735b,lightbulb,3.3,2.5,motesf,25.1,5,5
137,snbmo09_1_brick-41bf,gpt3-davinci,snbmo091,brick,1.3,1.0,snbmo09,17.7,5,5
138,hmsl_paperclip-9f26,gpt3-davinci,hmslC0fi1Rtn,paperclip,3.0,,hmsl,,5,5
139,hmsl_paperclip-8c04,gpt3-davinci,hmslj2pr9SC4,paperclip,3.0,3.5,hmsl,18.4,5,5
140,dod20_pants-9941,gpt3-davinci,dod2013,pants,1.5,2.0,dod20,17.0,5,5
141,dod20_table-154b,gpt3-davinci,dod2040,table,3.8,4.0,dod20,16.5,5,5
142,dod20_shovel-59cb,gpt3-davinci,dod2044,shovel,3.5,4.5,dod20,16.2,5,5
143,bs12_brick-cf77,gpt3-davinci,bs1283,brick,1.4,5.0,bs12,18.2,5,5
144,motesf_spoon-0295,gpt3-davinci,motesf6ea9,spoon,2.4,2.9,motesf,18.8,5,5
145,hmsl_brick-3d75,gpt3-davinci,hmslPh94atfW,brick,1.0,1.1,hmsl,17.0,5,5
146,motesf_hat-93b5,gpt3-davinci,motesf48ae,hat,2.4,2.6,motesf,18.9,5,5
147,snb17_rope-07ae,gpt3-davinci,snb17106,rope,2.0,1.0,snb17,16.3,5,5
148,motesf_spoon-dccc,gpt3-davinci,motesfd296,spoon,3.0,2.5,motesf,18.9,5,5
149,snb17_box-2900,gpt3-davinci,snb17131,box,1.0,1.0,snb17,17.2,5,5
150,setal08_1.0-f672,gpt3-davinci,setal08240,brick,2.0,1.8,setal08,17.0,5,5
151,motesf_bottle-febf,gpt3-davinci,motesf6da9,bottle,3.0,3.5,motesf,19.6,5,5
152,setal08_1.0-fca6,gpt3-davinci,setal0889,brick,3.3,1.9,setal08,18.4,5,5
153,snbmo09_2_knife-576c,gpt3-davinci,snbmo09122,knife,2.8,3.3,snbmo09,18.4,5,5
154,hmsl_paperclip-57f5,gpt3-davinci,hmslLcB8W68g,paperclip,1.3,1.4,hmsl,17.7,5,5
155,setal08_1.0-621f,gpt3-davinci,setal0832,brick,2.3,1.1,setal08,17.8,5,5
156,setal08_1.0-3876,gpt3-davinci,setal0830,brick,1.0,1.1,setal08,16.0,5,5
157,motesf_toothbrush-eee3,gpt3-davinci,motesf2665,toothbrush,1.3,1.0,motesf,20.2,5,5
158,bs12_brick-0195,gpt3-davinci,bs1282,brick,1.0,1.0,bs12,15.7,5,5
159,bs12_brick-7106,gpt3-davinci,bs1245,brick,1.0,1.2,bs12,16.4,5,5
160,hmsl_paperclip-2a62,gpt3-davinci,hmslKxZ68Dlf,paperclip,2.5,2.0,hmsl,17.5,5,5
161,dod20_book-46c5,gpt3-davinci,dod2027,book,1.3,5.0,dod20,15.7,5,5
162,hmsl_paperclip-13bc,gpt3-davinci,hmslY14N0CIL,paperclip,3.0,3.5,hmsl,19.3,5,5
163,bs12_brick-01b4,gpt3-davinci,bs1285,brick,1.4,1.0,bs12,18.2,5,5
164,hmsl_paperclip-1213,gpt3-davinci,hmslB58NwC54,paperclip,2.3,2.5,hmsl,17.7,5,5
165,hmsl_brick-a08d,gpt3-davinci,hmsl5T96gwt6,brick,1.8,1.6,hmsl,17.1,5,5
166,betal18_box-d1ed,gpt3-davinci,betal182034,box,1.1,1.0,betal18,16.2,5,5
167,snbmo09_2_knife-a345,gpt3-davinci,snbmo0962,knife,2.2,1.0,snbmo09,16.6,5,5
168,dod20_table-c9b7,gpt3-davinci,dod2031,table,4.0,4.0,dod20,17.3,5,5
169,snbmo09_1_brick-8f44,gpt3-davinci,snbmo09190,brick,1.0,1.3,snbmo09,20.4,5,5
170,snbmo09_2_knife-c7a5,gpt3-davinci,snbmo09116,knife,3.0,5.0,snbmo09,16.3,5,5
171,snb17_rope-b3a3,gpt3-davinci,snb17106,rope,1.3,1.0,snb17,16.3,5,5
172,motesf_sock-1133,gpt3-davinci,motesf0e01,sock,3.6,3.5,motesf,21.7,5,5
173,snbmo09_2_knife-2a75,gpt3-davinci,snbmo0991,knife,1.0,1.0,snbmo09,16.8,5,5
174,setal08_1.0-c19a,gpt3-davinci,setal08192,brick,1.7000000000000002,1.9,setal08,16.4,5,5
175,dod20_rope-b079,gpt3-davinci,dod2081,rope,1.8,1.0,dod20,15.9,5,5
176,hmsl_brick-b705,gpt3-davinci,hmsllw50p93r,brick,2.8,1.2,hmsl,17.6,5,5
177,dod20_rope-bd90,gpt3-davinci,dod208,rope,1.5,1.0,dod20,15.6,5,5
178,hmsl_paperclip-7a9a,gpt3-davinci,hmsl25D5c5m2,paperclip,3.2,3.5,hmsl,17.4,5,5
179,dod20_brick-abb9,gpt3-davinci,dod209,brick,1.0,1.3,dod20,17.8,5,5
180,motesp_g1_hat-9ebb,gpt3-davinci,motesp15CP,hat,3.2,,motesp,,5,5
181,bs12_brick-5bdd,gpt3-davinci,bs12114,brick,1.8,3.0,bs12,15.7,5,5
182,motesf_spoon-7b3c,gpt3-davinci,motesf0041,spoon,3.3,2.0,motesf,18.6,5,5
183,setal08_1.0-63e6,gpt3-davinci,setal08196,brick,1.7000000000000002,1.6,setal08,16.8,5,5
184,motesf_ball-0984,gpt3-davinci,motesf57ae,ball,3.6,4.2,motesf,21.3,5,5
185,setal08_4.0-a61c,gpt3-davinci,setal08228,knife,1.7000000000000002,4.3,setal08,16.8,5,5
186,hmsl_paperclip-caee,gpt3-davinci,hmsl26AI7yNO,paperclip,2.2,4.0,hmsl,17.7,5,5
187,motesf_ball-3a55,gpt3-davinci,motesffc22,ball,2.1,2.3,motesf,23.6,5,5
188,motesp_g1_shoe-f4ea,gpt3-davinci,motesp24ES,shoe,3.7,,motesp,,5,5
189,setal08_1.0-ed05,gpt3-davinci,setal08147,brick,1.3,1.9,setal08,17.2,5,5
190,motesf_pencil-ef82,gpt3-davinci,motesf274a,pencil,3.3,2.3,motesf,20.0,5,5
191,snb17_box-6d44,gpt3-davinci,snb1714,box,2.0,1.0,snb17,15.6,5,5
192,setal08_1.0-2840,gpt3-davinci,setal08113,brick,1.3,1.2,setal08,16.6,5,5
193,hmsl_brick-9add,gpt3-davinci,hmslPo54U0sz,brick,1.8,1.3,hmsl,17.0,5,5
194,snbmo09_3_box-d38f,gpt3-davinci,snbmo0945,box,1.3,0.8,snbmo09,16.0,5,5
195,setal08_1.0-7fe2,gpt3-davinci,setal08216,brick,1.0,1.9,setal08,16.2,5,5
196,snb17_rope-ed20,gpt3-davinci,snb1783,rope,2.7,1.0,snb17,16.1,5,5
197,setal08_4.0-0cbe,gpt3-davinci,setal0884,knife,1.3,3.0,setal08,16.6,5,5
198,snbmo09_3_box-a585,gpt3-davinci,snbmo09158,box,1.2,1.9,snbmo09,16.9,5,5
199,setal08_1.0-82e2,gpt3-davinci,setal08148,brick,1.3,1.6,setal08,17.3,5,5
200,snbmo09_3_box-fdc6,gpt3-davinci,snbmo0964,box,2.8,1.1,snbmo09,16.2,5,5
201,betal18_rope-f94e,gpt3-davinci,betal182026,rope,2.1,1.7,betal18,15.6,5,5
202,dod20_fork-c418,gpt3-davinci,dod2018,fork,3.0,4.0,dod20,16.3,5,5
203,setal08_4.0-0b82,gpt3-davinci,setal08102,knife,1.3,1.0,setal08,17.0,5,5
204,betal18_rope-6b07,gpt3-davinci,betal182101,rope,2.7,2.3,betal18,16.3,5,5
205,setal08_1.0-5d76,gpt3-davinci,setal0895,brick,1.7000000000000002,0.8,setal08,16.9,5,5
206,betal18_rope-d427,gpt3-davinci,betal182156,rope,1.9,1.0,betal18,15.4,5,5
207,snbmo09_1_brick-6864,gpt3-davinci,snbmo09153,brick,1.3,1.5,snbmo09,17.8,5,5
208,dod20_rope-28e3,gpt3-davinci,dod2070,rope,2.5,1.0,dod20,16.0,5,5
209,hmsl_brick-300d,gpt3-davinci,hmsl3rG4FDn6,brick,2.0,1.5,hmsl,16.6,5,5
210,hmsl_paperclip-e260,gpt3-davinci,hmsl7W51SJ6r,paperclip,2.0,3.0,hmsl,18.1,5,5
211,setal08_1.0-b575,gpt3-davinci,setal0834,brick,2.3,1.3,setal08,16.5,5,5
212,setal08_1.0-4cce,gpt3-davinci,setal08213,brick,2.7,1.5,setal08,16.6,5,5
213,snb17_rope-f6a3,gpt3-davinci,snb17115,rope,1.0,1.7,snb17,15.7,5,5
214,hmsl_paperclip-d491,gpt3-davinci,hmslSGoXL6xi,paperclip,2.5,3.0,hmsl,17.6,5,5
215,hmsl_brick-66c3,gpt3-davinci,hmslw07hiE91,brick,1.3,1.2,hmsl,18.1,5,5
216,hmsl_paperclip-a96d,gpt3-davinci,hmslRW7306rQ,paperclip,2.2,1.2,hmsl,17.6,5,5
217,snbmo09_3_box-422d,gpt3-davinci,snbmo09146,box,3.0,4.7,snbmo09,17.2,5,5
218,motesf_ball-c569,gpt3-davinci,motesf8efb,ball,3.0,4.3,motesf,20.9,5,5
219,bs12_brick-e969,gpt3-davinci,bs1220,brick,1.4,1.6,bs12,17.4,5,5
220,motesf_sock-6c9d,gpt3-davinci,motesf502e,sock,4.1,4.0,motesf,23.1,5,5
221,bs12_brick-801f,gpt3-davinci,bs123,brick,2.2,2.8,bs12,18.6,5,5
222,setal08_1.0-d8a1,gpt3-davinci,setal08147,brick,2.7,1.6,setal08,18.7,5,5
223,bs12_brick-9532,gpt3-davinci,bs12108,brick,1.4,1.8,bs12,16.8,5,5
224,betal18_box-ffa7,gpt3-davinci,betal182168,box,1.6,1.5,betal18,16.1,5,5
225,setal08_4.0-e043,gpt3-davinci,setal0837,knife,1.7000000000000002,5.0,setal08,16.4,5,5
226,hmsl_paperclip-4a70,gpt3-davinci,hmslLr6WcnQu,paperclip,2.0,2.0,hmsl,17.5,5,5
227,snb17_rope-4a62,gpt3-davinci,snb17130,rope,1.0,1.0,snb17,15.9,5,5
228,setal08_1.0-bcbb,gpt3-davinci,setal08122,brick,1.3,2.1,setal08,16.8,5,5
229,setal08_1.0-0edf,gpt3-davinci,setal08223,brick,2.3,2.6,setal08,16.5,5,5
230,motesf_toothbrush-2dec,gpt3-davinci,motesf5878,toothbrush,2.4,1.0,motesf,21.5,5,5
231,snbmo09_3_box-f28a,gpt3-davinci,snbmo09117,box,1.8,1.2,snbmo09,16.2,5,5
232,dod20_rope-2878,gpt3-davinci,dod2064,rope,2.2,1.0,dod20,15.7,5,5
233,setal08_1.0-727e,gpt3-davinci,setal08216,brick,2.0,1.0,setal08,16.9,5,5
234,setal08_4.0-5061,gpt3-davinci,setal08135,knife,2.3,1.0,setal08,17.1,5,5
235,snbmo09_2_knife-4759,gpt3-davinci,snbmo09171,knife,1.2,3.3,snbmo09,16.9,5,5
236,setal08_1.0-5955,gpt3-davinci,setal08112,brick,1.7000000000000002,1.0,setal08,16.6,5,5
237,dod20_table-7230,gpt3-davinci,dod2045,table,1.5,1.2,dod20,15.1,5,5
238,dod20_book-9940,gpt3-davinci,dod2077,book,1.3,5.0,dod20,15.8,5,5
239,dod20_shovel-931e,gpt3-davinci,dod2059,shovel,4.0,2.7,dod20,15.2,5,5
240,hmsl_brick-483e,gpt3-davinci,hmslPY70kA2n,brick,1.8,1.1,hmsl,16.2,5,5
241,dod20_shoe-bab5,gpt3-davinci,dod2056,shoe,4.7,4.0,dod20,15.4,5,5
242,motesf_spoon-b38e,gpt3-davinci,motesf642e,spoon,3.3,5.0,motesf,17.9,5,5
243,dod20_book-2da9,gpt3-davinci,dod2042,book,4.5,1.0,dod20,17.6,5,5
244,hmsl_brick-4c51,gpt3-davinci,hmslS91lo83T,brick,1.5,1.2,hmsl,17.7,5,5
245,motesf_pencil-4ba4,gpt3-davinci,motesf2665,pencil,1.3,1.0,motesf,22.6,5,5
246,bs12_brick-70bc,gpt3-davinci,bs1212,brick,3.0,2.0,bs12,17.6,5,5
247,dod20_pants-c7af,gpt3-davinci,dod2043,pants,2.7,4.5,dod20,15.9,5,5
248,dod20_bottle-1ff6,gpt3-davinci,dod2075,bottle,3.0,4.8,dod20,18.2,5,5
249,snbmo09_2_knife-ebea,gpt3-davinci,snbmo09181,knife,1.6,4.3,snbmo09,17.0,5,5
250,betal18_box-348d,gpt3-davinci,betal182044,box,3.6,4.0,betal18,16.9,5,5
251,motesf_sock-13eb,gpt3-davinci,motesf6da3,sock,3.3,3.2,motesf,23.6,5,5
252,snb17_box-e6eb,gpt3-davinci,snb17107,box,1.7000000000000002,4.0,snb17,16.7,5,5
253,betal18_box-a2a7,gpt3-davinci,betal182091,box,1.0,1.8,betal18,17.9,5,5
254,setal08_4.0-c537,gpt3-davinci,setal0885,knife,1.0,1.0,setal08,15.9,5,5
255,snb17_rope-c67a,gpt3-davinci,snb1794,rope,2.0,3.0,snb17,15.8,5,5
256,hmsl_brick-786b,gpt3-davinci,hmsl99LrpkPZ,brick,3.5,1.9,hmsl,17.2,5,5
257,hmsl_brick-3111,gpt3-davinci,hmsl74I0f64D,brick,3.0,3.3,hmsl,17.2,5,5
258,motesf_pencil-cfb4,gpt3-davinci,motesfa1d0,pencil,2.7,3.2,motesf,21.0,5,5
259,setal08_1.0-c964,gpt3-davinci,setal08186,brick,1.7000000000000002,1.2,setal08,17.7,5,5
260,hmsl_paperclip-d08a,gpt3-davinci,hmslU4KevCk0,paperclip,2.2,1.2,hmsl,18.2,5,5
