,id,model,participant,prompt,target,predicted,src
74,motesp-g1_ball-22BS,ocs-main,22BS,ball,1.4,0.5421625670191985,motesp
75,motesf_sock-58c5,ocs-main,motesf24b1,sock,4.1,0.8851143401091687,motesf
76,snb17_box-4eaa,ocs-main,snb1733,box,2.3,0.7555944651966678,snb17
77,snbmo09_brick-21cc,ocs-main,snbmo0995,brick,1.0,0.8566583724230158,snbmo09
78,motesf_ball-8118,ocs-main,motesfd296,ball,3.0,0.8302413635804132,motesf
79,snbmo09_brick-5e88,ocs-main,snbmo09145,brick,1.7,0.6683649718761444,snbmo09
80,motesf_hat-a9f7,ocs-main,motesf757b,hat,1.6,0.6092999503896702,motesf
81,hmsl_brick-81f4,ocs-main,hmslz793il3x,brick,1.0,0.5184107104124287,hmsl
82,snbmo09_knife-c764,ocs-main,snbmo0924,knife,2.0,0.8812770094402965,snbmo09
83,setal08_knife-63f1,ocs-main,setal08142,knife,1.3,0.5873886352118721,setal08
84,snbmo09_knife-da8a,ocs-main,snbmo099,knife,1.5,0.8054523691699306,snbmo09
85,dod20_rope-052a,ocs-main,dod2016,rope,3.0,0.8158739417884682,dod20
86,setal08_knife-cd54,ocs-main,setal0895,knife,1.3,0.9582963287830353,setal08
87,setal08_brick-c63d,ocs-main,setal0872,brick,1.3,0.9542475007474422,setal08
88,snb17_rope-9d84,ocs-main,snb17154,rope,1.0,0.7778846512242527,snb17
89,bs12_brick-c950,ocs-main,bs12113,brick,1.8,0.9835480320527906,bs12
90,bs12_brick-5c9f,ocs-main,bs1217,brick,1.0,0.9034099355340004,bs12
91,setal08_brick-3270,ocs-main,setal08168,brick,2.3,0.7875828525171431,setal08
92,motesf_toothbrush-4554,ocs-main,motesf11b9,toothbrush,3.6,0.9052519519423831,motesf
93,betal18_box-f7df,ocs-main,betal182003,box,1.0,0.8578752279281616,betal18
94,betal18_box-f3f1,ocs-main,betal182073,box,1.9,0.7895061820745468,betal18
95,setal08_brick-3260,ocs-main,setal08183,brick,2.0,0.9812968193662718,setal08
96,betal18_rope-f773,ocs-main,betal182126,rope,2.7,0.6750803589820862,betal18
97,hmsl_paperclip-56b4,ocs-main,hmslUBn73eP3,paperclip,2.0,0.8580036047972692,hmsl
98,hmsl_brick-a50b,ocs-main,hmsl9cGn0FdJ,brick,1.8,0.9237756058573723,hmsl
99,snb17_rope-d493,ocs-main,snb1776,rope,2.3,0.7599557338795457,snb17
100,dod20_shoe-94b4,ocs-main,dod2013,shoe,2.2,0.8887828513979912,dod20
101,setal08_knife-503c,ocs-main,setal08172,knife,1.7,0.8273102641105652,setal08
102,motesp-g1_backpack-12AM,ocs-main,12AM,backpack,3.2,1.0024473768812248,motesp
103,hmsl_paperclip-0a20,ocs-main,hmslhj8bSQrN,paperclip,3.8,0.8977156288630179,hmsl
104,betal18_box-c093,ocs-main,betal182031,box,1.0,0.8126287518154478,betal18
105,betal18_box-f387,ocs-main,betal182079,box,1.0,0.8544691354036331,betal18
106,snbmo09_knife-f09f,ocs-main,snbmo09129,knife,2.2,0.8067726888449473,snbmo09
107,hmsl_brick-61bd,ocs-main,hmslY2ov9UYW,brick,3.0,0.935751847922802,hmsl
108,snbmo09_box-bf46,ocs-main,snbmo09176,box,1.0,0.6957231082227971,snbmo09
109,dod20_fork-ecf5,ocs-main,dod2081,fork,2.8,0.887803338215188,dod20
110,bs12_brick-222a,ocs-main,bs1299,brick,2.6,0.9879431154670875,bs12
111,motesf_bottle-77b4,ocs-main,motesf432a,bottle,2.7,0.801961035354482,motesf
112,betal18_box-1b60,ocs-main,betal182026,box,1.6,0.7209698849534782,betal18
113,snb17_box-b393,ocs-main,snb175,box,1.7,0.7657062385704112,snb17
114,setal08_knife-f41d,ocs-main,setal0851,knife,2.3,0.834611889577604,setal08
115,dod20_fork-bbdf,ocs-main,dod2045,fork,2.0,0.838794828556372,dod20
116,hmsl_paperclip-1b82,ocs-main,hmslww8QYGoO,paperclip,2.3,0.7848621904850006,hmsl
117,bs12_brick-3ce3,ocs-main,bs1226,brick,2.6,1.0013393323170021,bs12
118,betal18_box-0cf1,ocs-main,betal182076,box,1.6,1.05908690020442,betal18
119,betal18_box-3bc3,ocs-main,betal182123,box,1.3,0.6654058396816254,betal18
120,snb17_box-1e55,ocs-main,snb17130,box,1.7,0.791498849025817,snb17
121,dod20_fork-2110,ocs-main,dod2078,fork,2.3,0.8264949444940106,dod20
122,snb17_rope-e8e0,ocs-main,snb17151,rope,2.0,0.81925051243615,snb17
123,setal08_knife-e663,ocs-main,setal0813,knife,1.7,0.8939026296138763,setal08
124,setal08_knife-ba03,ocs-main,setal08228,knife,1.3,0.7281597326267033,setal08
125,setal08_knife-a604,ocs-main,setal0858,knife,2.3,0.882267189667921,setal08
126,dod20_shovel-5216,ocs-main,dod2022,shovel,2.8,0.9943868787959218,dod20
127,setal08_brick-ef09,ocs-main,setal0866,brick,1.7,0.9000200142909379,setal08
128,motesf_lightbulb-6975,ocs-main,motesfbac9,lightbulb,3.9,0.9144027572627652,motesf
129,setal08_knife-380a,ocs-main,setal08217,knife,2.3,0.7885802469317962,setal08
130,snb17_box-e6eb,ocs-main,snb17107,box,1.7,0.9032186418771744,snb17
131,setal08_knife-2960,ocs-main,setal0871,knife,1.7,1.0396117728897925,setal08
132,snb17_box-9777,ocs-main,snb1711,box,1.3,0.6947861015796661,snb17
133,betal18_box-61ce,ocs-main,betal182067,box,1.9,0.7467365917783875,betal18
134,hmsl_paperclip-3d7d,ocs-main,hmsl3vBR15MO,paperclip,3.0,0.7101621545847698,hmsl
135,motesf_sock-f1c6,ocs-main,motesfe369,sock,3.6,0.797952800989151,motesf
136,dod20_tire-dabf,ocs-main,dod2016,tire,3.0,0.8233592612947496,dod20
137,hmsl_brick-c1e2,ocs-main,hmsl737W95CH,brick,1.5,0.9024234580761029,hmsl
138,dod20_rope-5899,ocs-main,dod2089,rope,3.0,0.79236476336878,dod20
139,hmsl_paperclip-857b,ocs-main,hmslRF5YP927,paperclip,4.3,0.7781905973830711,hmsl
140,dod20_pants-fda0,ocs-main,dod2036,pants,3.0,0.8358079130320517,dod20
141,snbmo09_brick-1f81,ocs-main,snbmo09155,brick,3.2,0.9674202195348589,snbmo09
142,motesf_spoon-43cf,ocs-main,motesf02e7,spoon,2.4,0.8157901056357602,motesf
143,motesf_toothbrush-2e63,ocs-main,motesf7a61,toothbrush,2.7,0.7151386958207789,motesf
144,dod20_book-cb7e,ocs-main,dod2087,book,3.7,0.8451143292676104,dod20
145,snbmo09_knife-daf0,ocs-main,snbmo09106,knife,1.0,0.78129643201828,snbmo09
146,motesf_bottle-737e,ocs-main,motesff221,bottle,3.6,0.865967244280685,motesf
147,snb17_rope-1e94,ocs-main,snb1795,rope,2.3,0.8834710306667253,snb17
148,motesf_pencil-2929,ocs-main,motesf38af,pencil,3.6,0.946850567604335,motesf
149,dod20_shoe-eae4,ocs-main,dod2018,shoe,2.8,0.7377713588004517,dod20
150,bs12_brick-4e50,ocs-main,bs1215,brick,1.0,0.9226918816566467,bs12
151,motesf_hat-afe2,ocs-main,motesf06eb,hat,4.7,0.8625500328868005,motesf
152,dod20_table-0b8e,ocs-main,dod2042,table,3.2,0.7580887938371104,dod20
153,setal08_knife-4825,ocs-main,setal0853,knife,1.7,0.8962969830823907,setal08
154,betal18_rope-249b,ocs-main,betal182117,rope,3.3,0.8772571050893743,betal18
155,dod20_shovel-ff61,ocs-main,dod203,shovel,3.0,0.5662367343902588,dod20
156,snb17_box-0f9e,ocs-main,snb1740,box,3.0,0.7729390347358653,snb17
157,setal08_brick-3159,ocs-main,setal0848,brick,2.0,0.9209362346130551,setal08
158,setal08_brick-250a,ocs-main,setal08210,brick,1.3,0.8739362540938608,setal08
159,betal18_box-cb5b,ocs-main,betal182051,box,1.3,0.8236681369986067,betal18
160,betal18_box-e921,ocs-main,betal182017,box,2.0,0.8221401572227478,betal18
161,motesp-g1_sock-25AJ,ocs-main,25AJ,sock,3.0,0.8597087325380676,motesp
162,hmsl_brick-c4bf,ocs-main,hmsl4dUr6hnh,brick,3.0,0.9415540503640173,hmsl
163,bs12_brick-c57b,ocs-main,bs1251,brick,1.0,0.9844875094214867,bs12
164,snbmo09_box-ad73,ocs-main,snbmo0981,box,1.4,0.8451332102474023,snbmo09
165,setal08_brick-4706,ocs-main,setal08228,brick,1.7,0.8993363031222339,setal08
166,motesf_sock-26be,ocs-main,motesfcaf1,sock,2.7,0.6779644071322621,motesf
167,hmsl_brick-c35f,ocs-main,hmsl01VqTes5,brick,1.5,0.9215552120600179,hmsl
168,betal18_box-c10d,ocs-main,betal182087,box,1.3,0.7740023285150528,betal18
169,setal08_knife-9ed4,ocs-main,setal0819,knife,1.3,0.7566630172922754,setal08
170,dod20_tire-9583,ocs-main,dod2027,tire,2.7,0.8222574263342296,dod20
171,motesf_toothbrush-a047,ocs-main,motesf839a,toothbrush,3.0,0.8826861343519944,motesf
172,snb17_rope-3d6a,ocs-main,snb17100,rope,2.3,0.7100434005260468,snb17
173,betal18_rope-8b0e,ocs-main,betal182092,rope,3.0,0.8717073975780769,betal18
174,hmsl_brick-e34c,ocs-main,hmslzvXd0H7K,brick,1.7,0.896895132958889,hmsl
175,dod20_fork-f084,ocs-main,dod2071,fork,1.5,0.8168585623260427,dod20
176,snbmo09_brick-2293,ocs-main,snbmo09161,brick,1.7,0.7340312452654018,snbmo09
177,snbmo09_brick-43d3,ocs-main,snbmo0922,brick,2.5,0.8436708875226272,snbmo09
178,bs12_brick-e230,ocs-main,bs1210,brick,1.4,1.0411809980869293,bs12
179,betal18_rope-bc40,ocs-main,betal182007,rope,1.0,0.7963010389777908,betal18
180,dod20_brick-431c,ocs-main,dod2062,brick,3.2,0.8702283245787001,dod20
181,betal18_box-860b,ocs-main,betal182058,box,2.4,0.9176899098024798,betal18
182,motesf_spoon-9e22,ocs-main,motesfeda8,spoon,2.4,0.8556020309564344,motesf
183,dod20_brick-b11b,ocs-main,dod203,brick,1.6,0.6445656778380386,dod20
184,hmsl_paperclip-b36a,ocs-main,hmsl5KN8A59N,paperclip,1.7,0.744520760311028,hmsl
185,setal08_knife-072f,ocs-main,setal08202,knife,1.0,0.8641790138120082,setal08
186,bs12_brick-ca69,ocs-main,bs12114,brick,3.4,1.0071756960797804,bs12
187,dod20_brick-abb9,ocs-main,dod209,brick,1.0,0.7023436757956216,dod20
188,setal08_knife-8669,ocs-main,setal08218,knife,2.3,0.8773193800666164,setal08
189,dod20_bottle-754c,ocs-main,dod2060,bottle,2.0,0.7786765098571777,dod20
190,snb17_box-4722,ocs-main,snb1738,box,1.7,0.9315551211995257,snb17
191,setal08_brick-4ad2,ocs-main,setal08164,brick,2.7,0.8709030696306025,setal08
192,motesf_pencil-619b,ocs-main,motesfa597,pencil,3.6,0.9326190574373058,motesf
193,snbmo09_brick-4ff8,ocs-main,snbmo09176,brick,1.5,0.7072305737639097,snbmo09
194,hmsl_brick-dc04,ocs-main,hmsl5d5xLMEq,brick,2.7,0.9272298642520861,hmsl
195,motesp-g1_spoon-12AM,ocs-main,12AM,spoon,4.8,1.0263494346290827,motesp
196,dod20_brick-9f85,ocs-main,dod2080,brick,2.3,0.8477528780353487,dod20
197,dod20_table-bf14,ocs-main,dod207,table,2.5,0.6679147004836106,dod20
198,dod20_book-dc0e,ocs-main,dod2012,book,2.7,0.8791232204288243,dod20
199,hmsl_paperclip-0062,ocs-main,hmslAHxx5oRE,paperclip,2.5,0.8023114429266722,hmsl
200,setal08_knife-2996,ocs-main,setal0862,knife,2.0,0.9042909017734776,setal08
201,snbmo09_knife-d3f6,ocs-main,snbmo09133,knife,1.8,0.8909654438118875,snbmo09
202,bs12_brick-b58e,ocs-main,bs12106,brick,1.1,0.5774594855022073,bs12
203,dod20_rope-7fb4,ocs-main,dod2049,rope,2.5,0.7839375861470821,dod20
204,bs12_brick-fa33,ocs-main,bs1253,brick,3.4,0.901822002055813,bs12
205,motesf_spoon-90d5,ocs-main,motesfbd68,spoon,2.1,0.8487802594900131,motesf
206,bs12_brick-22dc,ocs-main,bs1264,brick,2.2,0.9151563504451424,bs12
207,snbmo09_knife-1865,ocs-main,snbmo09110,knife,1.4,0.6857113838195801,snbmo09
208,motesp-g1_ball-27CA,ocs-main,27CA,ball,2.8,0.7685418866976941,motesp
209,motesf_lightbulb-1b2b,ocs-main,motesf072b,lightbulb,2.4,0.9772964341389524,motesf
210,setal08_brick-17a6,ocs-main,setal0829,brick,2.0,0.8051929216550059,setal08
211,hmsl_paperclip-6ff8,ocs-main,hmslWEM1cAry,paperclip,1.0,0.8608324525711453,hmsl
212,dod20_fork-f03b,ocs-main,dod2053,fork,2.0,0.7214183509349823,dod20
213,snbmo09_knife-ddf0,ocs-main,snbmo09165,knife,2.5,0.8864103706222849,snbmo09
214,betal18_rope-c048,ocs-main,betal182104,rope,1.6,0.68468964403812,betal18
215,dod20_bottle-c520,ocs-main,dod2053,bottle,3.0,0.6321102178024216,dod20
216,betal18_box-e954,ocs-main,betal182089,box,2.1,0.8645625171624484,betal18
217,hmsl_paperclip-5468,ocs-main,hmsly89Nm2JI,paperclip,2.5,0.8075083582836593,hmsl
218,setal08_brick-c333,ocs-main,setal08205,brick,1.7,0.9435387429959905,setal08
219,setal08_knife-7ea2,ocs-main,setal08216,knife,1.7,0.7960964538571162,setal08
220,setal08_knife-791f,ocs-main,setal0896,knife,1.7,0.8986477930160128,setal08
221,hmsl_brick-e194,ocs-main,hmslQb709hFR,brick,4.3,0.9000400305230523,hmsl
222,hmsl_brick-18bf,ocs-main,hmslYpLqZ40R,brick,2.2,0.8617356249927156,hmsl
223,motesp-g1_ball-13OO,ocs-main,13OO,ball,4.6,0.7909866600842669,motesp
224,snbmo09_box-4735,ocs-main,snbmo09184,box,2.0,0.9737768210470676,snbmo09
225,hmsl_brick-77e5,ocs-main,hmslcMdakEnx,brick,1.0,1.0065439213067293,hmsl
226,snbmo09_box-5720,ocs-main,snbmo09133,box,1.3,0.9085418220101859,snbmo09
227,motesf_bottle-c23a,ocs-main,motesf757b,bottle,1.6,0.6363788517295277,motesf
228,snbmo09_brick-e813,ocs-main,snbmo0916,brick,2.0,0.8726233065445286,snbmo09
229,snbmo09_box-6ddc,ocs-main,snbmo0990,box,1.7,0.7849481571111698,snbmo09
230,motesf_hat-8c1a,ocs-main,motesf45c4,hat,3.0,0.907147720387522,motesf
231,motesp-g1_spoon-33RM,ocs-main,33RM,spoon,2.8,0.8078231065288652,motesp
232,setal08_brick-e684,ocs-main,setal08195,brick,2.7,0.9056373874401845,setal08
233,dod20_bottle-b002,ocs-main,dod2091,bottle,1.8,0.7113802281501005,dod20
234,bs12_brick-4dcf,ocs-main,bs1288,brick,2.6,0.8497215132264522,bs12
235,snbmo09_knife-18b3,ocs-main,snbmo0986,knife,2.2,0.8600700638856706,snbmo09
236,motesf_toothbrush-7c05,ocs-main,motesf06eb,toothbrush,3.3,1.0357416167700457,motesf
237,snbmo09_brick-f4fb,ocs-main,snbmo091,brick,1.7,0.9074994474649429,snbmo09
238,dod20_shoe-51a8,ocs-main,dod2013,shoe,1.5,0.860699787735939,dod20
239,dod20_bottle-006a,ocs-main,dod2081,bottle,2.7,0.7590051389608798,dod20
240,dod20_shoe-6f8e,ocs-main,dod2052,shoe,3.5,0.8429181167074307,dod20
241,bs12_brick-0fff,ocs-main,bs1218,brick,1.0,0.8920665755323236,bs12
242,motesf_sock-4f9c,ocs-main,motesf37bc,sock,3.0,0.846518153867142,motesf
243,dod20_table-85dd,ocs-main,dod2086,table,3.8,0.8930734619498253,dod20
244,betal18_rope-f572,ocs-main,betal182072,rope,2.4,0.9461631475340563,betal18
245,bs12_brick-a1de,ocs-main,bs1259,brick,1.4,0.8409811898251808,bs12
246,snb17_box-0779,ocs-main,snb17108,box,2.3,0.7517561638467188,snb17
247,dod20_fork-c80c,ocs-main,dod2028,fork,4.5,0.8848980880063214,dod20
248,motesf_sock-0f98,ocs-main,motesf8dd4,sock,3.6,0.9523996797079488,motesf
249,setal08_knife-d02c,ocs-main,setal08149,knife,3.0,0.8400121875726132,setal08
250,setal08_brick-a128,ocs-main,setal08189,brick,3.0,0.9948836219479894,setal08
251,hmsl_brick-fbf5,ocs-main,hmslaP33crx5,brick,2.7,0.635592795566585,hmsl
252,dod20_fork-f403,ocs-main,dod2052,fork,2.3,0.8360300025083198,dod20
253,hmsl_brick-fd67,ocs-main,hmslDD94108z,brick,1.1,0.6842153370380402,hmsl
254,dod20_bottle-efa7,ocs-main,dod2037,bottle,2.0,0.9713852517306805,dod20
255,hmsl_paperclip-d7b4,ocs-main,hmslUBn73eP3,paperclip,2.5,0.7361820030909519,hmsl
256,setal08_knife-9877,ocs-main,setal08215,knife,1.0,0.8033819741592552,setal08
257,dod20_bottle-8235,ocs-main,dod2064,bottle,3.8,0.7963354881158151,dod20
258,motesf_sock-b9e5,ocs-main,motesf38b3,sock,2.7,0.6613751057557964,motesf
259,setal08_brick-3bae,ocs-main,setal08184,brick,1.7,0.9182950031876612,setal08
260,dod20_bottle-1610,ocs-main,dod2081,bottle,3.2,0.9566003545669148,dod20
261,snbmo09_knife-7bca,ocs-main,snbmo09200,knife,2.5,0.8693351828473661,snbmo09
262,snb17_box-3ef9,ocs-main,snb17131,box,1.7,0.8623224535818163,snb17
263,bs12_brick-af91,ocs-main,bs1233,brick,1.4,0.9701166196641935,bs12
264,snb17_box-7e6b,ocs-main,snb17108,box,1.3,0.7774143292087806,snb17
265,hmsl_paperclip-2c05,ocs-main,hmslr239i5kp,paperclip,1.7,0.8012525867755145,hmsl
266,snb17_rope-1cb4,ocs-main,snb1725,rope,1.7,0.8360375329798718,snb17
267,dod20_shovel-59cb,ocs-main,dod2044,shovel,3.5,0.9375738986620655,dod20
268,motesf_lightbulb-9be0,ocs-main,motesf74db,lightbulb,1.3,1.0751096313663506,motesf
269,motesf_spoon-0e02,ocs-main,motesf19ca,spoon,3.0,0.9766855202919837,motesf
270,motesf_pencil-c9d9,ocs-main,motesff90f,pencil,3.6,0.8584243570431243,motesf
271,betal18_box-16f1,ocs-main,betal182111,box,1.3,0.7858579221953841,betal18
272,hmsl_paperclip-95e1,ocs-main,hmslK883nL64,paperclip,1.8,0.73649028291697,hmsl
273,dod20_shovel-0233,ocs-main,dod2056,shovel,2.5,0.8964376747608185,dod20
274,betal18_rope-c21a,ocs-main,betal182170,rope,1.6,0.8817492978906188,betal18
275,hmsl_paperclip-cb81,ocs-main,hmslA26c3z9n,paperclip,2.7,0.8140929567648443,hmsl
276,betal18_box-aabd,ocs-main,betal182058,box,1.3,0.6991830367735478,betal18
277,betal18_rope-074d,ocs-main,betal182065,rope,3.3,0.8770613372325897,betal18
278,snb17_box-c257,ocs-main,snb171,box,1.3,0.797923327730007,snb17
279,motesf_lightbulb-1b8a,ocs-main,motesf819f,lightbulb,2.7,0.8450379222631454,motesf
280,motesf_ball-bc4c,ocs-main,motesf9872,ball,2.1,0.67503222823143,motesf
281,setal08_knife-89ea,ocs-main,setal0885,knife,1.3,0.9271788075333356,setal08
282,dod20_brick-a151,ocs-main,dod2013,brick,2.2,0.907842169533663,dod20
283,hmsl_paperclip-5762,ocs-main,hmslFQfN6485,paperclip,2.5,0.8706343381602821,hmsl
284,hmsl_brick-94a2,ocs-main,hmslP07U97OU,brick,1.3,0.7467059791088104,hmsl
285,betal18_box-9e60,ocs-main,betal182166,box,1.3,0.6273197531700134,betal18
286,hmsl_paperclip-af37,ocs-main,hmsl1zNzBi5Y,paperclip,3.0,1.0248602557051911,hmsl
287,dod20_pants-0f96,ocs-main,dod2059,pants,3.5,0.5823953747749329,dod20
288,dod20_table-4e9c,ocs-main,dod2056,table,2.5,0.9337229110803972,dod20
289,hmsl_paperclip-e135,ocs-main,hmslVRjUpNjw,paperclip,2.5,0.703022600093467,hmsl
290,motesp-g1_spoon-31MB,ocs-main,31MB,spoon,3.2,0.8468418997153293,motesp
291,betal18_rope-1d56,ocs-main,betal182155,rope,1.3,0.9461283013224602,betal18
292,bs12_brick-880f,ocs-main,bs124,brick,3.4,0.8263338416388961,bs12
293,dod20_shoe-aac1,ocs-main,dod2085,shoe,2.7,0.8245228826999664,dod20
294,hmsl_brick-7d32,ocs-main,hmsl9DATQk19,brick,1.0,0.7359493125947748,hmsl
295,motesf_pencil-e57f,ocs-main,motesf82aa,pencil,3.6,0.8710339018346454,motesf
296,betal18_box-931e,ocs-main,betal182051,box,1.9,0.7983132952282121,betal18
297,hmsl_paperclip-95a8,ocs-main,hmslDw04qHCX,paperclip,1.8,0.8593420516535373,hmsl
298,snbmo09_box-cc38,ocs-main,snbmo0917,box,2.5,0.8846648186445236,snbmo09
299,dod20_shovel-757d,ocs-main,dod2048,shovel,3.0,0.695408821105957,dod20
300,hmsl_brick-9d1c,ocs-main,hmslR9l7t829,brick,1.1,0.6482427868016958,hmsl
