,id,model,participant,prompt,target,predicted,src,split
37,dod20_bottle-1610,t5-base,dod2081,bottle,3.2,3.3,dod20,gt_main2
38,snbmo09_brick-897b,t5-base,snbmo0928,brick,1.2,1.0,snbmo09,gt_main2
39,hmsl_paperclip-1eb0,t5-base,hmslI7m5DGyu,paperclip,1.0,1.0,hmsl,gt_main2
40,motesf_toothbrush-4554,t5-base,motesf11b9,toothbrush,3.6,3.9,motesf,gt_main2
41,dod20_book-0c1b,t5-base,dod2069,book,2.7,2.8,dod20,gt_main2
42,hmsl_paperclip-70e1,t5-base,hmslzVpN53Ht,paperclip,2.5,2.8,hmsl,gt_main2
43,hmsl_paperclip-6247,t5-base,hmslo65EfhY5,paperclip,2.2,1.8,hmsl,gt_main2
44,dod20_pants-f5ff,t5-base,dod2028,pants,3.5,3.7,dod20,gt_main2
45,motesf_bottle-5662,t5-base,motesfbe83,bottle,2.7,3.3,motesf,gt_main2
46,motesp-g1_shoe-24ES,t5-base,24ES,shoe,3.7,3.2,motesp,gt_main2
47,hmsl_paperclip-f84c,t5-base,hmslLUdy216o,paperclip,3.2,3.3,hmsl,gt_main2
48,betal18_box-61ce,t5-base,betal182067,box,1.9,1.3,betal18,gt_main2
49,snbmo09_box-90c0,t5-base,snbmo09152,box,1.5,1.0,snbmo09,gt_main2
50,bs12_brick-b76c,t5-base,bs12100,brick,1.8,2.0,bs12,gt_main2
51,betal18_rope-e936,t5-base,betal182179,rope,1.0,1.7,betal18,gt_main2
52,motesf_spoon-a911,t5-base,motesf9de6,spoon,3.9,4.1,motesf,gt_main2
53,dod20_shovel-ab78,t5-base,dod2036,shovel,3.0,4.0,dod20,gt_main2
54,dod20_rope-40e6,t5-base,dod2060,rope,2.5,1.0,dod20,gt_main2
55,bs12_brick-0c39,t5-base,bs12108,brick,1.4,2.2,bs12,gt_main2
56,betal18_box-7ad0,t5-base,betal182075,box,2.1,1.9,betal18,gt_main2
57,motesf_ball-9261,t5-base,motesf53c3,ball,3.0,3.3,motesf,gt_main2
58,dod20_shoe-7ae3,t5-base,dod2048,shoe,3.2,3.2,dod20,gt_main2
59,betal18_box-1d6d,t5-base,betal182106,box,5.0,2.7,betal18,gt_main2
60,bs12_brick-77c1,t5-base,bs1275,brick,2.6,4.0,bs12,gt_main2
61,motesf_toothbrush-c6ba,t5-base,motesf89f0,toothbrush,3.9,4.1,motesf,gt_main2
62,dod20_tire-d80b,t5-base,dod2062,tire,2.2,3.2,dod20,gt_main2
63,bs12_brick-a80c,t5-base,bs1231,brick,1.4,1.4,bs12,gt_main2
64,dod20_table-b17d,t5-base,dod2089,table,3.5,3.5,dod20,gt_main2
65,dod20_fork-f27d,t5-base,dod2081,fork,2.8,3.7,dod20,gt_main2
66,bs12_brick-048a,t5-base,bs12100,brick,1.4,1.4,bs12,gt_main2
67,dod20_brick-6d82,t5-base,dod2013,brick,2.5,1.5,dod20,gt_main2
68,betal18_rope-3d5f,t5-base,betal182120,rope,1.9,2.1,betal18,gt_main2
69,hmsl_paperclip-df47,t5-base,hmsl6xuQ1Z9X,paperclip,1.0,1.0,hmsl,gt_main2
70,snbmo09_brick-d0bb,t5-base,snbmo0969,brick,3.5,3.4,snbmo09,gt_main2
71,betal18_box-03aa,t5-base,betal182104,box,1.6,1.7,betal18,gt_main2
72,dod20_shovel-37ba,t5-base,dod2056,shovel,3.0,3.7,dod20,gt_main2
73,motesf_sock-99d4,t5-base,motesf0252,sock,2.7,2.7,motesf,gt_main2
74,dod20_shoe-e5f1,t5-base,dod2068,shoe,1.0,1.5,dod20,gt_main2
75,hmsl_brick-300d,t5-base,hmsl3rG4FDn6,brick,2.0,2.0,hmsl,gt_main2
76,hmsl_brick-6ef7,t5-base,hmslE3P4df3m,brick,2.0,2.2,hmsl,gt_main2
77,bs12_brick-414d,t5-base,bs1217,brick,1.4,2.2,bs12,gt_main2
78,snbmo09_knife-ef1d,t5-base,snbmo0991,knife,1.8,2.0,snbmo09,gt_main2
79,hmsl_paperclip-5468,t5-base,hmsly89Nm2JI,paperclip,2.5,2.5,hmsl,gt_main2
80,setal08_brick-ace1,t5-base,setal08188,brick,2.7,2.2,setal08,gt_main2
81,bs12_brick-8639,t5-base,bs1242,brick,1.4,1.7,bs12,gt_main2
82,setal08_brick-727e,t5-base,setal08216,brick,2.0,1.3,setal08,gt_main2
83,setal08_brick-d0e2,t5-base,setal08193,brick,1.0,1.7,setal08,gt_main2
84,dod20_tire-4adf,t5-base,dod2064,tire,3.8,3.5,dod20,gt_main2
85,hmsl_brick-6382,t5-base,hmsl7iC45VYt,brick,1.8,1.5,hmsl,gt_main2
86,motesp-g1_ball-28JB,t5-base,28JB,ball,2.8,2.1,motesp,gt_main2
87,hmsl_paperclip-294d,t5-base,hmslVbp87P2F,paperclip,1.7000000000000002,2.5,hmsl,gt_main2
88,dod20_table-9ba9,t5-base,dod2084,table,1.7000000000000002,1.5,dod20,gt_main2
89,hmsl_paperclip-bffa,t5-base,hmslH6CjN8B9,paperclip,2.5,3.3,hmsl,gt_main2
90,setal08_knife-499d,t5-base,setal08228,knife,1.3,1.2,setal08,gt_main2
91,betal18_rope-78f6,t5-base,betal182007,rope,3.0,2.1,betal18,gt_main2
92,motesf_toothbrush-eb5d,t5-base,motesfd6ba,toothbrush,2.4,2.4,motesf,gt_main2
93,snbmo09_brick-fa9f,t5-base,snbmo09104,brick,1.3,1.7,snbmo09,gt_main2
94,motesf_spoon-90d5,t5-base,motesfbd68,spoon,2.1,2.1,motesf,gt_main2
95,bs12_brick-473f,t5-base,bs12110,brick,2.6,2.6,bs12,gt_main2
96,dod20_pants-8726,t5-base,dod2070,pants,4.2,4.5,dod20,gt_main2
97,dod20_book-9940,t5-base,dod2077,book,1.3,2.0,dod20,gt_main2
98,setal08_knife-328c,t5-base,setal0887,knife,1.2,1.0,setal08,gt_main2
99,snbmo09_knife-7ced,t5-base,snbmo09192,knife,1.4,1.0,snbmo09,gt_main2
100,setal08_brick-7be8,t5-base,setal0835,brick,2.0,1.8,setal08,gt_main2
101,motesf_bottle-90e3,t5-base,motesf70ef,bottle,3.0,3.3,motesf,gt_main2
102,snbmo09_knife-0bfd,t5-base,snbmo09171,knife,3.0,2.3,snbmo09,gt_main2
103,dod20_tire-e7db,t5-base,dod2062,tire,2.5,3.5,dod20,gt_main2
104,dod20_shovel-ea14,t5-base,dod2041,shovel,2.7,1.8,dod20,gt_main2
105,hmsl_paperclip-2a7c,t5-base,hmslKxZ68Dlf,paperclip,2.4,2.2,hmsl,gt_main2
106,hmsl_paperclip-9916,t5-base,hmslPg80l09K,paperclip,4.0,2.5,hmsl,gt_main2
107,setal08_brick-97b1,t5-base,setal08216,brick,2.3,2.2,setal08,gt_main2
108,dod20_fork-7f06,t5-base,dod2084,fork,1.5,2.8,dod20,gt_main2
109,motesf_ball-3c01,t5-base,motesf38af,ball,2.1,3.3,motesf,gt_main2
110,setal08_brick-ccd5,t5-base,setal0867,brick,1.7000000000000002,2.0,setal08,gt_main2
111,snb17_rope-c3b7,t5-base,snb173,rope,1.3,1.3,snb17,gt_main2
112,motesf_ball-99c6,t5-base,motesfd645,ball,3.0,3.6,motesf,gt_main2
113,snb17_rope-d493,t5-base,snb1776,rope,2.3,1.9,snb17,gt_main2
114,snbmo09_brick-7d85,t5-base,snbmo09116,brick,3.1,2.3,snbmo09,gt_main2
115,dod20_pants-dd2d,t5-base,dod2057,pants,3.7,3.7,dod20,gt_main2
116,snbmo09_knife-defc,t5-base,snbmo09192,knife,1.3,1.0,snbmo09,gt_main2
117,dod20_book-3504,t5-base,dod2048,book,4.2,4.5,dod20,gt_main2
118,hmsl_paperclip-7fc3,t5-base,hmslBn3F7OK4,paperclip,1.8,1.8,hmsl,gt_main2
119,setal08_knife-26f2,t5-base,setal0837,knife,1.0,1.0,setal08,gt_main2
120,betal18_box-2a0f,t5-base,betal182079,box,2.1,1.7,betal18,gt_main2
121,dod20_shoe-94b4,t5-base,dod2013,shoe,2.2,2.3,dod20,gt_main2
122,setal08_knife-3fa5,t5-base,setal08173,knife,2.5,2.0,setal08,gt_main2
123,snbmo09_knife-2c1f,t5-base,snbmo0995,knife,1.2,1.7,snbmo09,gt_main2
124,dod20_bottle-bec5,t5-base,dod2014,bottle,3.8,3.5,dod20,gt_main2
125,motesf_hat-502c,t5-base,motesfbe83,hat,3.3,2.1,motesf,gt_main2
126,setal08_knife-083c,t5-base,setal08129,knife,1.7000000000000002,1.7,setal08,gt_main2
127,motesf_spoon-05e7,t5-base,motesf8bf1,spoon,2.7,2.7,motesf,gt_main2
128,snb17_rope-c21f,t5-base,snb1722,rope,2.7,1.9,snb17,gt_main2
129,setal08_brick-3260,t5-base,setal08183,brick,2.0,2.3,setal08,gt_main2
130,dod20_shoe-c67e,t5-base,dod2062,shoe,2.7,4.0,dod20,gt_main2
131,dod20_fork-b333,t5-base,dod2092,fork,2.5,2.5,dod20,gt_main2
132,setal08_knife-610f,t5-base,setal08102,knife,1.7000000000000002,1.7,setal08,gt_main2
133,snb17_rope-0b1a,t5-base,snb1799,rope,2.0,1.7,snb17,gt_main2
134,setal08_knife-c986,t5-base,setal0830,knife,1.2,1.0,setal08,gt_main2
135,dod20_shovel-48ad,t5-base,dod2059,shovel,2.8,2.8,dod20,gt_main2
136,snbmo09_box-8ca1,t5-base,snbmo09102,box,1.0,1.0,snbmo09,gt_main2
137,motesf_sock-d7e6,t5-base,motesfbeed,sock,3.0,3.6,motesf,gt_main2
138,dod20_tire-8fe3,t5-base,dod2082,tire,1.8,2.3,dod20,gt_main2
139,setal08_brick-a7b2,t5-base,setal08137,brick,1.3,1.7,setal08,gt_main2
140,setal08_knife-267b,t5-base,setal08168,knife,1.7000000000000002,2.7,setal08,gt_main2
141,motesf_ball-4bdf,t5-base,motesfbd4c,ball,3.3,3.9,motesf,gt_main2
142,betal18_box-953f,t5-base,betal182086,box,1.4,1.3,betal18,gt_main2
143,motesf_toothbrush-7b4e,t5-base,motesfa597,toothbrush,2.7,2.7,motesf,gt_main2
144,dod20_book-b331,t5-base,dod2045,book,2.7,2.7,dod20,gt_main2
145,bs12_brick-03cd,t5-base,bs12110,brick,1.8,2.6,bs12,gt_main2
146,dod20_fork-156b,t5-base,dod2084,fork,3.3,1.7,dod20,gt_main2
147,hmsl_brick-8465,t5-base,hmslF74d5I2Y,brick,1.3,1.0,hmsl,gt_main2
148,motesf_pencil-5be7,t5-base,motesf8216,pencil,3.0,2.7,motesf,gt_main2
149,bs12_brick-bb55,t5-base,bs12130,brick,1.0,1.4,bs12,gt_main2
150,setal08_knife-6135,t5-base,setal0885,knife,1.3,1.3,setal08,gt_main2
151,motesf_spoon-6689,t5-base,motesfedde,spoon,3.0,2.4,motesf,gt_main2
152,hmsl_paperclip-17f2,t5-base,hmslJE5LUVea,paperclip,1.0,1.0,hmsl,gt_main2
153,dod20_shoe-eae4,t5-base,dod2018,shoe,2.8,2.7,dod20,gt_main2
154,hmsl_paperclip-84bb,t5-base,hmslhMD9Qw58,paperclip,1.0,1.0,hmsl,gt_main2
155,motesf_bottle-3ae3,t5-base,motesfe2ef,bottle,2.4,2.4,motesf,gt_main2
156,snbmo09_box-2f76,t5-base,snbmo092,box,2.0,1.7,snbmo09,gt_main2
157,setal08_knife-a5e9,t5-base,setal08197,knife,2.0,1.7,setal08,gt_main2
158,betal18_box-8dfa,t5-base,betal182051,box,1.0,1.0,betal18,gt_main2
159,snbmo09_brick-f4fb,t5-base,snbmo091,brick,1.7000000000000002,2.2,snbmo09,gt_main2
160,snbmo09_knife-6e02,t5-base,snbmo09138,knife,1.5,2.0,snbmo09,gt_main2
161,bs12_brick-e969,t5-base,bs1220,brick,1.4,1.0,bs12,gt_main2
162,motesf_hat-8b80,t5-base,motesf9766,hat,2.1,2.1,motesf,gt_main2
163,setal08_brick-6b1a,t5-base,setal08167,brick,1.7000000000000002,1.7,setal08,gt_main2
164,motesf_lightbulb-47bc,t5-base,motesfa255,lightbulb,3.9,3.6,motesf,gt_main2
165,snb17_box-bd66,t5-base,snb1761,box,2.3,2.7,snb17,gt_main2
166,bs12_brick-366f,t5-base,bs1273,brick,1.0,1.0,bs12,gt_main2
167,snbmo09_box-2b50,t5-base,snbmo0942,box,1.8,1.7,snbmo09,gt_main2
168,betal18_box-02af,t5-base,betal182054,box,1.6,2.1,betal18,gt_main2
169,bs12_brick-1d44,t5-base,bs1273,brick,1.4,1.4,bs12,gt_main2
170,motesf_pencil-9b9a,t5-base,motesf69ad,pencil,2.4,3.3,motesf,gt_main2
171,dod20_fork-6047,t5-base,dod2081,fork,4.0,4.0,dod20,gt_main2
172,snb17_rope-a052,t5-base,snb1731,rope,2.0,2.1,snb17,gt_main2
173,snbmo09_brick-ff95,t5-base,snbmo09193,brick,2.0,1.7,snbmo09,gt_main2
174,snbmo09_brick-a109,t5-base,snbmo0987,brick,2.0,2.5,snbmo09,gt_main2
175,setal08_knife-1a90,t5-base,setal08145,knife,1.3,1.3,setal08,gt_main2
176,betal18_box-b68e,t5-base,betal182003,box,1.0,1.0,betal18,gt_main2
177,dod20_tire-b58b,t5-base,dod2082,tire,2.3,2.8,dod20,gt_main2
178,dod20_book-9593,t5-base,dod2015,book,5.0,3.8,dod20,gt_main2
179,setal08_brick-4ad7,t5-base,setal08202,brick,1.6,1.7,setal08,gt_main2
180,dod20_fork-55a1,t5-base,dod2035,fork,2.0,2.5,dod20,gt_main2
181,motesf_spoon-59d1,t5-base,motesf8d3b,spoon,3.9,3.6,motesf,gt_main2
182,setal08_knife-c99d,t5-base,setal08215,knife,1.0,1.0,setal08,gt_main2
183,dod20_fork-11f6,t5-base,dod2071,fork,2.8,2.7,dod20,gt_main2
184,snb17_rope-c623,t5-base,snb1722,rope,1.0,1.7,snb17,gt_main2
185,snbmo09_box-e6ba,t5-base,snbmo0976,box,1.8,1.7,snbmo09,gt_main2
186,dod20_tire-e3fb,t5-base,dod2035,tire,1.0,1.2,dod20,gt_main2
187,snbmo09_box-b036,t5-base,snbmo0911,box,2.2,1.8,snbmo09,gt_main2
188,motesf_toothbrush-3985,t5-base,motesfd34a,toothbrush,2.4,2.4,motesf,gt_main2
189,hmsl_brick-1ddc,t5-base,hmslS3aAC6d2,brick,3.5,3.3,hmsl,gt_main2
190,setal08_knife-ffe1,t5-base,setal0874,knife,1.7000000000000002,2.0,setal08,gt_main2
191,motesf_ball-5924,t5-base,motesfef0d,ball,3.6,3.3,motesf,gt_main2
192,snbmo09_box-dde8,t5-base,snbmo09146,box,1.2,1.5,snbmo09,gt_main2
193,hmsl_brick-cb64,t5-base,hmsl99LrpkPZ,brick,2.5,1.7,hmsl,gt_main2
194,bs12_brick-7106,t5-base,bs1245,brick,1.0,1.7,bs12,gt_main2
195,motesf_spoon-6453,t5-base,motesf67c6,spoon,2.4,3.6,motesf,gt_main2
196,snb17_box-6a9c,t5-base,snb17141,box,2.0,2.3,snb17,gt_main2
197,snbmo09_knife-8571,t5-base,snbmo0960,knife,1.7000000000000002,2.0,snbmo09,gt_main2
198,snbmo09_box-0ed0,t5-base,snbmo0929,box,1.3,1.2,snbmo09,gt_main2
199,motesp-g1_sock-26YK,t5-base,26YK,sock,4.1,3.9,motesp,gt_main2
200,hmsl_paperclip-08f2,t5-base,hmslib5Yvt55,paperclip,3.0,3.5,hmsl,gt_main2
201,bs12_brick-6a13,t5-base,bs1236,brick,1.0,1.4,bs12,gt_main2
202,snbmo09_box-8792,t5-base,snbmo09112,box,1.4,1.6,snbmo09,gt_main2
203,motesf_ball-e0ef,t5-base,motesf02e7,ball,2.4,2.1,motesf,gt_main2
204,setal08_brick-d202,t5-base,setal0873,brick,2.3,1.7,setal08,gt_main2
205,dod20_bottle-1498,t5-base,dod2058,bottle,3.0,3.5,dod20,gt_main2
206,snbmo09_box-35e9,t5-base,snbmo09171,box,1.2,1.0,snbmo09,gt_main2
207,motesf_toothbrush-5f58,t5-base,motesf7f10,toothbrush,3.6,4.1,motesf,gt_main2
208,setal08_knife-ad64,t5-base,setal0857,knife,3.7,2.7,setal08,gt_main2
209,dod20_shoe-012e,t5-base,dod2080,shoe,4.0,4.0,dod20,gt_main2
210,snb17_box-a7c4,t5-base,snb1747,box,1.0,1.0,snb17,gt_main2
211,dod20_tire-b6f9,t5-base,dod202,tire,3.3,3.2,dod20,gt_main2
212,snbmo09_knife-271e,t5-base,snbmo09125,knife,2.0,1.7,snbmo09,gt_main2
213,motesf_spoon-970a,t5-base,motesf35f4,spoon,2.4,2.4,motesf,gt_main2
214,dod20_pants-5322,t5-base,dod2066,pants,4.7,3.5,dod20,gt_main2
215,dod20_shoe-51a8,t5-base,dod2013,shoe,1.5,2.2,dod20,gt_main2
216,dod20_table-c880,t5-base,dod2076,table,3.8,4.0,dod20,gt_main2
217,bs12_brick-e6af,t5-base,bs1277,brick,1.4,1.4,bs12,gt_main2
218,setal08_brick-5d76,t5-base,setal0895,brick,1.7000000000000002,1.7,setal08,gt_main2
219,hmsl_brick-848f,t5-base,hmslCe87d074,brick,1.5,1.8,hmsl,gt_main2
220,dod20_tire-3b96,t5-base,dod2053,tire,3.0,2.7,dod20,gt_main2
221,snb17_rope-fe62,t5-base,snb1713,rope,3.7,1.7,snb17,gt_main2
222,betal18_rope-8cdd,t5-base,betal182075,rope,2.1,3.3,betal18,gt_main2
223,dod20_table-b28c,t5-base,dod2038,table,1.0,2.5,dod20,gt_main2
224,hmsl_brick-b0c7,t5-base,hmsl8tmPV3b2,brick,1.3,1.0,hmsl,gt_main2
225,snb17_rope-17b6,t5-base,snb1735,rope,1.0,1.0,snb17,gt_main2
226,hmsl_paperclip-533f,t5-base,hmslww8QYGoO,paperclip,1.7000000000000002,1.7,hmsl,gt_main2
227,setal08_knife-36d2,t5-base,setal0844,knife,1.0,1.0,setal08,gt_main2
228,dod20_table-3b08,t5-base,dod201,table,4.5,4.0,dod20,gt_main2
229,snbmo09_knife-85b9,t5-base,snbmo0976,knife,2.0,2.0,snbmo09,gt_main2
230,betal18_box-fbef,t5-base,betal182081,box,1.2,1.7,betal18,gt_main2
231,hmsl_paperclip-85d5,t5-base,hmslbCCPp06L,paperclip,1.8,2.2,hmsl,gt_main2
232,setal08_brick-bc6c,t5-base,setal08149,brick,1.7000000000000002,1.7,setal08,gt_main2
233,motesf_lightbulb-bc36,t5-base,motesf3ef8,lightbulb,3.0,2.7,motesf,gt_main2
234,motesf_pencil-465f,t5-base,motesf3dd4,pencil,3.6,2.7,motesf,gt_main2
235,snbmo09_brick-6bc4,t5-base,snbmo09115,brick,1.8,1.7,snbmo09,gt_main2
236,motesf_bottle-db58,t5-base,motesfca46,bottle,2.4,3.3,motesf,gt_main2
237,dod20_rope-0c9a,t5-base,dod203,rope,1.8,1.7,dod20,gt_main2
238,dod20_shoe-d62b,t5-base,dod2077,shoe,1.0,2.3,dod20,gt_main2
239,motesp-g1_lightbulb-24ES,t5-base,24ES,lightbulb,1.7000000000000002,2.1,motesp,gt_main2
240,hmsl_paperclip-7bc8,t5-base,hmslzdyei4a2,paperclip,2.0,2.2,hmsl,gt_main2
241,dod20_bottle-eae5,t5-base,dod2036,bottle,2.5,2.8,dod20,gt_main2
242,dod20_bottle-2fdd,t5-base,dod2027,bottle,1.0,1.3,dod20,gt_main2
243,betal18_rope-1d56,t5-base,betal182155,rope,1.3,1.9,betal18,gt_main2
244,snb17_box-83ad,t5-base,snb1792,box,2.0,2.7,snb17,gt_main2
245,dod20_shovel-e39e,t5-base,dod2024,shovel,3.0,3.2,dod20,gt_main2
246,motesp-g1_backpack-5VA,t5-base,5VA,backpack,3.9,3.4,motesp,gt_main2
247,hmsl_brick-c28d,t5-base,hmsl01VqTes5,brick,1.7000000000000002,1.8,hmsl,gt_main2
248,dod20_bottle-e08a,t5-base,dod2055,bottle,2.3,2.3,dod20,gt_main2
249,bs12_brick-0058,t5-base,bs1259,brick,1.0,1.5,bs12,gt_main2
250,motesf_toothbrush-ace4,t5-base,motesfd82c,toothbrush,2.7,2.7,motesf,gt_main2
251,hmsl_paperclip-2c05,t5-base,hmslr239i5kp,paperclip,1.7000000000000002,2.0,hmsl,gt_main2
252,dod20_shovel-e228,t5-base,dod2072,shovel,1.0,1.0,dod20,gt_main2
253,setal08_knife-1d98,t5-base,setal08153,knife,2.0,2.3,setal08,gt_main2
254,hmsl_brick-92a8,t5-base,hmsl55kB7oGZ,brick,1.8,1.8,hmsl,gt_main2
255,setal08_brick-910c,t5-base,setal08132,brick,1.7000000000000002,1.7,setal08,gt_main2
256,motesf_sock-9d91,t5-base,motesf072b,sock,3.6,3.3,motesf,gt_main2
257,dod20_pants-81b7,t5-base,dod2065,pants,3.0,4.0,dod20,gt_main2
258,betal18_rope-8595,t5-base,betal182157,rope,1.6,2.7,betal18,gt_main2
259,setal08_knife-d85d,t5-base,setal0897,knife,1.3,1.7,setal08,gt_main2
260,snbmo09_brick-b7c5,t5-base,snbmo09117,brick,2.0,2.2,snbmo09,gt_main2
261,bs12_brick-cc88,t5-base,bs12133,brick,2.2,2.2,bs12,gt_main2
262,hmsl_brick-3d29,t5-base,hmslF6C3p16Q,brick,2.5,1.0,hmsl,gt_main2
263,setal08_knife-c312,t5-base,setal08178,knife,1.7000000000000002,1.7,setal08,gt_main2
264,dod20_book-d9a5,t5-base,dod2074,book,2.7,2.7,dod20,gt_main2
265,betal18_box-cca1,t5-base,betal182189,box,1.6,2.0,betal18,gt_main2
266,dod20_bottle-706f,t5-base,dod2081,bottle,3.3,2.7,dod20,gt_main2
267,motesf_hat-0b19,t5-base,motesf4918,hat,3.0,2.7,motesf,gt_main2
268,snbmo09_knife-de8d,t5-base,snbmo0971,knife,1.3,2.0,snbmo09,gt_main2
269,motesf_hat-61ad,t5-base,motesf9b86,hat,2.4,2.7,motesf,gt_main2
270,motesf_bottle-8ed8,t5-base,motesf2a79,bottle,3.3,3.3,motesf,gt_main2
271,setal08_brick-8a18,t5-base,setal0832,brick,1.3,1.0,setal08,gt_main2
272,betal18_rope-5160,t5-base,betal182162,rope,1.6,2.1,betal18,gt_main2
273,setal08_knife-a61c,t5-base,setal08228,knife,1.7000000000000002,2.0,setal08,gt_main2
274,hmsl_paperclip-bfea,t5-base,hmslyi89Nvu5,paperclip,1.5,3.0,hmsl,gt_main2
275,setal08_brick-3bae,t5-base,setal08184,brick,1.7000000000000002,1.7,setal08,gt_main2
276,setal08_brick-f522,t5-base,setal0830,brick,2.3,2.5,setal08,gt_main2
277,hmsl_paperclip-cc2e,t5-base,hmsl5spKk965,paperclip,2.5,2.0,hmsl,gt_main2
278,setal08_knife-903b,t5-base,setal0887,knife,2.0,1.7,setal08,gt_main2
279,hmsl_paperclip-d04a,t5-base,hmsl9mlyecrJ,paperclip,3.2,3.2,hmsl,gt_main2
280,dod20_brick-abb9,t5-base,dod209,brick,1.0,1.0,dod20,gt_main2
281,hmsl_paperclip-09b6,t5-base,hmslN311258W,paperclip,2.2,1.8,hmsl,gt_main2
282,setal08_brick-bded,t5-base,setal08105,brick,2.3,1.8,setal08,gt_main2
283,snb17_rope-9d24,t5-base,snb1768,rope,1.7000000000000002,2.1,snb17,gt_main2
284,setal08_knife-4087,t5-base,setal08179,knife,1.7000000000000002,2.3,setal08,gt_main2
285,snbmo09_brick-aade,t5-base,snbmo0910,brick,3.0,4.0,snbmo09,gt_main2
286,hmsl_brick-347a,t5-base,hmsl8tmPV3b2,brick,1.8,1.7,hmsl,gt_main2
287,betal18_rope-e614,t5-base,betal182159,rope,1.6,3.5,betal18,gt_main2
288,snb17_box-bc43,t5-base,snb17154,box,2.0,1.3,snb17,gt_main2
289,dod20_table-b0d9,t5-base,dod2015,table,2.5,3.2,dod20,gt_main2
290,dod20_book-96e1,t5-base,dod2038,book,1.3,1.8,dod20,gt_main2
291,dod20_pants-9d43,t5-base,dod2075,pants,3.3,3.2,dod20,gt_main2
292,hmsl_paperclip-ecf8,t5-base,hmslBaQk6mT1,paperclip,2.3,2.5,hmsl,gt_main2
293,snbmo09_brick-826f,t5-base,snbmo0933,brick,1.7000000000000002,1.0,snbmo09,gt_main2
294,dod20_pants-3dcf,t5-base,dod2013,pants,3.7,4.0,dod20,gt_main2
