,id,model,participant,prompt,target,predicted,src
37,setal08_brick-3be9,lsa-tasa,setal08240,brick,1.0,0.79,setal08
38,snb17_box-3fd0,lsa-tasa,snb1768,box,1.3,0.96,snb17
39,dod20_bottle-3371,lsa-tasa,dod2016,bottle,3.5,0.75,dod20
40,setal08_knife-049f,lsa-tasa,setal0822,knife,2.0,0.8200000000000001,setal08
41,motesf_lightbulb-1f2c,lsa-tasa,motesf45c4,lightbulb,2.1,0.91,motesf
42,snb17_box-0779,lsa-tasa,snb17108,box,2.3,0.8,snb17
43,snbmo09_knife-6e02,lsa-tasa,snbmo09138,knife,1.5,0.83,snbmo09
44,motesf_spoon-6453,lsa-tasa,motesf67c6,spoon,2.4,0.78,motesf
45,bs12_brick-2c91,lsa-tasa,bs1292,brick,1.4,0.9,bs12
46,motesf_ball-9d17,lsa-tasa,motesffe9f,ball,1.9,0.9299999999999999,motesf
47,bs12_brick-880f,lsa-tasa,bs124,brick,3.4,0.77,bs12
48,bs12_brick-77bd,lsa-tasa,bs1213,brick,1.0,0.84,bs12
49,hmsl_brick-0235,lsa-tasa,hmsl0x135kJT,brick,1.7,0.92,hmsl
50,motesf_bottle-65f4,lsa-tasa,motesf34ed,bottle,3.6,0.86,motesf
51,dod20_book-711f,lsa-tasa,dod2048,book,2.7,0.83,dod20
52,dod20_table-a654,lsa-tasa,dod2085,table,2.3,0.89,dod20
53,snbmo09_box-74a8,lsa-tasa,snbmo09200,box,2.3,0.72,snbmo09
54,dod20_pants-5d14,lsa-tasa,dod2024,pants,2.5,0.72,dod20
55,hmsl_brick-6417,lsa-tasa,hmsl3dysp210,brick,1.8,0.8200000000000001,hmsl
56,dod20_bottle-42e1,lsa-tasa,dod2073,bottle,4.2,0.8200000000000001,dod20
57,betal18_box-306a,lsa-tasa,betal182046,box,2.4,0.83,betal18
58,betal18_box-20b9,lsa-tasa,betal182044,box,3.0,0.8200000000000001,betal18
59,hmsl_brick-b948,lsa-tasa,hmslPfZkRQMq,brick,3.7,0.84,hmsl
60,setal08_brick-ed05,lsa-tasa,setal08147,brick,1.3,0.79,setal08
61,hmsl_brick-edb4,lsa-tasa,hmslhF5xX42i,brick,3.8,0.85,hmsl
62,betal18_box-5c73,lsa-tasa,betal182175,box,1.3,0.74,betal18
63,betal18_rope-e614,lsa-tasa,betal182159,rope,1.6,0.91,betal18
64,setal08_knife-5061,lsa-tasa,setal08135,knife,2.3,0.74,setal08
65,setal08_knife-95f2,lsa-tasa,setal08195,knife,1.3,0.56,setal08
66,snbmo09_box-1144,lsa-tasa,snbmo0920,box,1.3,0.7,snbmo09
67,snb17_rope-33b3,lsa-tasa,snb1718,rope,1.3,0.9299999999999999,snb17
68,betal18_rope-78ab,lsa-tasa,betal182104,rope,1.2,0.87,betal18
69,motesf_ball-dbf6,lsa-tasa,motesf8f14,ball,1.9,0.31999999999999995,motesf
70,snbmo09_brick-f30b,lsa-tasa,snbmo0917,brick,2.7,0.94,snbmo09
71,betal18_box-af2b,lsa-tasa,betal182030,box,1.3,0.92,betal18
72,snbmo09_knife-2c1f,lsa-tasa,snbmo0995,knife,1.2,0.8200000000000001,snbmo09
73,hmsl_paperclip-dd61,lsa-tasa,hmsll976kyQ1,paper clip,2.0,0.94,hmsl
74,snbmo09_box-c582,lsa-tasa,snbmo0918,box,2.2,0.75,snbmo09
75,snbmo09_box-5343,lsa-tasa,snbmo09155,box,2.0,0.76,snbmo09
76,setal08_knife-f996,lsa-tasa,setal08107,knife,1.7,0.83,setal08
77,dod20_shoe-d7d8,lsa-tasa,dod2013,shoe,1.7,1.01,dod20
78,snb17_box-47cb,lsa-tasa,snb1797,box,1.6,0.81,snb17
79,motesf_sock-6ec0,lsa-tasa,motesf0336,sock,2.7,0.76,motesf
80,hmsl_paperclip-8175,lsa-tasa,hmsljZeyKHnS,paper clip,3.7,0.7,hmsl
81,motesf_toothbrush-54f6,lsa-tasa,motesf9fc3,toothbrush,3.6,0.83,motesf
82,bs12_brick-66b3,lsa-tasa,bs1296,brick,1.4,0.91,bs12
83,setal08_knife-3f77,lsa-tasa,setal0818,knife,1.0,0.65,setal08
84,bs12_brick-744e,lsa-tasa,bs12109,brick,1.4,0.79,bs12
85,hmsl_paperclip-347a,lsa-tasa,hmsl10z2wJHQ,paper clip,1.8,0.8200000000000001,hmsl
86,setal08_knife-c99d,lsa-tasa,setal08215,knife,1.0,0.37,setal08
87,snbmo09_box-35e9,lsa-tasa,snbmo09171,box,1.2,0.91,snbmo09
88,dod20_tire-38b7,lsa-tasa,dod2017,tire,3.5,0.89,dod20
89,motesf_hat-8c1a,lsa-tasa,motesf45c4,hat,3.0,0.64,motesf
90,snbmo09_brick-184f,lsa-tasa,snbmo09134,brick,2.3,0.85,snbmo09
91,setal08_brick-fba2,lsa-tasa,setal0824,brick,1.3,0.81,setal08
92,snbmo09_box-2b50,lsa-tasa,snbmo0942,box,1.8,0.81,snbmo09
93,hmsl_paperclip-d2f2,lsa-tasa,hmsldENdB2Qt,paper clip,2.5,0.73,hmsl
94,dod20_table-dd32,lsa-tasa,dod2065,table,4.0,0.73,dod20
95,hmsl_brick-a632,lsa-tasa,hmslXsiaT39r,brick,2.5,0.8,hmsl
96,betal18_box-931e,lsa-tasa,betal182051,box,1.9,0.78,betal18
97,dod20_shovel-b3e3,lsa-tasa,dod2078,shovel,2.7,0.86,dod20
98,motesf_lightbulb-c6ad,lsa-tasa,motesf6974,lightbulb,3.0,0.96,motesf
99,dod20_bottle-93e0,lsa-tasa,dod2056,bottle,3.3,0.79,dod20
100,dod20_shovel-5216,lsa-tasa,dod2022,shovel,2.8,0.99,dod20
101,setal08_brick-910c,lsa-tasa,setal08132,brick,1.7,0.87,setal08
102,hmsl_paperclip-aff2,lsa-tasa,hmsl7OHW073E,paper clip,2.3,0.75,hmsl
103,motesf_ball-2002,lsa-tasa,motesf7f6f,ball,1.9,0.75,motesf
104,betal18_box-3740,lsa-tasa,betal182123,box,1.3,0.73,betal18
105,dod20_shovel-b740,lsa-tasa,dod206,shovel,3.7,0.6799999999999999,dod20
106,snbmo09_knife-118e,lsa-tasa,snbmo09166,knife,3.8,0.7,snbmo09
107,snbmo09_box-cc57,lsa-tasa,snbmo0915,box,1.0,1.02,snbmo09
108,motesf_ball-b100,lsa-tasa,motesf1c9a,ball,2.1,0.6,motesf
109,hmsl_paperclip-fdea,lsa-tasa,hmslB0o9M8xC,paper clip,2.5,0.85,hmsl
110,setal08_brick-1c48,lsa-tasa,setal08136,brick,2.0,0.87,setal08
111,dod20_book-b804,lsa-tasa,dod2087,book,2.7,0.88,dod20
112,dod20_shovel-0fbe,lsa-tasa,dod2049,shovel,2.7,0.8,dod20
113,snbmo09_brick-ed92,lsa-tasa,snbmo0947,brick,1.2,0.16000000000000003,snbmo09
114,hmsl_paperclip-90c0,lsa-tasa,hmsl1aF77W6m,paper clip,2.0,0.8200000000000001,hmsl
115,betal18_box-eb45,lsa-tasa,betal182032,box,1.0,0.7,betal18
116,betal18_rope-c17f,lsa-tasa,betal182035,rope,1.6,0.96,betal18
117,setal08_brick-8cf2,lsa-tasa,setal08226,brick,1.3,0.72,setal08
118,hmsl_brick-a8d9,lsa-tasa,hmslLPQ9qCo5,brick,4.3,0.77,hmsl
119,dod20_tire-ec14,lsa-tasa,dod2018,tire,3.5,0.83,dod20
120,snb17_box-ac60,lsa-tasa,snb1768,box,1.7,0.86,snb17
121,setal08_knife-eee3,lsa-tasa,setal0882,knife,1.3,0.050000000000000044,setal08
122,dod20_bottle-dbde,lsa-tasa,dod2056,bottle,3.8,0.65,dod20
123,bs12_brick-fcb7,lsa-tasa,bs1217,brick,1.0,0.74,bs12
124,setal08_knife-3a85,lsa-tasa,setal0844,knife,1.0,0.73,setal08
125,dod20_book-e527,lsa-tasa,dod208,book,3.0,0.91,dod20
126,hmsl_paperclip-e048,lsa-tasa,hmsllGi8mYM4,paper clip,1.7,0.77,hmsl
127,dod20_fork-f27d,lsa-tasa,dod2081,fork,2.8,0.94,dod20
128,hmsl_brick-2270,lsa-tasa,hmsloP2kzb61,brick,1.5,0.42000000000000004,hmsl
129,motesf_pencil-ab18,lsa-tasa,motesf2838,pencil,3.9,0.35,motesf
130,setal08_knife-c537,lsa-tasa,setal0885,knife,1.0,0.7,setal08
131,dod20_shovel-aa70,lsa-tasa,dod2041,shovel,2.3,0.76,dod20
132,betal18_rope-a71b,lsa-tasa,betal182189,rope,2.1,0.71,betal18
133,hmsl_brick-96f9,lsa-tasa,hmslb180td4X,brick,1.2,0.35,hmsl
134,snb17_box-2ff4,lsa-tasa,snb17157,box,2.7,0.92,snb17
135,setal08_brick-7a3d,lsa-tasa,setal08216,brick,2.0,0.77,setal08
136,snbmo09_brick-50af,lsa-tasa,snbmo0996,brick,3.2,0.92,snbmo09
137,hmsl_paperclip-4b9c,lsa-tasa,hmsl5HXO64Ya,paper clip,2.0,0.69,hmsl
138,betal18_box-e954,lsa-tasa,betal182089,box,2.1,0.91,betal18
139,betal18_box-cc04,lsa-tasa,betal182059,box,2.3,0.95,betal18
140,dod20_table-85dd,lsa-tasa,dod2086,table,3.8,0.97,dod20
141,setal08_knife-a9fe,lsa-tasa,setal08124,knife,1.0,0.73,setal08
142,snb17_rope-1cb4,lsa-tasa,snb1725,rope,1.7,0.97,snb17
143,setal08_knife-e91d,lsa-tasa,setal0818,knife,1.7,0.83,setal08
144,setal08_knife-4096,lsa-tasa,setal08183,knife,1.7,0.53,setal08
145,dod20_pants-5322,lsa-tasa,dod2066,pants,4.7,0.76,dod20
146,dod20_fork-4846,lsa-tasa,dod2039,fork,1.3,0.73,dod20
147,motesf_sock-c2f1,lsa-tasa,motesf6512,sock,2.7,0.88,motesf
148,hmsl_paperclip-4305,lsa-tasa,hmslba1FcFHt,paper clip,3.0,0.79,hmsl
149,snbmo09_box-f37f,lsa-tasa,snbmo0974,box,1.0,0.92,snbmo09
150,dod20_tire-8fe3,lsa-tasa,dod2082,tire,1.8,0.6699999999999999,dod20
151,hmsl_paperclip-e3b1,lsa-tasa,hmslIT6ztEpf,paper clip,2.0,1.0,hmsl
152,betal18_rope-8b0e,lsa-tasa,betal182092,rope,3.0,0.97,betal18
153,snbmo09_box-3630,lsa-tasa,snbmo0968,box,1.5,0.64,snbmo09
154,hmsl_paperclip-69c1,lsa-tasa,hmslqZwO9maC,paper clip,2.5,0.87,hmsl
155,setal08_knife-2f44,lsa-tasa,setal0856,knife,2.0,0.87,setal08
156,dod20_bottle-9594,lsa-tasa,dod204,bottle,2.5,0.76,dod20
157,snb17_box-9f66,lsa-tasa,snb1766,box,4.0,0.73,snb17
158,snb17_box-bc43,lsa-tasa,snb17154,box,2.0,0.79,snb17
159,dod20_fork-f7b0,lsa-tasa,dod2073,fork,1.8,0.75,dod20
160,snbmo09_box-4735,lsa-tasa,snbmo09184,box,2.0,0.79,snbmo09
161,dod20_pants-ce03,lsa-tasa,dod2037,pants,2.0,0.9,dod20
162,hmsl_paperclip-57f5,lsa-tasa,hmslLcB8W68g,paper clip,1.3,0.07999999999999996,hmsl
163,bs12_brick-23f1,lsa-tasa,bs1286,brick,1.4,0.89,bs12
164,bs12_brick-3310,lsa-tasa,bs1213,brick,2.6,0.8200000000000001,bs12
165,setal08_knife-a741,lsa-tasa,setal0840,knife,2.3,0.89,setal08
166,dod20_book-c837,lsa-tasa,dod205,book,2.5,0.96,dod20
167,motesf_pencil-da2b,lsa-tasa,motesf85d8,pencil,2.1,0.7,motesf
168,motesp-g1_lightbulb-33RM,lsa-tasa,33RM,lightbulb,3.0,0.84,motesp
169,snb17_box-8cdb,lsa-tasa,snb177,box,2.0,0.79,snb17
170,bs12_brick-a301,lsa-tasa,bs1253,brick,3.0,0.62,bs12
171,bs12_brick-ef50,lsa-tasa,bs1224,brick,1.6,0.88,bs12
172,motesf_spoon-3724,lsa-tasa,motesf013d,spoon,2.7,0.81,motesf
173,setal08_knife-b0b8,lsa-tasa,setal0845,knife,2.0,0.83,setal08
174,snbmo09_box-4eff,lsa-tasa,snbmo0995,box,2.7,0.8200000000000001,snbmo09
175,snbmo09_brick-b2c5,lsa-tasa,snbmo0914,brick,2.7,0.7,snbmo09
176,betal18_rope-86e6,lsa-tasa,betal182128,rope,2.7,0.74,betal18
177,dod20_book-5e4b,lsa-tasa,dod2048,book,3.0,0.81,dod20
178,dod20_bottle-3cd3,lsa-tasa,dod2032,bottle,1.8,0.84,dod20
179,setal08_brick-6f4a,lsa-tasa,setal08175,brick,2.3,0.8,setal08
180,dod20_rope-538b,lsa-tasa,dod2071,rope,2.5,0.63,dod20
181,snbmo09_box-91ac,lsa-tasa,snbmo0981,box,1.7,0.89,snbmo09
182,dod20_brick-76a9,lsa-tasa,dod2084,brick,2.0,0.78,dod20
183,bs12_brick-c95f,lsa-tasa,bs1271,brick,1.0,0.76,bs12
184,betal18_rope-e8d6,lsa-tasa,betal182149,rope,1.3,0.79,betal18
185,bs12_brick-5034,lsa-tasa,bs1224,brick,1.4,0.97,bs12
186,dod20_bottle-e595,lsa-tasa,dod2050,bottle,4.0,0.5800000000000001,dod20
187,betal18_box-c093,lsa-tasa,betal182031,box,1.0,,betal18
188,hmsl_brick-0995,lsa-tasa,hmsl68P7GeOl,brick,1.8,0.87,hmsl
189,hmsl_paperclip-e6c9,lsa-tasa,hmslo65EfhY5,paper clip,2.0,0.78,hmsl
190,snb17_rope-b290,lsa-tasa,snb17126,rope,1.2,0.49,snb17
191,bs12_brick-39dd,lsa-tasa,bs1261,brick,3.8,0.74,bs12
192,setal08_knife-39f5,lsa-tasa,setal08216,knife,1.3,0.78,setal08
193,snbmo09_brick-b7c5,lsa-tasa,snbmo09117,brick,2.0,0.79,snbmo09
194,dod20_pants-aab3,lsa-tasa,dod2040,pants,3.5,0.63,dod20
195,bs12_brick-b34d,lsa-tasa,bs1274,brick,3.0,0.75,bs12
196,snb17_rope-0479,lsa-tasa,snb1771,rope,1.7,0.81,snb17
197,dod20_tire-2ab2,lsa-tasa,dod2026,tire,2.2,0.84,dod20
198,snbmo09_box-8ca1,lsa-tasa,snbmo09102,box,1.0,0.47,snbmo09
199,setal08_knife-5791,lsa-tasa,setal08102,knife,2.3,0.84,setal08
200,dod20_bottle-8752,lsa-tasa,dod2050,bottle,1.0,0.76,dod20
201,betal18_box-84e7,lsa-tasa,betal182106,box,1.9,0.64,betal18
202,motesf_sock-d12f,lsa-tasa,motesf31fe,sock,3.0,0.71,motesf
203,snb17_box-38f5,lsa-tasa,snb17141,box,1.3,0.97,snb17
204,snb17_rope-4f03,lsa-tasa,snb1721,rope,2.0,0.75,snb17
205,snbmo09_knife-79d4,lsa-tasa,snbmo09103,knife,2.7,0.87,snbmo09
206,snbmo09_box-c3ad,lsa-tasa,snbmo09108,box,1.5,0.86,snbmo09
207,setal08_brick-a128,lsa-tasa,setal08189,brick,3.0,0.78,setal08
208,snbmo09_brick-8f44,lsa-tasa,snbmo09190,brick,1.0,0.54,snbmo09
209,setal08_brick-6324,lsa-tasa,setal0869,brick,2.3,0.74,setal08
210,betal18_rope-735e,lsa-tasa,betal182182,rope,1.0,0.5900000000000001,betal18
211,bs12_brick-048a,lsa-tasa,bs12100,brick,1.4,0.91,bs12
212,hmsl_paperclip-932e,lsa-tasa,hmslaGzhYc5T,paper clip,3.7,0.83,hmsl
213,hmsl_paperclip-7143,lsa-tasa,hmslEqZE362k,paper clip,4.0,0.83,hmsl
214,bs12_brick-af1d,lsa-tasa,bs1217,brick,1.4,0.88,bs12
215,snbmo09_knife-2e87,lsa-tasa,snbmo09146,knife,1.0,0.56,snbmo09
216,bs12_brick-ad48,lsa-tasa,bs1259,brick,1.0,0.8,bs12
217,dod20_shoe-7829,lsa-tasa,dod2028,shoe,3.5,0.5900000000000001,dod20
218,snbmo09_brick-d908,lsa-tasa,snbmo0945,brick,2.0,0.6699999999999999,snbmo09
219,dod20_table-21e5,lsa-tasa,dod2052,table,4.0,0.72,dod20
220,snbmo09_knife-626c,lsa-tasa,snbmo09183,knife,3.8,0.69,snbmo09
221,snb17_box-0514,lsa-tasa,snb17111,box,1.6,0.76,snb17
222,hmsl_paperclip-334d,lsa-tasa,hmsl0z2AZnax,paper clip,1.5,0.69,hmsl
223,snbmo09_knife-9b02,lsa-tasa,snbmo0985,knife,2.0,0.77,snbmo09
224,setal08_brick-c301,lsa-tasa,setal08147,brick,1.7,0.8,setal08
225,hmsl_paperclip-c12a,lsa-tasa,hmsl1xS08G27,paper clip,2.5,0.88,hmsl
226,bs12_brick-7106,lsa-tasa,bs1245,brick,1.0,0.91,bs12
227,hmsl_brick-8465,lsa-tasa,hmslF74d5I2Y,brick,1.3,0.61,hmsl
228,setal08_brick-af7f,lsa-tasa,setal08150,brick,1.0,0.83,setal08
229,dod20_shovel-fafe,lsa-tasa,dod2087,shovel,2.5,0.88,dod20
230,betal18_rope-48e9,lsa-tasa,betal182100,rope,2.4,0.85,betal18
231,snbmo09_knife-660d,lsa-tasa,snbmo0921,knife,1.8,,snbmo09
232,dod20_shovel-48ad,lsa-tasa,dod2059,shovel,2.8,0.62,dod20
233,snbmo09_box-3753,lsa-tasa,snbmo09172,box,1.0,0.86,snbmo09
234,dod20_pants-e056,lsa-tasa,dod2017,pants,2.3,0.83,dod20
235,motesf_pencil-fdd7,lsa-tasa,motesfeccb,pencil,3.3,0.6699999999999999,motesf
236,motesf_bottle-7f78,lsa-tasa,motesfe4da,bottle,3.0,0.7,motesf
237,motesf_spoon-9e22,lsa-tasa,motesfeda8,spoon,2.4,0.85,motesf
238,snb17_box-fdc2,lsa-tasa,snb1715,box,2.0,0.7,snb17
239,setal08_brick-4e64,lsa-tasa,setal08238,brick,2.0,0.9,setal08
240,hmsl_paperclip-7bc8,lsa-tasa,hmslzdyei4a2,paper clip,2.0,0.84,hmsl
241,dod20_tire-b58b,lsa-tasa,dod2082,tire,2.3,0.42000000000000004,dod20
242,snb17_box-42b7,lsa-tasa,snb1767,box,2.0,0.84,snb17
243,setal08_brick-c392,lsa-tasa,setal08121,brick,2.7,0.99,setal08
244,betal18_box-61ce,lsa-tasa,betal182067,box,1.9,0.9,betal18
245,dod20_tire-cda1,lsa-tasa,dod2058,tire,3.0,0.9,dod20
246,snbmo09_brick-db4d,lsa-tasa,snbmo09129,brick,1.5,0.91,snbmo09
247,dod20_brick-b11b,lsa-tasa,dod203,brick,1.6,0.73,dod20
248,setal08_knife-2181,lsa-tasa,setal08215,knife,1.0,0.77,setal08
249,hmsl_paperclip-9916,lsa-tasa,hmslPg80l09K,paper clip,4.0,0.73,hmsl
250,snb17_box-02f2,lsa-tasa,snb17106,box,3.7,0.74,snb17
251,betal18_rope-8f13,lsa-tasa,betal182136,rope,1.3,0.75,betal18
252,dod20_brick-a550,lsa-tasa,dod2059,brick,2.6,0.97,dod20
253,dod20_book-d987,lsa-tasa,dod2089,book,3.7,0.95,dod20
254,hmsl_brick-313e,lsa-tasa,hmslYn49gHlm,brick,2.5,0.74,hmsl
255,setal08_knife-3444,lsa-tasa,setal08202,knife,2.0,0.61,setal08
256,dod20_table-a211,lsa-tasa,dod2028,table,3.0,0.4,dod20
257,snbmo09_box-42e7,lsa-tasa,snbmo09102,box,1.3,0.35,snbmo09
258,snbmo09_box-986f,lsa-tasa,snbmo0912,box,1.0,0.77,snbmo09
259,dod20_rope-6d13,lsa-tasa,dod2057,rope,3.5,0.71,dod20
260,snbmo09_box-1e3f,lsa-tasa,snbmo09132,box,2.3,0.88,snbmo09
261,motesf_bottle-eef9,lsa-tasa,motesf38b3,bottle,2.1,0.64,motesf
262,motesf_bottle-f3d4,lsa-tasa,motesf0a09,bottle,2.4,0.39,motesf
263,snb17_rope-4308,lsa-tasa,snb1755,rope,1.0,0.85,snb17
264,setal08_knife-4550,lsa-tasa,setal0884,knife,1.0,0.69,setal08
265,betal18_rope-b6f2,lsa-tasa,betal182188,rope,1.9,0.75,betal18
266,dod20_bottle-bf4f,lsa-tasa,dod2073,bottle,4.2,0.88,dod20
267,motesf_sock-1ae1,lsa-tasa,motesf92cc,sock,3.0,0.79,motesf
268,dod20_bottle-706f,lsa-tasa,dod2081,bottle,3.3,0.8,dod20
269,snb17_rope-3d6a,lsa-tasa,snb17100,rope,2.3,0.85,snb17
270,bs12_brick-3395,lsa-tasa,bs1281,brick,2.6,0.78,bs12
271,snbmo09_knife-271e,lsa-tasa,snbmo09125,knife,2.0,0.94,snbmo09
272,motesf_spoon-970a,lsa-tasa,motesf35f4,spoon,2.4,0.54,motesf
273,dod20_shoe-7ae3,lsa-tasa,dod2048,shoe,3.2,0.94,dod20
274,betal18_box-37a0,lsa-tasa,betal182002,box,1.9,0.89,betal18
275,setal08_knife-6135,lsa-tasa,setal0885,knife,1.3,0.79,setal08
276,hmsl_brick-fe5e,lsa-tasa,hmslaP33crx5,brick,1.7,0.96,hmsl
277,bs12_brick-00cc,lsa-tasa,bs1241,brick,1.4,0.8,bs12
278,motesf_lightbulb-bc36,lsa-tasa,motesf3ef8,lightbulb,3.0,0.78,motesf
279,hmsl_paperclip-2468,lsa-tasa,hmsl6EcRhhAL,paper clip,2.5,0.65,hmsl
280,motesf_spoon-59d1,lsa-tasa,motesf8d3b,spoon,3.9,0.76,motesf
281,snbmo09_box-2f76,lsa-tasa,snbmo092,box,2.0,0.81,snbmo09
282,motesf_lightbulb-9dff,lsa-tasa,motesf3416,lightbulb,3.0,0.86,motesf
283,betal18_box-e921,lsa-tasa,betal182017,box,2.0,0.83,betal18
284,bs12_brick-ed9d,lsa-tasa,bs12102,brick,2.6,0.81,bs12
285,snb17_box-3507,lsa-tasa,snb17110,box,1.7,0.81,snb17
286,snb17_box-855d,lsa-tasa,snb17111,box,2.3,1.01,snb17
287,dod20_shovel-0233,lsa-tasa,dod2056,shovel,2.5,0.87,dod20
288,hmsl_paperclip-27b9,lsa-tasa,hmslJwPQBC80,paper clip,3.0,0.86,hmsl
289,dod20_bottle-ed31,lsa-tasa,dod2092,bottle,2.0,0.9,dod20
290,setal08_brick-4847,lsa-tasa,setal08127,brick,1.0,0.43000000000000005,setal08
291,motesf_spoon-a911,lsa-tasa,motesf9de6,spoon,3.9,0.86,motesf
292,snbmo09_box-d38f,lsa-tasa,snbmo0945,box,1.2,0.95,snbmo09
293,dod20_bottle-ce88,lsa-tasa,dod2024,bottle,3.5,0.75,dod20
294,snb17_rope-0701,lsa-tasa,snb17106,rope,1.3,0.78,snb17
295,setal08_brick-9e71,lsa-tasa,setal08161,brick,1.7,0.89,setal08
296,snb17_rope-947e,lsa-tasa,snb1731,rope,1.8,0.97,snb17
297,setal08_brick-3260,lsa-tasa,setal08183,brick,2.0,0.75,setal08
298,bs12_brick-4f06,lsa-tasa,bs1229,brick,2.6,0.7,bs12
299,bs12_brick-8064,lsa-tasa,bs1242,brick,4.2,1.0,bs12
300,motesf_toothbrush-d2ca,lsa-tasa,motesf757b,toothbrush,1.3,0.44999999999999996,motesf
301,snb17_rope-df3f,lsa-tasa,snb17117,rope,1.3,0.6,snb17
302,dod20_book-7ae3,lsa-tasa,dod2048,book,3.7,0.9299999999999999,dod20
303,dod20_table-6125,lsa-tasa,dod2049,table,4.0,0.78,dod20
304,setal08_knife-4506,lsa-tasa,setal0827,knife,2.0,0.6699999999999999,setal08
305,setal08_brick-263a,lsa-tasa,setal08115,brick,1.3,0.33999999999999997,setal08
306,betal18_rope-3d5f,lsa-tasa,betal182120,rope,1.9,0.86,betal18
307,setal08_brick-5c65,lsa-tasa,setal08126,brick,2.2,0.87,setal08
308,betal18_rope-8cdd,lsa-tasa,betal182075,rope,2.1,0.8,betal18
309,setal08_brick-2169,lsa-tasa,setal0820,brick,2.0,0.94,setal08
310,dod20_book-c725,lsa-tasa,dod2076,book,3.5,0.97,dod20
311,snbmo09_brick-f4fb,lsa-tasa,snbmo091,brick,1.7,0.9299999999999999,snbmo09
312,motesp-g1_pencil-20HL,lsa-tasa,20HL,pencil,3.9,0.6799999999999999,motesp
313,snbmo09_box-fdc6,lsa-tasa,snbmo0964,box,2.8,0.86,snbmo09
314,hmsl_brick-fed5,lsa-tasa,hmslM5603YCQ,brick,1.2,0.88,hmsl
315,motesf_lightbulb-335f,lsa-tasa,motesf48ae,lightbulb,1.6,0.81,motesf
316,hmsl_paperclip-2764,lsa-tasa,hmsl6hf8viCt,paper clip,2.7,0.77,hmsl
317,hmsl_brick-a95f,lsa-tasa,hmsl74I0f64D,brick,4.5,0.79,hmsl
