,id,model,participant,prompt,target,predicted,src
45,betal18_rope-8cdd,gpt-emb-text-embedding-ada-002,betal182075,rope,2.1,0.20132780411628837,betal18
46,snb17_rope-55ac,gpt-emb-text-embedding-ada-002,snb1712,rope,1.3,0.20015939072273636,snb17
47,snb17_rope-ac88,gpt-emb-text-embedding-ada-002,snb1718,rope,1.0,0.22651559103964503,snb17
48,dod20_rope-b079,gpt-emb-text-embedding-ada-002,dod2081,rope,1.8,0.1531314008873934,dod20
49,snb17_rope-f6a3,gpt-emb-text-embedding-ada-002,snb17115,rope,1.0,0.1613169446316236,snb17
50,dod20_rope-44d1,gpt-emb-text-embedding-ada-002,dod2087,rope,3.8,0.22321345527981518,dod20
51,snb17_rope-620c,gpt-emb-text-embedding-ada-002,snb1722,rope,1.7000000000000002,0.21525774417675325,snb17
52,snb17_rope-4a62,gpt-emb-text-embedding-ada-002,snb17130,rope,1.0,0.22993795174878728,snb17
53,betal18_rope-c17f,gpt-emb-text-embedding-ada-002,betal182035,rope,1.6,0.1985380975113441,betal18
54,snb17_rope-b9e0,gpt-emb-text-embedding-ada-002,snb1780,rope,1.0,0.18409905672256788,snb17
55,snb17_rope-ac41,gpt-emb-text-embedding-ada-002,snb1736,rope,1.0,0.20449277045069547,snb17
56,snb17_rope-c7c7,gpt-emb-text-embedding-ada-002,snb1797,rope,1.3,0.13597025018925335,snb17
57,dod20_rope-6102,gpt-emb-text-embedding-ada-002,dod2078,rope,3.8,0.1997829019263605,dod20
58,snb17_rope-a784,gpt-emb-text-embedding-ada-002,snb17123,rope,1.3,0.21277936759314142,snb17
59,betal18_rope-e614,gpt-emb-text-embedding-ada-002,betal182159,rope,1.6,0.21768766457276123,betal18
60,betal18_rope-b6f2,gpt-emb-text-embedding-ada-002,betal182188,rope,1.9,0.18275232938697694,betal18
61,snb17_rope-3272,gpt-emb-text-embedding-ada-002,snb17105,rope,1.3,0.16106451045017356,snb17
62,betal18_rope-846a,gpt-emb-text-embedding-ada-002,betal182099,rope,1.0,0.14464018216285235,betal18
63,betal18_rope-729a,gpt-emb-text-embedding-ada-002,betal182084,rope,1.9,0.18971830747315854,betal18
64,betal18_rope-8b0e,gpt-emb-text-embedding-ada-002,betal182092,rope,3.0,0.21330877763824563,betal18
65,snb17_rope-33b3,gpt-emb-text-embedding-ada-002,snb1718,rope,1.3,0.24753187507988594,snb17
66,snb17_rope-6303,gpt-emb-text-embedding-ada-002,snb1744,rope,2.7,0.1835092135950338,snb17
67,dod20_rope-4518,gpt-emb-text-embedding-ada-002,dod2048,rope,2.7,0.2340543859617389,dod20
68,snb17_rope-3190,gpt-emb-text-embedding-ada-002,snb1734,rope,1.3,0.2398125151657955,snb17
69,snb17_rope-8d61,gpt-emb-text-embedding-ada-002,snb17123,rope,1.3,0.2369267958039335,snb17
70,snb17_rope-0701,gpt-emb-text-embedding-ada-002,snb17106,rope,1.3,0.19157541572801617,snb17
71,snb17_rope-2da6,gpt-emb-text-embedding-ada-002,snb17106,rope,1.3,0.180818076638403,snb17
72,snb17_rope-a9d3,gpt-emb-text-embedding-ada-002,snb17142,rope,1.3,0.18966555256044904,snb17
73,snb17_rope-dd6c,gpt-emb-text-embedding-ada-002,snb1744,rope,1.4,0.12661308666329396,snb17
74,betal18_rope-f6cd,gpt-emb-text-embedding-ada-002,betal182128,rope,1.3,0.18504291608745693,betal18
75,snb17_rope-7e3b,gpt-emb-text-embedding-ada-002,snb17146,rope,1.3,0.21061894232834477,snb17
76,dod20_rope-475b,gpt-emb-text-embedding-ada-002,dod2027,rope,2.0,0.20623820648196767,dod20
77,snb17_rope-ecfb,gpt-emb-text-embedding-ada-002,snb1745,rope,2.7,0.21751495988092184,snb17
78,betal18_rope-86e6,gpt-emb-text-embedding-ada-002,betal182128,rope,2.7,0.22076988925983854,betal18
79,snb17_rope-12b2,gpt-emb-text-embedding-ada-002,snb17118,rope,1.7000000000000002,0.20818602977797174,snb17
80,betal18_rope-f827,gpt-emb-text-embedding-ada-002,betal182158,rope,1.0,0.18531764580869414,betal18
81,betal18_rope-dee3,gpt-emb-text-embedding-ada-002,betal182047,rope,1.4,0.2031510878055277,betal18
82,dod20_rope-823a,gpt-emb-text-embedding-ada-002,dod2015,rope,2.7,0.19070957530737553,dod20
83,betal18_rope-e936,gpt-emb-text-embedding-ada-002,betal182179,rope,1.0,0.16583451534108695,betal18
84,betal18_rope-45fb,gpt-emb-text-embedding-ada-002,betal182002,rope,1.9,0.2105433904707109,betal18
85,betal18_rope-2154,gpt-emb-text-embedding-ada-002,betal182115,rope,2.1,0.19780780913446383,betal18
86,snb17_rope-c0f8,gpt-emb-text-embedding-ada-002,snb17141,rope,3.0,0.2296475252454664,snb17
87,dod20_rope-719d,gpt-emb-text-embedding-ada-002,dod2056,rope,2.5,0.18551513683793153,dod20
88,betal18_rope-cac9,gpt-emb-text-embedding-ada-002,betal182024,rope,1.3,0.1769545508653726,betal18
89,betal18_rope-a648,gpt-emb-text-embedding-ada-002,betal182125,rope,3.0,0.21715415625895473,betal18
90,snb17_rope-e770,gpt-emb-text-embedding-ada-002,snb172,rope,1.0,0.13878836552844098,snb17
91,snb17_rope-fe62,gpt-emb-text-embedding-ada-002,snb1713,rope,3.7,0.2180236618526984,snb17
92,betal18_rope-7eec,gpt-emb-text-embedding-ada-002,betal182095,rope,2.1,0.18619582386075484,betal18
93,betal18_rope-a0ff,gpt-emb-text-embedding-ada-002,betal182128,rope,1.0,0.19249264511586361,betal18
94,dod20_rope-cd0d,gpt-emb-text-embedding-ada-002,dod2045,rope,2.7,0.20954039617246634,dod20
95,betal18_rope-7c77,gpt-emb-text-embedding-ada-002,betal182062,rope,1.0,0.19687530638557882,betal18
96,betal18_rope-25f1,gpt-emb-text-embedding-ada-002,betal182176,rope,1.6,0.21094843035267163,betal18
97,betal18_rope-d7e5,gpt-emb-text-embedding-ada-002,betal182124,rope,1.6,0.18695796849439172,betal18
98,snb17_rope-9db7,gpt-emb-text-embedding-ada-002,snb1791,rope,2.3,0.20239145740183428,snb17
99,dod20_rope-c348,gpt-emb-text-embedding-ada-002,dod2072,rope,3.0,0.25155091099939864,dod20
100,dod20_rope-b9b3,gpt-emb-text-embedding-ada-002,dod2051,rope,3.0,0.1984227561551427,dod20
101,snb17_rope-607d,gpt-emb-text-embedding-ada-002,snb17123,rope,1.3,0.1741852156853233,snb17
102,snb17_rope-f1a7,gpt-emb-text-embedding-ada-002,snb1738,rope,2.7,0.19728151665517102,snb17
103,dod20_rope-0c9a,gpt-emb-text-embedding-ada-002,dod203,rope,1.8,0.13967213236422882,dod20
104,snb17_rope-1fce,gpt-emb-text-embedding-ada-002,snb1747,rope,1.3,0.15911532259690964,snb17
105,snb17_rope-782f,gpt-emb-text-embedding-ada-002,snb17112,rope,1.3,0.19090021345441666,snb17
106,betal18_rope-8e04,gpt-emb-text-embedding-ada-002,betal182156,rope,1.9,0.19788269132254632,betal18
107,betal18_rope-78c1,gpt-emb-text-embedding-ada-002,betal182084,rope,1.0,0.20338662745102887,betal18
108,snb17_rope-f2c9,gpt-emb-text-embedding-ada-002,snb1718,rope,1.7000000000000002,0.21397231280425633,snb17
109,betal18_rope-f13a,gpt-emb-text-embedding-ada-002,betal182047,rope,3.6,0.20907121647045457,betal18
110,snb17_rope-7a28,gpt-emb-text-embedding-ada-002,snb17107,rope,1.7000000000000002,0.21496513771327697,snb17
111,dod20_rope-e447,gpt-emb-text-embedding-ada-002,dod2050,rope,3.0,0.1379495308493962,dod20
112,betal18_rope-8c75,gpt-emb-text-embedding-ada-002,betal182174,rope,3.0,0.21795222688978722,betal18
113,snb17_rope-1d39,gpt-emb-text-embedding-ada-002,snb1798,rope,2.4,0.1654925712807218,snb17
114,betal18_rope-f42d,gpt-emb-text-embedding-ada-002,betal182175,rope,2.4,0.2308661692539652,betal18
115,snb17_rope-8b5c,gpt-emb-text-embedding-ada-002,snb1725,rope,1.7000000000000002,0.2286179317186623,snb17
116,betal18_rope-6b07,gpt-emb-text-embedding-ada-002,betal182101,rope,2.7,0.2073989735683095,betal18
117,betal18_rope-c21a,gpt-emb-text-embedding-ada-002,betal182170,rope,1.6,0.22698542518667764,betal18
118,betal18_rope-d55d,gpt-emb-text-embedding-ada-002,betal182023,rope,2.1,0.1918905838611371,betal18
119,betal18_rope-35db,gpt-emb-text-embedding-ada-002,betal182100,rope,1.0,0.23588347860995884,betal18
120,snb17_rope-947e,gpt-emb-text-embedding-ada-002,snb1731,rope,1.8,0.18526430786320558,snb17
121,betal18_rope-48e9,gpt-emb-text-embedding-ada-002,betal182100,rope,2.4,0.1860557215094859,betal18
122,snb17_rope-f02e,gpt-emb-text-embedding-ada-002,snb1798,rope,1.0,0.1953802719285952,snb17
123,snb17_rope-602e,gpt-emb-text-embedding-ada-002,snb1747,rope,1.0,0.16815541999075556,snb17
124,snb17_rope-8585,gpt-emb-text-embedding-ada-002,snb1722,rope,1.7000000000000002,0.1500055959874701,snb17
125,betal18_rope-9ef8,gpt-emb-text-embedding-ada-002,betal182007,rope,1.0,0.20447500877402947,betal18
126,betal18_rope-2179,gpt-emb-text-embedding-ada-002,betal182126,rope,2.1,0.31903692226211144,betal18
127,dod20_rope-4880,gpt-emb-text-embedding-ada-002,dod2082,rope,2.0,0.19690896385884282,dod20
128,snb17_rope-924b,gpt-emb-text-embedding-ada-002,snb1786,rope,1.2,0.20452553471453938,snb17
129,betal18_rope-ad89,gpt-emb-text-embedding-ada-002,betal182053,rope,2.7,0.24017045496770373,betal18
130,snb17_rope-a9c0,gpt-emb-text-embedding-ada-002,snb1766,rope,2.3,0.22466975853737725,snb17
131,snb17_rope-7db1,gpt-emb-text-embedding-ada-002,snb17111,rope,3.0,0.23325903900373035,snb17
132,snb17_rope-8f65,gpt-emb-text-embedding-ada-002,snb17108,rope,2.3,0.17598826531844913,snb17
133,snb17_rope-c405,gpt-emb-text-embedding-ada-002,snb1761,rope,2.0,0.2035704011894388,snb17
134,snb17_rope-3754,gpt-emb-text-embedding-ada-002,snb176,rope,1.7000000000000002,0.18865764457372813,snb17
135,betal18_rope-3d5f,gpt-emb-text-embedding-ada-002,betal182120,rope,1.9,0.2025511191604743,betal18
136,betal18_rope-01e7,gpt-emb-text-embedding-ada-002,betal182184,rope,2.1,0.23532478872531226,betal18
137,snb17_rope-2f10,gpt-emb-text-embedding-ada-002,snb1723,rope,2.0,0.2275870192466597,snb17
138,snb17_rope-692a,gpt-emb-text-embedding-ada-002,snb1737,rope,1.3,0.1902490325390993,snb17
139,betal18_rope-f6af,gpt-emb-text-embedding-ada-002,betal182099,rope,1.0,0.21547450831813475,betal18
140,betal18_rope-bfa6,gpt-emb-text-embedding-ada-002,betal182151,rope,1.9,0.1625940219249069,betal18
141,snb17_rope-07ae,gpt-emb-text-embedding-ada-002,snb17106,rope,2.0,0.23566962334105923,snb17
142,dod20_rope-75f3,gpt-emb-text-embedding-ada-002,dod2087,rope,3.5,0.23624709684915457,dod20
143,betal18_rope-1967,gpt-emb-text-embedding-ada-002,betal182184,rope,1.0,0.12703423102967593,betal18
144,dod20_rope-21dc,gpt-emb-text-embedding-ada-002,dod2087,rope,3.8,0.19677370520925375,dod20
145,betal18_rope-9159,gpt-emb-text-embedding-ada-002,betal182161,rope,3.0,0.1903635650992168,betal18
146,betal18_rope-f2a6,gpt-emb-text-embedding-ada-002,betal182191,rope,2.4,0.22276602588654315,betal18
147,snb17_rope-e433,gpt-emb-text-embedding-ada-002,snb1732,rope,1.3,0.17458539412499519,snb17
148,snb17_rope-4f03,gpt-emb-text-embedding-ada-002,snb1721,rope,2.0,0.21905730376780308,snb17
149,betal18_rope-1f3c,gpt-emb-text-embedding-ada-002,betal182107,rope,1.9,0.21101672754480483,betal18
150,snb17_rope-2a18,gpt-emb-text-embedding-ada-002,snb1743,rope,1.3,0.15409764968023476,snb17
151,betal18_rope-9e7f,gpt-emb-text-embedding-ada-002,betal182002,rope,1.6,0.2045844334523862,betal18
152,betal18_rope-f10f,gpt-emb-text-embedding-ada-002,betal182033,rope,1.9,0.22744252516223395,betal18
153,dod20_rope-28e3,gpt-emb-text-embedding-ada-002,dod2070,rope,2.5,0.2124469275858628,dod20
154,dod20_rope-2878,gpt-emb-text-embedding-ada-002,dod2064,rope,2.2,0.19154726638644504,dod20
155,betal18_rope-c048,gpt-emb-text-embedding-ada-002,betal182104,rope,1.6,0.186416406447953,betal18
156,betal18_rope-8f13,gpt-emb-text-embedding-ada-002,betal182136,rope,1.3,0.20631110150214427,betal18
157,dod20_rope-e33a,gpt-emb-text-embedding-ada-002,dod2029,rope,2.2,0.1817331704039421,dod20
158,snb17_rope-c32b,gpt-emb-text-embedding-ada-002,snb1749,rope,1.7000000000000002,0.22353966007740655,snb17
159,betal18_rope-f184,gpt-emb-text-embedding-ada-002,betal182128,rope,1.0,0.22017572781418127,betal18
160,dod20_rope-0f18,gpt-emb-text-embedding-ada-002,dod2052,rope,2.7,0.18677569832983276,dod20
161,dod20_rope-c34c,gpt-emb-text-embedding-ada-002,dod2038,rope,2.7,0.2290663314461523,dod20
162,betal18_rope-1ca0,gpt-emb-text-embedding-ada-002,betal182003,rope,1.0,0.15975562706135082,betal18
163,dod20_rope-5a33,gpt-emb-text-embedding-ada-002,dod2057,rope,3.3,0.19013383401212647,dod20
164,snb17_rope-8b82,gpt-emb-text-embedding-ada-002,snb1768,rope,2.0,0.194047190156592,snb17
165,betal18_rope-1cc5,gpt-emb-text-embedding-ada-002,betal182171,rope,1.0,0.1533165457418333,betal18
166,snb17_rope-28fa,gpt-emb-text-embedding-ada-002,snb17108,rope,1.7000000000000002,0.17154542672136364,snb17
167,snb17_rope-c67a,gpt-emb-text-embedding-ada-002,snb1794,rope,2.0,0.22795315328781296,snb17
168,dod20_rope-216c,gpt-emb-text-embedding-ada-002,dod2075,rope,3.0,0.23250038682068552,dod20
169,betal18_rope-f773,gpt-emb-text-embedding-ada-002,betal182126,rope,2.7,0.19637550869432263,betal18
170,snb17_rope-3216,gpt-emb-text-embedding-ada-002,snb17150,rope,2.0,0.24712871857374108,snb17
171,betal18_rope-bc40,gpt-emb-text-embedding-ada-002,betal182007,rope,1.0,0.20109482523545053,betal18
172,snb17_rope-e8e0,gpt-emb-text-embedding-ada-002,snb17151,rope,2.0,0.21054196838934391,snb17
173,betal18_rope-5f85,gpt-emb-text-embedding-ada-002,betal182003,rope,1.3,0.13013520654561084,betal18
174,snb17_rope-e9e9,gpt-emb-text-embedding-ada-002,snb17111,rope,2.0,0.21749925861623864,snb17
175,dod20_rope-1b48,gpt-emb-text-embedding-ada-002,dod2051,rope,3.0,0.21489812340074232,dod20
176,betal18_rope-af51,gpt-emb-text-embedding-ada-002,betal182045,rope,1.6,0.21723517835557282,betal18
177,snb17_rope-4308,gpt-emb-text-embedding-ada-002,snb1755,rope,1.0,0.2138384206952968,snb17
178,betal18_rope-cbdc,gpt-emb-text-embedding-ada-002,betal182123,rope,1.0,0.192672384972291,betal18
179,dod20_rope-052a,gpt-emb-text-embedding-ada-002,dod2016,rope,3.0,0.22077141565724345,dod20
180,betal18_rope-3cdf,gpt-emb-text-embedding-ada-002,betal182099,rope,2.7,0.2138304709759431,betal18
181,snb17_rope-c546,gpt-emb-text-embedding-ada-002,snb1731,rope,1.0,0.1752914943645545,snb17
182,betal18_rope-54d8,gpt-emb-text-embedding-ada-002,betal182133,rope,1.2,0.17693356856250586,betal18
183,betal18_rope-8595,gpt-emb-text-embedding-ada-002,betal182157,rope,1.6,0.1955387544949988,betal18
184,snb17_rope-9d84,gpt-emb-text-embedding-ada-002,snb17154,rope,1.0,0.20499751571701252,snb17
185,dod20_rope-7fb4,gpt-emb-text-embedding-ada-002,dod2049,rope,2.5,0.2014569456318378,dod20
186,betal18_rope-96fe,gpt-emb-text-embedding-ada-002,betal182065,rope,1.3,0.21281846300386087,betal18
187,dod20_rope-93d4,gpt-emb-text-embedding-ada-002,dod2054,rope,2.3,0.15588844313550687,dod20
188,dod20_rope-9228,gpt-emb-text-embedding-ada-002,dod2033,rope,4.0,0.1910082789666061,dod20
189,betal18_rope-a71b,gpt-emb-text-embedding-ada-002,betal182189,rope,2.1,0.1722432413410896,betal18
190,betal18_rope-929c,gpt-emb-text-embedding-ada-002,betal182053,rope,1.3,0.2032197400710316,betal18
191,dod20_rope-5899,gpt-emb-text-embedding-ada-002,dod2089,rope,3.0,0.2290794334898505,dod20
192,snb17_rope-56af,gpt-emb-text-embedding-ada-002,snb17108,rope,1.7000000000000002,0.20114896643182512,snb17
193,dod20_rope-7dc6,gpt-emb-text-embedding-ada-002,dod2075,rope,3.5,0.2123656393810699,dod20
194,snb17_rope-961a,gpt-emb-text-embedding-ada-002,snb1798,rope,1.0,0.21536936102412985,snb17
195,snb17_rope-c623,gpt-emb-text-embedding-ada-002,snb1722,rope,1.0,0.2074236760785263,snb17
196,betal18_rope-56ee,gpt-emb-text-embedding-ada-002,betal182121,rope,1.3,0.194488774992985,betal18
197,snb17_rope-5bac,gpt-emb-text-embedding-ada-002,snb1760,rope,1.7000000000000002,0.19552630885941236,snb17
198,betal18_rope-7ef9,gpt-emb-text-embedding-ada-002,betal182190,rope,1.4,0.19897002443070744,betal18
199,snb17_rope-75fb,gpt-emb-text-embedding-ada-002,snb1714,rope,2.0,0.22593387542064092,snb17
200,betal18_rope-b382,gpt-emb-text-embedding-ada-002,betal182124,rope,1.6,0.23967241780038384,betal18
201,snb17_rope-22db,gpt-emb-text-embedding-ada-002,snb1760,rope,2.7,0.2150420729853112,snb17
202,snb17_rope-c556,gpt-emb-text-embedding-ada-002,snb1744,rope,1.3,0.2583554860347391,snb17
203,betal18_rope-be88,gpt-emb-text-embedding-ada-002,betal182082,rope,1.9,0.1918134151458687,betal18
204,dod20_rope-6801,gpt-emb-text-embedding-ada-002,dod2021,rope,1.2,0.14001594068579892,dod20
205,betal18_rope-bd96,gpt-emb-text-embedding-ada-002,betal182154,rope,1.3,0.19126605435444588,betal18
206,betal18_rope-78f6,gpt-emb-text-embedding-ada-002,betal182007,rope,3.0,0.1476783466163475,betal18
207,snb17_rope-4dbd,gpt-emb-text-embedding-ada-002,snb17101,rope,2.7,0.1822673014107602,snb17
208,snb17_rope-b290,gpt-emb-text-embedding-ada-002,snb17126,rope,1.2,0.1768768508576678,snb17
209,dod20_rope-74e4,gpt-emb-text-embedding-ada-002,dod2060,rope,1.7000000000000002,0.2234661609905857,dod20
210,dod20_rope-2b1f,gpt-emb-text-embedding-ada-002,dod204,rope,4.0,0.18642571766755234,dod20
211,snb17_rope-f091,gpt-emb-text-embedding-ada-002,snb17151,rope,1.3,0.19467362242439878,snb17
212,dod20_rope-2f3a,gpt-emb-text-embedding-ada-002,dod2054,rope,3.2,0.20632411576635723,dod20
213,betal18_rope-b497,gpt-emb-text-embedding-ada-002,betal182179,rope,1.0,0.17531271197275544,betal18
214,snb17_rope-df3f,gpt-emb-text-embedding-ada-002,snb17117,rope,1.3,0.19738910604312732,snb17
215,dod20_rope-8dcf,gpt-emb-text-embedding-ada-002,dod2041,rope,3.0,0.22740287663780123,dod20
216,betal18_rope-76b8,gpt-emb-text-embedding-ada-002,betal182039,rope,1.9,0.19970441125041605,betal18
217,betal18_rope-78ab,gpt-emb-text-embedding-ada-002,betal182104,rope,1.2,0.1303441948159869,betal18
218,betal18_rope-66fb,gpt-emb-text-embedding-ada-002,betal182146,rope,3.0,0.20026521992281476,betal18
219,snb17_rope-e0e1,gpt-emb-text-embedding-ada-002,snb17104,rope,1.5,0.17657491496513456,snb17
220,betal18_rope-9c5d,gpt-emb-text-embedding-ada-002,betal182135,rope,1.6,0.1546434074985431,betal18
221,dod20_rope-8139,gpt-emb-text-embedding-ada-002,dod2033,rope,2.3,0.19065040265065314,dod20
222,snb17_rope-0b1a,gpt-emb-text-embedding-ada-002,snb1799,rope,2.0,0.20524319409669134,snb17
223,snb17_rope-1181,gpt-emb-text-embedding-ada-002,snb1798,rope,1.3,0.16646141171799866,snb17
224,betal18_rope-8963,gpt-emb-text-embedding-ada-002,betal182048,rope,1.6,0.16270794270219846,betal18
225,betal18_rope-b0b1,gpt-emb-text-embedding-ada-002,betal182077,rope,2.4,0.18396985141731936,betal18
226,betal18_rope-f572,gpt-emb-text-embedding-ada-002,betal182072,rope,2.4,0.24186964933037913,betal18
227,snb17_rope-a487,gpt-emb-text-embedding-ada-002,snb1780,rope,1.3,0.21404904588906948,snb17
228,snb17_rope-b1dc,gpt-emb-text-embedding-ada-002,snb1749,rope,1.3,0.23015765516564224,snb17
229,dod20_rope-b94c,gpt-emb-text-embedding-ada-002,dod204,rope,3.5,0.19366221692999042,dod20
230,betal18_rope-8bc2,gpt-emb-text-embedding-ada-002,betal182188,rope,1.9,0.20886593925731078,betal18
231,dod20_rope-4678,gpt-emb-text-embedding-ada-002,dod2029,rope,1.7000000000000002,0.19551908955454378,dod20
232,snb17_rope-baca,gpt-emb-text-embedding-ada-002,snb173,rope,4.3,0.22151181936710873,snb17
233,snb17_rope-a052,gpt-emb-text-embedding-ada-002,snb1731,rope,2.0,0.21649022653549843,snb17
234,betal18_rope-4f13,gpt-emb-text-embedding-ada-002,betal182146,rope,1.9,0.18588954427347326,betal18
235,betal18_rope-959a,gpt-emb-text-embedding-ada-002,betal182192,rope,2.1,0.17244157040105346,betal18
236,dod20_rope-ff54,gpt-emb-text-embedding-ada-002,dod2082,rope,2.2,0.20306355780024865,dod20
237,betal18_rope-249b,gpt-emb-text-embedding-ada-002,betal182117,rope,3.3,0.23124811156836445,betal18
238,betal18_rope-d2b8,gpt-emb-text-embedding-ada-002,betal182083,rope,1.3,0.18227482853618981,betal18
239,snb17_rope-3939,gpt-emb-text-embedding-ada-002,snb1737,rope,1.3,0.21250474462589508,snb17
240,snb17_rope-d493,gpt-emb-text-embedding-ada-002,snb1776,rope,2.3,0.22791739315088533,snb17
241,betal18_rope-3140,gpt-emb-text-embedding-ada-002,betal182162,rope,2.4,0.2119095407171221,betal18
242,snb17_rope-17b6,gpt-emb-text-embedding-ada-002,snb1735,rope,1.0,0.18840624711721599,snb17
243,snb17_rope-7b26,gpt-emb-text-embedding-ada-002,snb1758,rope,1.3,0.1965915643692271,snb17
244,betal18_rope-b7ef,gpt-emb-text-embedding-ada-002,betal182179,rope,1.0,0.1942243933594363,betal18
245,betal18_rope-b8a0,gpt-emb-text-embedding-ada-002,betal182013,rope,1.3,0.2286969842807357,betal18
246,betal18_rope-65eb,gpt-emb-text-embedding-ada-002,betal182061,rope,1.6,0.1935871482839786,betal18
247,betal18_rope-074d,gpt-emb-text-embedding-ada-002,betal182065,rope,3.3,0.22657599526504746,betal18
